Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Перемышльская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603					
1	"Число избирателей, внесенных в список избирателей"	9919	1239	774	216	211	554	876	303	194	2647	132	386	559	472	279	569	176	332					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10350	1300	825	225	225	600	900	350	200	2700	150	425	575	500	300	575	175	325					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5675	749	474	90	145	353	455	202	116	1461	89	223	225	294	198	337	128	136					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1651	101	90	71	41	96	167	67	57	245	35	82	157	164	19	114	34	111					
6	Число погашенных избирательных бюллетеней	3024	450	261	64	39	151	278	81	27	994	26	120	193	42	83	124	13	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1651	101	90	71	41	96	167	67	57	245	35	82	157	164	19	114	34	111					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5672	749	474	90	145	353	455	202	116	1458	89	223	225	294	198	337	128	136					
9	Число недействительных избирательных бюллетеней	85	9	8	2	1	0	8	2	2	23	2	5	3	0	6	5	5	4					
10	Число действительных избирательных бюллетеней	7238	841	556	159	185	449	614	267	171	1680	122	300	379	458	211	446	157	243					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	754	70	59	15	28	70	40	55	15	101	32	60	39	33	25	63	22	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	754	70	59	15	28	70	40	55	15	101	32	60	39	33	25	63	22	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	188	17	8	7	6	20	15	2	1	42	8	12	14	8	3	11	5	9					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	0	3	5	0	0	0	0	12	0	1	3	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	926	139	68	18	20	54	60	22	33	269	13	35	44	33	27	48	19	24					
		12.65%	16.35%	12.06%	11.18%	10.75%	12.03%	9.65%	8.18%	19.08%	15.80%	10.48%	11.48%	11.52%	7.21%	12.44%	10.64%	11.73%	9.72%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1130	135	105	25	20	81	96	48	17	259	15	52	43	68	36	66	20	44					
		15.43%	15.88%	18.62%	15.53%	10.75%	18.04%	15.43%	17.84%	9.83%	15.21%	12.10%	17.05%	11.26%	14.85%	16.59%	14.63%	12.35%	17.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	8	3	0	1	6	5	4	0	22	2	2	5	4	2	9	1	2					
		1.04%	0.94%	0.53%	0.00%	0.54%	1.34%	0.80%	1.49%	0.00%	1.29%	1.61%	0.66%	1.31%	0.87%	0.92%	1.99%	0.62%	0.81%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1195	169	69	36	34	60	103	48	21	326	9	25	54	54	54	74	24	35					
		16.32%	19.88%	12.23%	22.36%	18.28%	13.36%	16.56%	17.84%	12.14%	19.14%	7.26%	8.20%	14.14%	11.79%	24.88%	16.41%	14.81%	14.17%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	22	11	3	5	6	4	5	0	39	3	4	2	1	1	8	5	5					
		1.69%	2.59%	1.95%	1.86%	2.69%	1.34%	0.64%	1.86%	0.00%	2.29%	2.42%	1.31%	0.52%	0.22%	0.46%	1.77%	3.09%	2.02%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3755	364	295	77	105	240	343	137	100	756	79	182	231	297	90	238	88	133					
		51.28%	42.82%	52.30%	47.83%	56.45%	53.45%	55.14%	50.93%	57.80%	44.39%	63.71%	59.67%	60.47%	64.85%	41.47%	52.77%	54.32%	53.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	4	5	0	0	2	3	3	0	9	1	0	0	1	1	3	0	0					
		0.44%	0.47%	0.89%	0.00%	0.00%	0.45%	0.48%	1.12%	0.00%	0.53%	0.81%	0.00%	0.00%	0.22%	0.46%	0.67%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
