Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Перемышльская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600					
1	"Число избирателей, внесенных в списки избирателей"	10420	605	180	356	1282	766	235	242	581	887	368	231	2725	179	434	566	478	305					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10000	550	175	325	1300	700	225	225	600	850	325	225	2655	145	400	550	475	275					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5704	345	133	109	778	518	94	109	329	454	206	110	1564	94	192	241	249	179					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1963	123	32	113	196	132	86	43	117	182	83	80	203	46	97	199	168	63					
6	Число погашенных избирательных бюллетеней	2333	82	10	103	326	50	45	73	154	214	36	35	888	5	111	110	58	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1963	123	32	113	196	132	86	43	117	182	83	80	203	46	97	199	168	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5698	345	133	109	778	518	94	109	329	454	206	110	1558	94	192	241	249	179					
9	Число недействительных избирательных бюллетеней	45	1	0	0	4	3	1	1	2	10	1	0	13	0	5	1	1	2					
10	Число действительных избирательных бюллетеней	7616	467	165	222	970	647	179	151	444	626	288	190	1748	140	284	439	416	240					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	285	14	13	9	41	27	4	10	40	23	8	3	41	10	10	14	14	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	266	10	13	9	41	27	4	10	40	18	6	3	40	10	7	10	14	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	2	2	4	10	6	2	0	7	13	7	5	15	3	7	4	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	19	4	0	0	0	0	0	0	0	5	2	0	1	0	3	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	274	10	6	11	46	23	3	5	2	30	16	7	68	3	10	14	13	7					
		3.58%	2.14%	3.64%	4.95%	4.72%	3.54%	1.67%	3.29%	0.45%	4.72%	5.54%	3.68%	3.86%	2.14%	3.46%	3.18%	3.12%	2.89%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	3	1	1	4	7	0	0	2	3	0	1	10	1	0	2	1	1					
		0.48%	0.64%	0.61%	0.45%	0.41%	1.08%	0.00%	0.00%	0.45%	0.47%	0.00%	0.53%	0.57%	0.71%	0.00%	0.45%	0.24%	0.41%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	587	47	11	9	89	35	11	8	20	52	23	12	198	11	16	20	16	9					
		7.66%	10.04%	6.67%	4.05%	9.14%	5.38%	6.11%	5.26%	4.48%	8.18%	7.96%	6.32%	11.24%	7.86%	5.54%	4.55%	3.84%	3.72%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	1	0	0	1	1	1	1	1	0	0	2	7	1	0	0	0	1					
		0.22%	0.21%	0.00%	0.00%	0.10%	0.15%	0.56%	0.66%	0.22%	0.00%	0.00%	1.05%	0.40%	0.71%	0.00%	0.00%	0.00%	0.41%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	0	0	2	1	0	0	3	1	1	0	3	2	0	2	0	0					
		0.20%	0.00%	0.00%	0.00%	0.21%	0.15%	0.00%	0.00%	0.67%	0.16%	0.35%	0.00%	0.17%	1.43%	0.00%	0.45%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	613	23	5	22	102	64	14	11	34	39	15	13	152	9	23	32	29	26					
		8.00%	4.91%	3.03%	9.91%	10.47%	9.85%	7.78%	7.24%	7.62%	6.13%	5.19%	6.84%	8.63%	6.43%	7.96%	7.27%	6.95%	10.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	393	20	13	6	54	32	7	4	16	22	11	13	129	5	12	15	14	20					
		5.13%	4.27%	7.88%	2.70%	5.54%	4.92%	3.89%	2.63%	3.59%	3.46%	3.81%	6.84%	7.33%	3.57%	4.15%	3.41%	3.36%	8.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	81	8	2	1	14	2	1	3	5	8	1	3	14	4	5	0	8	2					
		1.06%	1.71%	1.21%	0.45%	1.44%	0.31%	0.56%	1.97%	1.12%	1.26%	0.35%	1.58%	0.80%	2.86%	1.73%	0.00%	1.92%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5555	353	127	170	644	479	142	119	361	468	217	138	1157	103	216	353	335	173					
		72.51%	75.43%	76.97%	76.58%	66.12%	73.69%	78.89%	78.29%	80.94%	73.58%	75.09%	72.63%	65.70%	73.57%	74.74%	80.23%	80.34%	71.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	38	2	0	2	11	3	0	0	0	3	2	1	10	0	2	1	0	1					
		0.50%	0.43%	0.00%	0.90%	1.13%	0.46%	0.00%	0.00%	0.00%	0.47%	0.69%	0.53%	0.57%	0.00%	0.69%	0.23%	0.00%	0.41%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
