Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Район Восточное Дегунино																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №3050					
1	"Число избирателей, внесенных в списки"	59979	2589	2540	2761	2740	2566	2527	2634	2721	2636	2897	2960	2938	2929	2382	2931	2854	2624	2604	2687	2770	2791	2858	40					
2	"Число бюллетеней, полученных участковыми комиссиями"	54867	2400	2300	2500	2500	2300	2300	2400	2500	2500	2600	2700	2600	2700	2200	2600	2600	2400	2400	2500	2500	2600	2600	167					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33451	1518	1338	1569	1571	1357	1378	1471	1444	1367	1645	1627	1711	1710	1361	1617	1591	1509	1466	1477	1474	1511	1699	40					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	684	36	44	38	51	36	22	24	16	33	14	18	14	22	23	29	33	34	45	33	44	40	35	0					
6	Число погашенных бюллетеней	20732	846	918	893	878	907	900	905	1040	1100	941	1055	875	968	816	954	976	857	889	990	982	1049	866	127					
7	Число бюллетеней в переносных ящиках для голосования	684	36	44	38	51	36	22	24	16	33	14	18	14	22	23	29	33	34	45	33	44	40	35	0					
8	Число бюллетеней в стационарных ящиках для голосования	33350	1510	1338	1557	1571	1333	1375	1471	1423	1358	1643	1624	1711	1710	1354	1617	1589	1506	1463	1477	1470	1511	1699	40					
9	Число недействительных бюллетеней	422	16	20	20	26	21	13	24	20	29	16	26	11	21	19	20	29	19	17	21	8	14	12	0					
10	Число действительных бюллетеней	33612	1530	1362	1575	1596	1348	1384	1471	1419	1362	1641	1616	1714	1711	1358	1626	1593	1521	1491	1489	1506	1537	1722	40					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1671	70	70	70	70	70	70	70	70	111	70	70	70	70	70	70	70	70	70	70	70	100	130	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	686	40	19	42	36	12	33	40	37	30	38	21	28	39	18	35	31	30	32	30	27	32	36	0					
