Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Якшур-Бодьинская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328					
1	"Число избирателей, внесенных в списки избирателей"	17232	1379	1589	1232	713	991	182	446	383	1042	186	232	373	1711	154	494	670	1007	424	286	377	646	354	1317	226	157	231	125	305					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17000	1240	1600	1200	700	1000	180	450	400	1050	200	240	380	1700	150	480	670	980	430	280	380	650	350	1300	220	150	200	130	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11429	839	923	774	476	634	142	308	265	800	118	165	289	1097	107	355	428	662	286	213	287	470	214	913	126	117	177	49	195					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1006	52	43	37	27	64	10	26	26	75	35	24	33	94	30	32	89	23	49	9	17	28	15	26	12	6	21	30	73					
6	Число погашенных избирательных бюллетеней	4565	349	634	389	197	302	28	116	109	175	47	51	58	509	13	93	153	295	95	58	76	152	121	361	82	27	2	51	22					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1006	52	43	37	27	64	10	26	26	75	35	24	33	94	30	32	89	23	49	9	17	28	15	26	12	6	21	30	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11426	839	923	774	475	633	142	308	265	800	118	165	289	1097	107	355	428	662	286	213	286	470	214	913	126	117	177	49	195					
9	Число недействительных избирательных бюллетеней	155	6	10	10	8	13	0	1	7	7	2	0	0	12	0	4	17	9	6	1	7	0	2	23	1	0	2	1	6					
10	Число действительных избирательных бюллетеней	12277	885	956	801	494	684	152	333	284	868	151	189	322	1179	137	383	500	676	329	221	296	498	227	916	137	123	196	78	262					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	196	10	11	8	3	16	1	10	6	20	4	2	6	21	4	5	5	10	5	5	8	8	6	10	2	0	2	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	190	8	11	8	3	16	1	10	6	20	4	1	6	21	4	5	5	10	5	5	8	8	4	10	2	0	2	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	149	14	4	9	4	5	1	1	1	3	1	0	2	5	3	6	5	28	3	9	6	9	6	10	5	1	4	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	202	15	12	13	15	14	6	6	4	13	5	3	8	15	1	1	7	12	7	1	5	6	0	19	4	1	1	1	7					
		1.62%	1.68%	1.24%	1.60%	2.99%	2.01%	3.95%	1.80%	1.37%	1.49%	3.27%	1.59%	2.48%	1.26%	0.73%	0.26%	1.35%	1.75%	2.09%	0.45%	1.65%	1.20%	0.00%	2.02%	2.90%	0.81%	0.51%	1.27%	2.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	2	1	4	2	2	0	1	0	2	0	0	1	1	1	2	2	2	3	0	1	1	0	9	0	1	0	0	0					
