Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Донская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в списки избирателей"	50928	367	2366	1764	1094	2523	2552	72	1539	1189	2632	1308	1351	1696	985	1047	570	121	1065	737	1500	665	1801	2346	2461	2289	50	2067	310	885	1253	1298	1939	42	1722	448	1538	818	2518					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	39600	350	1900	1400	900	2000	2000	100	1200	1000	2000	1000	1000	1200	700	800	400	150	800	500	1200	500	1300	1700	2000	1800	50	1600	300	600	1000	1000	1400	50	1400	400	1300	600	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25304	183	1232	823	540	1279	1285	39	836	642	1356	727	717	774	472	425	265	79	556	320	794	240	876	1135	1196	1103	46	1019	139	418	761	710	913	42	965	215	754	301	1127					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2570	12	40	52	28	58	50	29	47	40	62	35	33	50	55	117	34	42	45	48	55	103	44	90	90	73	4	66	20	147	177	205	291	0	74	48	49	96	61					
6	Число погашенных избирательных бюллетеней	11726	155	628	525	332	663	665	32	317	318	582	238	250	376	173	258	101	29	199	132	351	157	380	475	714	624	0	515	141	35	62	85	196	8	361	137	497	203	812					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2570	12	40	52	28	58	50	29	47	40	62	35	33	50	55	117	34	42	45	48	55	103	44	90	90	73	4	66	20	147	177	205	291	0	74	48	49	96	61					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25300	183	1232	823	540	1277	1285	39	836	642	1356	727	717	773	472	425	265	79	556	320	794	240	876	1135	1195	1103	46	1019	139	418	761	710	913	42	965	215	754	301	1127					
9	Число недействительных избирательных бюллетеней	249	0	10	6	4	8	12	0	9	10	16	6	4	6	7	4	3	5	8	3	5	2	6	16	14	6	1	13	2	0	5	7	19	0	11	1	7	3	10					
10	Число действительных избирательных бюллетеней	27621	195	1262	869	564	1327	1323	68	874	672	1402	756	746	817	520	538	296	116	593	365	844	341	914	1209	1271	1170	49	1072	157	565	933	908	1185	42	1028	262	796	394	1178					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	609	5	29	17	18	30	32	0	18	19	27	23	12	17	6	10	8	0	15	5	17	5	25	25	28	26	0	20	5	10	15	31	27	0	21	5	21	7	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	604	5	29	17	18	30	30	0	18	19	26	23	12	17	6	10	8	0	15	5	17	5	25	25	26	26	0	20	5	10	15	31	27	0	21	5	21	7	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	486	7	33	9	14	14	16	13	36	17	16	7	10	38	19	9	7	16	3	5	8	4	8	6	14	7	20	6	4	7	10	26	23	3	11	6	4	14	16					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	1	5	3	2	10	11	0	3	5	5	4	2	1	2	1	2	0	1	1	2	1	2	1	1	0	0	2	0	0	1	1	0	0	2	0	2	1	6					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
