Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва															
Дата голосования: 04.12.2011															
															
Наименование Избирательной комиссии:    Новоземельская															
															
Сводная таблица результатов выборов															
															
		Сумма	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, внесенных в список избирателей"	2300	1018	608	367	16	5	6	218	62					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	2500	1045	700	400	20	10	10	250	65					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2250	968	608	367	16	5	6	218	62					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	50	50	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	200	27	92	33	4	5	4	32	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	50	50	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2250	968	608	367	16	5	6	218	62					
9	Число недействительных избирательных бюллетеней	5	0	5	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	2295	1018	603	367	16	5	6	218	62					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	25	10	5	5	0	0	0	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	25	10	5	5	0	0	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	25	10	0	15	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	75	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0					
															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	80	19	47	6	0	0	0	8	0					
		3.48%	1.87%	7.73%	1.63%	0.00%	0.00%	0.00%	3.67%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	367	205	123	15	3	0	0	9	12					
		15.96%	20.14%	20.23%	4.09%	18.75%	0.00%	0.00%	4.13%	19.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	2	5	1	0	0	0	3	0					
		0.48%	0.20%	0.82%	0.27%	0.00%	0.00%	0.00%	1.38%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	90	50	23	11	0	0	0	6	0					
		3.91%	4.91%	3.78%	2.99%	0.00%	0.00%	0.00%	2.75%	0.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	5	9	1	0	0	0	1	0					
		0.70%	0.49%	1.48%	0.27%	0.00%	0.00%	0.00%	0.46%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1727	737	393	333	13	5	6	190	50					
		75.09%	72.40%	64.64%	90.74%	81.25%	100.00%	100.00%	87.16%	80.65%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	4	0	3	0	0	0	0	1	0					
		0.17%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
