Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва															
Дата голосования: 02.12.2007															
															
Наименование Избирательной комиссии:    Новоземельская															
															
Сводная таблица результатов выборов															
															
		Сумма	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
1	"Число избирателей, внесенных в списки избирателей"	2652	1187	847	274	15	7	7	300	15					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	3394	1750	1000	300	15	7	7	300	15					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	2639	1174	847	274	15	7	7	300	15					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	13	13	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	742	563	153	26	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	13	13	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2639	1174	847	274	15	7	7	300	15					
9	Число недействительных избирательных бюллетеней	11	7	4	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	2641	1180	843	274	15	7	7	300	15					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	15	10	0	5	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	15	10	0	5	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	64	64	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	85	85	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0					
															
18	1.Политическая партия «Аграрная партия России»	23	6	10	3	0	0	0	4	0					
		0.87%	0.51%	1.18%	1.09%	0.00%	0.00%	0.00%	1.33%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	7	3	0	0	0	0	3	0					
		0.49%	0.59%	0.35%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	1	0	0	0	0	1	0					
		0.08%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	72	44	6	9	1	0	0	12	0					
		2.71%	3.71%	0.71%	3.28%	6.67%	0.00%	0.00%	4.00%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	4	3	0	0	0	0	0	1	0					
		0.15%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	334	138	114	44	0	0	0	38	0					
		12.59%	11.63%	13.46%	16.06%	0.00%	0.00%	0.00%	12.67%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	61	38	13	2	0	0	0	8	0					
		2.30%	3.20%	1.53%	0.73%	0.00%	0.00%	0.00%	2.67%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	17	6	7	2	0	0	0	1	1					
		0.64%	0.51%	0.83%	0.73%	0.00%	0.00%	0.00%	0.33%	6.67%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2104	930	687	214	14	7	7	231	14					
		79.34%	78.35%	81.11%	78.10%	93.33%	10.00%	10.00%	77.00%	93.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	11	8	2	0	0	0	0	1	0					
		0.41%	0.67%	0.24%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%					
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
