Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Гурьевская - 97																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	45478	2253	2661	1704	1538	3073	1904	780	574	575	1216	486	760	809	748	1018	1235	1079	2539	2771	1884	2226	1969	998	2079	1217	1000	1782	1513	833	1336	286	632									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44000	2200	2600	1600	1500	2750	1850	800	580	590	1200	450	750	800	750	930	1190	1050	2450	2700	1850	2150	1920	980	2000	1150	980	1660	1500	830	1350	290	600									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	20929	867	923	654	532	1081	698	243	273	278	724	208	273	354	296	413	435	549	864	1030	960	1304	981	818	1173	878	453	1124	1105	338	624	206	270									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	521	16	9	14	7	22	17	49	8	11	19	8	9	7	4	7	2	13	13	13	13	16	18	8	41	16	81	6	12	14	33	12	3									
6	Число погашенных избирательных бюллетеней	22550	1317	1668	932	961	1647	1135	508	299	301	457	234	468	439	450	510	753	488	1573	1657	877	830	921	154	786	256	446	530	383	478	693	72	327									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	521	16	9	14	7	22	17	49	8	11	19	8	9	7	4	7	2	13	13	13	13	16	18	8	41	16	81	6	12	14	33	12	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	20817	851	923	653	532	1081	678	243	273	278	702	208	273	354	296	413	435	549	864	1017	948	1304	981	818	1173	852	453	1124	1103	338	624	206	270									
9	Число недействительных избирательных бюллетеней	490	28	29	14	7	14	25	10	6	16	19	4	6	61	5	6	5	12	18	21	5	11	10	6	25	25	8	10	28	21	18	7	10									
10	Число действительных избирательных бюллетеней	20848	839	903	653	532	1089	670	282	275	273	702	212	276	300	295	414	432	550	859	1009	956	1309	989	820	1189	843	526	1120	1087	331	639	211	263									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	391	20	10	20	10	20	10	10	10	10	10	10	10	18	10	20	10	10	20	20	10	10	10	10	10	10	13	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	247	17	9	18	9	14	8	2	3	7	9	10	3	11	6	10	4	3	12	18	8	8	2	6	2	3	10	10	3	0	7	10	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	15	4	6	23	29	4	2	2	2	7	3	1	0	1	8	12	1	3	12	3	5	1	3	1	8	5	6	1	4	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	144	3	1	2	1	6	2	8	7	3	1	0	7	7	4	10	6	7	8	2	2	2	8	4	8	7	3	0	7	10	3	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	4	5	5	3	8	2	2	1	1	2	0	1	0	1	3	3	0	7	7	6	7	7	0	2	1	3	6	1	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	380	13	10	9	13	28	15	0	2	2	7	3	8	5	4	14	9	5	12	21	11	17	23	15	16	8	10	58	23	6	7	2	4									
		1.78%	1.50%	1.07%	1.35%	2.41%	2.54%	2.16%	0.00%	0.71%	0.69%	0.97%	1.39%	2.84%	1.39%	1.33%	3.33%	2.06%	0.89%	1.37%	2.04%	1.14%	1.29%	2.30%	1.82%	1.32%	0.92%	1.87%	5.13%	2.06%	1.70%	1.07%	0.92%	1.47%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	511	39	23	17	21	33	19	6	6	14	15	8	9	8	10	11	14	10	14	11	20	22	9	7	21	9	7	62	19	11	19	13	4									
		2.39%	4.50%	2.47%	2.55%	3.90%	2.99%	2.73%	2.05%	2.14%	4.84%	2.08%	3.70%	3.19%	2.22%	3.33%	2.62%	3.20%	1.78%	1.60%	1.07%	2.08%	1.67%	0.90%	0.85%	1.73%	1.04%	1.31%	5.49%	1.70%	3.13%	2.89%	5.96%	1.47%									
