Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Полярнинская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
1	"Число избирателей, внесенных в список"	15815	2636	1115	779	2062	1667	1324	609	1220	647	1282	2212	94	168					
2	Число полученных избирательных бюллетеней	14705	2400	1000	700	2000	1500	1300	500	1100	600	1157	2100	100	248					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9710	1657	660	483	1249	1192	896	290	692	385	855	1238	79	34					
5	"Число избирательных бюллетеней, выданных вне помещения"	220	9	11	7	10	2	1	2	7	5	13	20	0	133					
6	Число погашенных избирательных бюллетеней	4775	734	329	210	741	306	403	208	401	210	289	842	21	81					
7	Число избирательных бюллетеней в переносных ящиках	220	9	11	7	10	2	1	2	7	5	13	20	0	133					
8	Число бюллетеней в стационарных ящиках для голосования	9704	1654	660	483	1248	1192	895	290	691	385	855	1238	79	34					
9	Число недействительных избирательных бюллетеней	42	0	9	6	1	7	2	4	3	3	5	1	0	1					
10	Число действительных избирательных бюллетеней	9882	1663	662	484	1257	1187	894	288	695	387	863	1257	79	166					
11	Число полученных открепительных  удостоверений	454	75	24	23	75	54	24	23	24	23	24	75	10	0					
12	Число выданных открепительных удостоверений	190	29	13	10	26	43	9	2	15	4	17	14	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	242	21	2	7	24	15	6	1	3	0	23	5	3	132					
14	Число неиспользованных открепительных удостоверений	264	46	11	13	49	11	15	21	9	19	7	61	2	0					
15	"Число открепительных удостоверений, выданных в ТИК"	26	2	1	0	4	2	3	0	8	0	2	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	271	42	12	15	42	29	16	10	21	8	19	52	1	4					
		2.73%	2.53%	1.79%	3.06%	3.34%	2.43%	1.79%	3.42%	3.01%	2.05%	2.19%	4.13%	1.27%	2.40%					
19	. Малышкин Олег Александрович	292	32	17	10	47	42	21	9	17	14	38	37	1	7					
		2.94%	1.92%	2.53%	2.04%	3.74%	3.52%	2.34%	3.08%	2.44%	3.59%	4.38%	2.94%	1.27%	4.19%					
20	. Миронов Сергей Михайлович	87	16	11	6	13	8	5	2	7	3	5	9	0	2					
		0.88%	0.96%	1.64%	1.22%	1.03%	0.67%	0.56%	0.68%	1.00%	0.77%	0.58%	0.72%	0.00%	1.20%					
21	. Путин Владимир Владимирович	8070	1377	552	389	1005	1007	726	225	554	323	707	991	71	143					
		81.32%	82.80%	82.27%	79.39%	79.89%	84.34%	81.03%	77.05%	79.37%	82.82%	81.45%	78.78%	89.87%	85.63%					
22	. Хакамада Ирина Муцуовна	278	52	15	12	27	28	29	10	27	10	23	43	0	2					
		2.80%	3.13%	2.24%	2.45%	2.15%	2.35%	3.24%	3.42%	3.87%	2.56%	2.65%	3.42%	0.00%	1.20%					
23	. Харитонов Николай Михайлович	503	73	38	32	63	42	52	18	43	22	40	70	6	4					
		5.07%	4.39%	5.66%	6.53%	5.01%	3.52%	5.80%	6.16%	6.16%	5.64%	4.61%	5.56%	7.59%	2.40%					
																				
24	Против всех	381	71	17	20	60	31	45	14	26	7	31	55	0	4					
		3.84%	4.27%	2.53%	4.08%	4.77%	2.60%	5.02%	4.79%	3.72%	1.79%	3.57%	4.37%	0.00%	2.40%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
