Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    район Зюзино																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №3256	УИК №3257					
1	"Число избирателей, внесенных в списки избирателей"	73597	2381	2246	2090	2144	2360	2356	2574	2644	2423	2562	2234	2611	2667	2111	2562	2636	2684	2214	2368	2787	2630	2032	2114	2132	1718	2632	2537	2608	2831	2523	1030	156					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	58060	1900	1800	1650	1700	1850	1850	2000	2100	1950	2000	1800	2050	1950	1650	2000	2050	2100	1750	1800	2150	2000	1600	1650	1700	1350	2050	1950	2000	2200	2000	1300	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36039	1112	1084	999	1049	1103	1210	1198	1326	1107	1200	1116	1211	1247	988	1295	1265	1228	1102	1213	1475	1260	886	1003	1058	857	1275	1198	1244	1343	1201	1030	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1214	26	44	41	41	35	40	44	44	48	47	42	63	125	27	13	29	47	34	32	30	47	24	29	38	32	29	61	36	39	27	0	0					
6	Число погашенных избирательных бюллетеней	20807	762	672	610	610	712	600	758	730	795	753	642	776	578	635	692	756	825	614	555	645	693	690	618	604	461	746	691	720	818	772	270	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1214	26	44	41	41	35	40	44	44	48	47	42	63	125	27	13	29	47	34	32	30	47	24	29	38	32	29	61	36	39	27	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35874	1110	1084	998	1044	1099	1210	1193	1326	1102	1153	1103	1211	1241	987	1291	1236	1228	1099	1210	1469	1255	884	1000	1058	853	1271	1193	1237	1342	1201	1030	156					
9	Число недействительных избирательных бюллетеней	562	22	24	19	21	15	12	18	14	18	14	11	14	18	8	18	17	19	33	22	28	17	11	16	19	19	23	18	13	19	19	22	1					
10	Число действительных избирательных бюллетеней	36526	1114	1104	1020	1064	1119	1238	1219	1356	1132	1186	1134	1260	1348	1006	1286	1248	1256	1100	1220	1471	1285	897	1013	1077	866	1277	1236	1260	1362	1209	1008	155					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1570	50	50	50	50	50	50	50	50	50	50	50	60	50	50	50	50	70	50	50	60	50	50	50	50	50	50	50	50	70	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1185	33	43	46	37	32	36	48	44	44	39	45	51	31	30	37	40	51	32	28	54	37	34	27	38	32	43	25	41	58	49	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	908	23	10	16	14	43	20	19	33	13	28	22	27	34	42	20	21	20	40	17	18	73	14	18	12	24	35	45	55	37	22	40	53					
14	Число погашенных неиспользованных открепительных удостоверений	385	17	7	4	13	18	14	2	6	6	11	5	9	19	20	13	10	19	18	22	6	13	16	23	12	18	7	25	9	12	11	0	0					
