Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    район Зюзино																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №3348	УИК №3349					
1	"Число избирателей, внесенных в список избирателей"	73360	2346	2137	2012	2210	2282	2514	2446	2636	2419	2502	2159	2596	2591	2294	2573	2644	2643	2185	2296	2706	2618	1990	2033	2037	2001	2570	2393	2783	2770	2349	1500	125					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	64810	2100	1900	1800	1900	2000	2200	2200	2300	2100	2200	1900	2300	2100	2000	2300	2300	2300	1900	2000	2400	2300	1800	1800	1800	1800	2300	2200	2500	2500	2000	1500	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	41615	1200	1149	1200	1561	1498	1892	1450	1327	1089	1249	1011	1158	1749	1519	1314	1529	1125	1192	1185	1384	1577	815	1011	1299	947	1789	1137	1595	1663	1391	1500	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1703	26	52	39	64	55	120	50	31	33	44	41	55	195	34	81	40	26	21	24	44	68	28	128	110	37	9	73	27	84	64	0	0					
6	Число погашенных избирательных бюллетеней	21492	874	699	561	275	447	188	700	942	978	907	848	1087	156	447	905	731	1149	687	791	972	655	957	661	391	816	502	990	878	753	545	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1703	26	52	39	64	55	120	50	31	33	44	41	55	195	34	81	40	26	21	24	44	68	28	128	110	37	9	73	27	84	64	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41272	1174	1125	1200	1529	1366	1892	1450	1327	1085	1249	1010	1158	1743	1519	1314	1529	1120	1147	1181	1384	1575	815	1008	1299	947	1757	1137	1568	1663	1391	1500	110					
9	Число недействительных избирательных бюллетеней	671	22	31	18	25	22	25	21	37	16	15	20	58	3	18	19	17	11	29	17	25	19	22	8	10	18	28	9	24	31	24	28	1					
10	Число действительных избирательных бюллетеней	42304	1178	1146	1221	1568	1399	1987	1479	1321	1102	1278	1031	1155	1935	1535	1376	1552	1135	1139	1188	1403	1624	821	1128	1399	966	1738	1201	1571	1716	1431	1472	109					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1400	50	50	50	60	50	50	50	60	50	50	50	50	50	30	50	50	50	30	50	50	40	30	50	30	30	40	50	60	50	40	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1187	38	41	46	51	33	41	46	59	41	37	44	45	39	28	37	46	43	27	37	49	37	28	30	30	28	33	41	51	47	34	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1287	26	19	16	38	43	36	24	23	15	24	22	20	29	61	19	33	16	46	61	26	30	15	19	21	32	52	14	46	33	29	348	51					
14	Число погашенных неиспользованных открепительных удостоверений	213	12	9	4	9	17	9	4	1	9	13	6	5	11	2	13	4	7	3	13	1	3	2	20	0	2	7	9	9	3	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	1	4	3	2	7	2	8	3	0	1	2	4	3	1	3	2	3	0	2	1	2	2	1	1	1	4	1	1	3	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6156	212	222	145	178	198	202	196	182	204	209	216	226	211	126	203	152	247	182	239	267	277	173	149	177	165	222	102	241	258	225	140	10					
		14.32%	17.67%	18.86%	11.70%	11.17%	13.93%	10.04%	13.07%	13.40%	18.25%	16.16%	20.55%	18.63%	10.89%	8.11%	14.55%	9.69%	21.55%	15.58%	19.83%	18.70%	16.86%	20.52%	13.12%	12.56%	16.77%	12.57%	8.43%	15.11%	14.77%	15.46%	9.33%	9.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4231	153	101	117	146	120	152	129	141	156	110	102	160	172	100	229	119	132	121	135	179	207	116	109	122	108	147	49	169	148	143	123	16					
		9.85%	12.75%	8.58%	9.44%	9.17%	8.44%	7.55%	8.60%	10.38%	13.95%	8.51%	9.71%	13.19%	8.88%	6.44%	16.42%	7.58%	11.52%	10.36%	11.20%	12.54%	12.60%	13.76%	9.60%	8.66%	10.98%	8.32%	4.05%	10.60%	8.47%	9.83%	8.20%	14.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	584	23	18	26	16	19	19	23	14	18	13	15	21	18	8	18	21	24	12	18	20	27	15	3	38	17	17	12	20	22	17	30	2					
		1.36%	1.92%	1.53%	2.10%	1.00%	1.34%	0.94%	1.53%	1.03%	1.61%	1.01%	1.43%	1.73%	0.93%	0.52%	1.29%	1.34%	2.09%	1.03%	1.49%	1.40%	1.64%	1.78%	0.26%	2.70%	1.73%	0.96%	0.99%	1.25%	1.26%	1.17%	2.00%	1.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8237	230	245	216	243	259	193	268	308	243	297	302	300	323	165	274	217	285	284	334	371	378	224	92	257	231	286	313	325	364	298	96	16					
		19.17%	19.17%	20.82%	17.43%	15.25%	18.23%	9.59%	17.87%	22.68%	21.74%	22.97%	28.73%	24.73%	16.67%	10.62%	19.64%	13.83%	24.87%	24.32%	27.72%	25.98%	23.01%	26.57%	8.10%	18.24%	23.48%	16.19%	25.87%	20.38%	20.84%	20.48%	6.40%	14.55%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4504	147	158	130	174	154	103	121	207	142	219	194	151	98	118	115	101	165	211	165	215	203	101	58	100	111	230	52	179	196	138	43	5					
		10.48%	12.25%	13.42%	10.49%	10.92%	10.84%	5.12%	8.07%	15.24%	12.70%	16.94%	18.46%	12.45%	5.06%	7.60%	8.24%	6.44%	14.40%	18.07%	13.69%	15.06%	12.36%	11.98%	5.11%	7.10%	11.28%	13.02%	4.30%	11.22%	11.22%	9.48%	2.87%	4.55%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18235	404	388	579	804	640	1308	739	459	331	418	189	289	1085	1008	530	926	273	314	290	334	520	178	711	695	324	820	664	622	710	601	1025	57					
		42.43%	33.67%	32.97%	46.73%	50.47%	45.04%	65.01%	49.27%	33.80%	29.61%	32.33%	17.98%	23.83%	55.99%	64.91%	37.99%	59.02%	23.82%	26.88%	24.07%	23.39%	31.65%	21.12%	62.59%	49.33%	32.93%	46.43%	54.88%	38.99%	40.64%	41.31%	68.33%	51.82%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	357	9	14	8	7	9	10	3	10	8	12	13	8	28	10	7	16	9	15	7	17	12	14	6	10	10	16	9	15	18	9	15	3					
		0.83%	0.75%	1.19%	0.65%	0.44%	0.63%	0.50%	0.20%	0.74%	0.72%	0.93%	1.24%	0.66%	1.44%	0.64%	0.50%	1.02%	0.79%	1.28%	0.58%	1.19%	0.73%	1.66%	0.53%	0.71%	1.02%	0.91%	0.74%	0.94%	1.03%	0.62%	1.00%	2.73%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
