Выборы Президента Российской Федерации																																																									
Дата голосования: 02.03.2008																																																									
																																																									
Наименование Избирательной комиссии:    Белозерская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
	Число участковых избирательных комиссий	50																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																							
																																																									
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255					
1	"Число избирателей, включенных в списки избирателей"	15051	227	93	1177	1077	1238	133	709	289	753	382	106	572	138	244	47	238	304	103	349	92	112	398	101	159	247	63	118	94	532	72	134	88	527	184	129	219	175	127	305	385	75	184	93	646	140	311	355	46	311	450					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14850	250	100	1100	1000	1150	130	700	270	700	400	100	600	140	250	50	230	300	100	370	90	100	400	100	160	230	60	120	100	550	70	150	100	550	180	130	220	180	130	300	400	70	180	100	650	140	300	350	50	300	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	9457	185	67	717	602	632	102	393	167	410	183	67	325	87	177	42	148	177	74	212	65	71	291	76	96	155	48	88	73	347	49	86	81	337	117	89	171	115	87	229	285	60	122	59	396	91	210	236	39	223	298					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1610	19	20	51	118	73	11	49	21	112	79	11	76	18	30	4	41	59	20	56	13	26	33	6	25	25	10	9	13	51	13	17	5	74	32	17	14	13	20	31	40	1	20	16	45	11	51	28	1	33	49					
6	Число погашенных избирательных бюллетеней	3783	46	13	332	280	445	17	258	82	178	138	22	199	35	43	4	41	64	6	102	12	3	76	18	39	50	2	23	14	152	8	47	14	139	31	24	35	52	23	40	75	9	38	25	209	38	39	86	10	44	103					
