Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Белозерская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255					
1	"Число избирателей, внесенных в список"	15497	254	123	1186	1077	1193	168	703	298	733	382	116	546	119	251	81	245	275	110	432	103	133	430	106	166	241	68	126	110	516	79	150	100	509	209	132	255	172	146	301	377	95	185	116	668	146	326	360	81	340	459					
2	Число полученных избирательных бюллетеней	15429	270	131	1000	1000	1000	178	700	300	700	400	127	570	127	264	91	250	280	113	450	102	139	430	107	181	250	72	132	119	530	82	165	105	530	210	132	260	175	166	320	400	96	194	115	690	146	335	370	95	350	480					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9554	196	83	608	511	584	131	368	197	396	221	88	323	89	187	69	149	156	70	226	75	98	293	87	119	143	47	97	93	342	65	117	78	327	121	98	195	120	96	211	202	69	101	82	412	97	242	247	60	261	307					
5	"Число избирательных бюллетеней, выданных вне помещения"	1457	24	13	49	84	63	0	41	31	74	44	7	60	9	21	5	48	60	36	78	13	7	20	9	17	31	7	15	14	38	0	7	14	48	34	20	21	11	21	35	98	1	31	5	44	12	41	36	6	15	39					
6	Число погашенных избирательных бюллетеней	4418	50	35	343	405	353	47	291	72	230	135	32	187	29	56	17	53	64	7	146	14	34	117	11	45	76	18	20	12	150	17	41	13	155	55	14	44	44	49	74	100	26	62	28	234	37	52	87	29	74	134					
7	Число избирательных бюллетеней в переносных ящиках	1457	24	13	49	84	63	0	41	31	74	44	7	60	9	21	5	48	60	36	78	13	7	20	9	17	31	7	15	14	38	0	7	14	48	34	20	21	11	21	35	98	1	31	5	44	12	41	36	6	15	39					
8	Число бюллетеней в стационарных ящиках для голосования	9554	196	83	608	511	584	131	368	197	396	221	88	323	89	187	69	149	156	70	226	75	98	293	87	119	143	47	97	93	342	65	117	78	327	121	98	195	120	96	211	202	69	101	82	412	97	242	247	60	261	307					
9	Число недействительных избирательных бюллетеней	85	1	3	8	4	7	0	1	2	1	2	0	7	0	9	1	3	1	0	0	0	0	3	0	1	1	1	2	0	4	1	1	0	1	0	0	2	0	1	0	1	0	0	0	5	1	2	5	0	0	3					
10	Число действительных избирательных бюллетеней	10926	219	93	649	591	640	131	408	226	469	263	95	376	98	199	73	194	215	106	304	88	105	310	96	135	173	53	110	107	376	64	123	92	374	155	118	214	131	116	246	299	70	132	87	451	108	281	278	66	276	343					
