Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Рязанская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533					
1	"Число избирателей, внесенных в список"	43894	451	120	550	755	860	627	121	327	496	144	579	996	202	1482	574	1352	573	244	864	2306	760	391	1769	826	516	1642	1957	1097	140	582	332	572	796	1803	2101	554	2741	2606	1612	754	859	503	475	416	696	1762	847	747	322	93					
2	Число полученных избирательных бюллетеней	43626	429	120	545	761	830	607	113	294	506	140	570	1000	189	1497	570	1330	580	250	871	2322	720	381	1737	827	519	1627	1928	1069	147	579	329	575	805	1790	2106	555	2750	2605	1615	745	870	494	475	410	710	1760	840	730	319	85					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22936	272	99	289	410	518	355	31	163	292	65	287	451	93	804	340	634	233	147	377	1289	396	248	1038	546	284	711	902	445	80	325	204	363	382	1157	1164	354	1499	1108	838	247	426	266	181	242	307	937	488	458	149	42					
5	"Число избирательных бюллетеней, выданных вне помещения"	1969	40	4	0	10	25	37	54	52	37	43	38	131	57	24	28	25	38	4	15	36	43	16	43	15	41	104	39	70	10	43	25	28	68	28	61	16	8	33	53	27	74	55	71	2	119	53	47	28	37	14					
6	Число погашенных избирательных бюллетеней	18721	117	17	256	341	287	215	28	79	177	32	245	418	39	669	202	671	309	99	479	997	281	117	656	266	194	812	987	554	57	211	100	184	355	605	881	185	1243	1464	724	471	370	173	223	166	284	770	305	244	133	29					
7	Число избирательных бюллетеней в переносных ящиках	1969	40	4	0	10	25	37	54	52	37	43	38	131	57	24	28	25	38	4	15	36	43	16	43	15	41	104	39	70	10	43	25	28	68	28	61	16	8	33	53	27	74	55	71	2	119	53	47	28	37	14					
8	Число бюллетеней в стационарных ящиках для голосования	22926	272	99	289	410	518	355	31	163	292	65	287	450	93	804	340	634	233	147	377	1289	396	248	1038	546	284	711	902	445	80	325	204	363	382	1157	1163	354	1492	1108	838	247	426	266	181	242	307	937	487	458	149	42					
9	Число недействительных избирательных бюллетеней	375	9	2	11	10	17	0	0	1	3	0	5	4	5	18	1	15	2	4	17	14	5	4	15	11	5	5	6	11	2	8	6	3	6	17	26	7	8	9	8	8	10	7	1	8	4	25	2	10	0	0					
10	Число действительных избирательных бюллетеней	24520	303	101	278	410	526	392	85	214	326	108	320	577	145	810	367	644	269	147	375	1311	434	260	1066	550	320	810	935	504	88	360	223	388	444	1168	1198	363	1492	1132	883	266	490	314	251	236	422	965	532	476	186	56					
