Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Базарно-Карабулакская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23983	1504	1565	1571	1501	1529	636	554	683	471	731	567	720	866	1475	1525	286	1314	327	243	413	357	1362	228	757	307	370	170	509	489	953									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25307	1611	1579	1565	1556	1542	674	559	718	498	793	572	722	910	1500	1557	374	1728	388	286	428	377	1399	257	823	316	390	175	510	510	990									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17774	1190	1168	1204	1165	1245	448	347	504	371	617	358	400	560	1022	999	222	1137	258	187	304	263	1081	190	483	202	276	121	424	343	685									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2551	79	100	84	83	52	77	85	45	26	55	115	71	214	146	234	64	177	69	56	78	49	43	21	125	57	24	15	42	100	165									
6	Число погашенных избирательных бюллетеней	4982	342	311	277	308	245	149	127	169	101	121	99	251	136	332	324	88	414	61	43	46	65	275	46	215	57	90	39	44	67	140									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2551	79	100	84	83	52	77	85	45	26	55	115	71	214	146	234	64	177	69	56	78	49	43	21	125	57	24	15	42	100	165									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17769	1190	1168	1204	1165	1245	448	343	504	371	617	358	400	560	1022	999	222	1137	258	187	304	263	1081	190	483	202	276	121	423	343	685									
9	Число недействительных избирательных бюллетеней	154	9	14	12	15	3	0	7	0	0	0	3	5	12	4	11	1	26	0	0	0	0	0	0	0	0	0	0	0	13	19									
10	Число действительных избирательных бюллетеней	20166	1260	1254	1276	1233	1294	525	421	549	397	672	470	466	762	1164	1222	285	1288	327	243	382	312	1124	211	608	259	300	136	465	430	831									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	909	95	28	40	90	35	30	15	25	20	30	30	61	15	30	30	10	80	15	10	20	15	45	20	50	10	10	5	10	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	907	95	28	40	90	35	30	15	25	20	30	30	61	15	30	30	8	80	15	10	20	15	45	20	50	10	10	5	10	15	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	3	1	7	4	1	8	4	4	4	7	3	2	1	2	1	8	0	3	3	2	4	1	1	2	2	1	1	1	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	5	3	4	3	1	0	0	0	0	0	0	0	0	1	2	2	4	0	0	0	0	0	0	2	1	1	0	0	1	0									
