Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Шимановская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773					
1	"Число избирателей, внесенных в списки избирателей"	5312	102	102	131	211	815	322	496	395	508	92	472	222	69	188	128	268	49	432	310					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5650	111	108	133	218	837	323	540	434	520	96	496	235	82	213	141	275	51	487	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	194	0	0	0	0	0	0	63	0	0	0	34	0	0	25	0	0	0	72	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4035	96	101	117	152	551	267	332	331	370	82	345	184	64	141	101	245	47	274	235					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	699	0	1	13	48	203	55	54	28	53	1	62	24	5	16	19	0	1	61	55					
6	Число погашенных избирательных бюллетеней	722	15	6	3	18	83	1	91	75	97	13	55	27	13	31	21	30	3	80	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	893	0	1	13	48	203	55	117	28	53	1	96	24	5	41	19	0	1	133	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4035	96	101	117	152	551	267	332	331	370	82	345	184	64	141	101	245	47	274	235					
9	Число недействительных избирательных бюллетеней	92	0	2	1	8	0	4	7	2	5	0	16	26	0	8	8	0	0	2	3					
10	Число действительных избирательных бюллетеней	4836	96	100	129	192	754	318	442	357	418	83	425	182	69	174	112	245	48	405	287					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	180	13	1	3	11	10	1	6	27	11	4	13	12	16	10	10	4	1	7	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	171	13	1	3	11	10	0	6	27	10	2	13	12	16	10	10	0	0	7	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	82	6	2	4	4	7	2	4	7	3	1	4	7	7	7	1	2	0	5	9					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	4	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	0	0	0	0	0	0	2	17	2	0	1	3	2	14	0	0	0	1	21					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	65	2	0	1	2	10	2	6	9	2	5	3	3	0	1	1	4	0	8	6					
		1.32%	2.08%	0.00%	0.77%	1.00%	1.33%	0.62%	1.34%	2.51%	0.47%	6.02%	0.68%	1.44%	0.00%	0.55%	0.83%	1.63%	0.00%	1.97%	2.07%					
19	2.Всероссийская политическая партия «Гражданская Сила»	6	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0					
		0.12%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.22%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	277	4	7	5	17	37	2	31	24	37	5	38	9	3	9	10	18	6	9	6					
		5.62%	4.17%	6.86%	3.85%	8.50%	4.91%	0.62%	6.90%	6.69%	8.75%	6.02%	8.62%	4.33%	4.35%	4.95%	8.33%	7.35%	12.50%	2.21%	2.07%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	0	0	0	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	3					
		0.24%	0.00%	0.00%	0.00%	0.00%	0.53%	0.62%	0.45%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%					
23	6.Политическая партия «Партия социальной справедливости»	4	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
		0.08%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	277	1	2	6	12	51	8	48	18	42	3	11	8	7	2	5	8	2	31	12					
		5.62%	1.04%	1.96%	4.62%	6.00%	6.76%	2.48%	10.69%	5.01%	9.93%	3.61%	2.49%	3.85%	10.14%	1.10%	4.17%	3.27%	4.17%	7.62%	4.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	111	2	0	1	10	16	1	13	8	9	0	7	13	3	2	2	8	1	6	9					
		2.25%	2.08%	0.00%	0.77%	5.00%	2.12%	0.31%	2.90%	2.23%	2.13%	0.00%	1.59%	6.25%	4.35%	1.10%	1.67%	3.27%	2.08%	1.47%	3.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	1	0	1	0	7	1	4	3	3	0	2	0	0	0	0	4	0	0	5					
		0.63%	1.04%	0.00%	0.77%	0.00%	0.93%	0.31%	0.89%	0.84%	0.71%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.00%	1.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4036	84	89	115	151	625	301	335	290	325	70	362	149	55	160	94	199	39	347	246					
		81.90%	87.50%	87.25%	88.46%	75.50%	82.89%	93.48%	74.61%	80.78%	76.83%	84.34%	82.09%	71.63%	79.71%	87.91%	78.33%	81.22%	81.25%	85.26%	84.83%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	1	0	0	0	4	0	0	2	0	0	2	0	0	0	0	3	0	3	0					
		0.30%	1.04%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.56%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.74%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
