Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Кировская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
1	"Число избирателей, внесенных в список"	15289	1279	911	836	1518	1659	1707	1704	651	1377	1363	1237	734	313					
2	Число полученных избирательных бюллетеней	14664	1265	850	760	1350	1560	1675	1700	645	1240	1330	1240	734	315					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13799	1115	731	726	1313	1487	1572	1647	621	1169	1307	1179	627	305					
5	"Число избирательных бюллетеней, выданных вне помещения"	500	138	50	31	0	68	68	53	20	16	14	8	26	8					
6	Число погашенных избирательных бюллетеней	365	12	69	3	37	5	35	0	4	55	9	53	81	2					
7	Число избирательных бюллетеней в переносных ящиках	500	138	50	31	0	68	68	53	20	16	14	8	26	8					
8	Число бюллетеней в стационарных ящиках для голосования	13799	1115	731	726	1313	1487	1572	1647	621	1169	1307	1179	627	305					
9	Число недействительных избирательных бюллетеней	45	0	6	3	19	0	0	0	0	4	0	2	0	11					
10	Число действительных избирательных бюллетеней	14254	1253	775	754	1294	1555	1640	1700	641	1181	1321	1185	653	302					
11	Число полученных открепительных  удостоверений	130	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	26	3	1	2	2	3	3	2	0	5	0	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	3	0	0	1	0	2	0	0	2	3	1	0	0					
14	Число неиспользованных открепительных удостоверений	104	7	9	8	8	7	7	8	10	5	10	7	8	10					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	15	0	0	2	3	0	2	0	0	3	0	3	0	2					
		0.10%	0.00%	0.00%	0.26%	0.23%	0.00%	0.12%	0.00%	0.00%	0.25%	0.00%	0.25%	0.00%	0.64%					
19	. Малышкин Олег Александрович	4	0	0	0	1	0	1	0	0	2	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.08%	0.00%	0.06%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	8	0	0	1	1	0	0	0	0	1	2	3	0	0					
		0.06%	0.00%	0.00%	0.13%	0.08%	0.00%	0.00%	0.00%	0.00%	0.08%	0.15%	0.25%	0.00%	0.00%					
21	. Путин Владимир Владимирович	13828	1250	730	735	1191	1555	1602	1698	638	1163	1301	1139	548	278					
		96.71%	99.76%	93.47%	97.09%	90.71%	100.00%	97.68%	99.88%	99.53%	98.14%	98.49%	95.96%	83.92%	88.82%					
22	. Хакамада Ирина Муцуовна	13	0	4	0	3	0	1	0	0	0	0	3	0	2					
		0.09%	0.00%	0.51%	0.00%	0.23%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.64%					
23	. Харитонов Николай Михайлович	369	3	37	14	95	0	32	2	3	11	18	35	105	14					
		2.58%	0.24%	4.74%	1.85%	7.24%	0.00%	1.95%	0.12%	0.47%	0.93%	1.36%	2.95%	16.08%	4.47%					
																				
24	Против всех	17	0	4	2	0	0	2	0	0	1	0	2	0	6					
		0.12%	0.00%	0.51%	0.26%	0.00%	0.00%	0.12%	0.00%	0.00%	0.08%	0.00%	0.17%	0.00%	1.92%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
