Выборы Президента Российской Федерации																																																																			
Дата голосования: 04.03.2012																																																																			
																																																																			
Наименование Избирательной комиссии:    Янаульская																																																																			
																																																																			
Сводная таблица итогов голосования																																																																			
																																																																			
	Число участковых избирательных комиссий	56																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	56																																																																	
																																																																			
		Сумма	УИК №3454	УИК №3455	УИК №3456	УИК №3457	УИК №3458	УИК №3459	УИК №3460	УИК №3461	УИК №3462	УИК №3463	УИК №3464	УИК №3465	УИК №3466	УИК №3467	УИК №3468	УИК №3469	УИК №3470	УИК №3471	УИК №3472	УИК №3473	УИК №3474	УИК №3475	УИК №3476	УИК №3477	УИК №3478	УИК №3479	УИК №3480	УИК №3481	УИК №3482	УИК №3483	УИК №3484	УИК №3485	УИК №3486	УИК №3487	УИК №3488	УИК №3489	УИК №3490	УИК №3491	УИК №3492	УИК №3493	УИК №3494	УИК №3495	УИК №3496	УИК №3497	УИК №3498	УИК №3499	УИК №3500	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509									
1	Число избирателей, включенных в список избирателей	37821	2835	1388	2737	1383	2773	2655	2864	1465	1491	1517	301	127	137	369	246	186	332	179	380	127	204	101	338	507	283	261	706	435	1183	215	629	582	474	163	333	331	160	735	357	381	345	189	567	189	353	538	354	323	590	281	232	643	515	309	251	272									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	37606	2800	1350	2750	1350	2800	2650	2800	1400	1450	1450	300	128	141	370	248	187	335	176	384	128	205	100	343	505	280	266	711	443	1150	215	625	582	489	170	337	335	158	747	355	382	351	189	577	192	359	546	359	316	595	283	234	644	524	308	256	278									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	29280	2451	1246	2409	1194	2340	1732	1983	1113	1318	850	166	95	112	304	157	143	200	122	293	70	165	80	292	348	243	147	486	358	836	171	564	512	362	111	244	232	125	634	279	263	250	131	525	132	215	345	257	271	454	232	153	508	378	245	202	232									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2731	129	76	86	26	51	74	87	80	9	91	90	12	17	34	75	25	106	46	68	54	18	15	21	112	17	43	45	42	96	39	45	30	32	16	46	44	27	66	73	97	43	34	8	21	35	58	33	21	43	32	58	34	48	55	27	21									
6	Число погашенных избирательных бюллетеней	5595	220	28	255	130	409	844	730	207	123	509	44	21	12	32	16	19	29	8	23	4	22	5	30	45	20	76	180	43	218	5	16	40	95	43	47	59	6	47	3	22	58	24	44	39	109	143	69	24	98	19	23	102	98	8	27	25									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2731	129	76	86	26	51	74	87	80	9	91	90	12	17	34	75	25	106	46	68	54	18	15	21	112	17	43	45	42	96	39	45	30	32	16	46	44	27	66	73	97	43	34	8	21	35	58	33	21	43	32	58	34	48	55	27	21									
8	Число бюллетеней в стационарных ящиках для голосования	29280	2451	1246	2409	1194	2340	1732	1983	1113	1318	850	166	95	112	304	157	143	200	122	293	70	165	80	292	348	243	147	486	358	836	171	564	512	362	111	244	232	125	634	279	263	250	131	525	132	215	345	257	271	454	232	153	508	378	245	202	232									
9	Число недействительных избирательных бюллетеней	159	14	11	2	0	18	21	8	0	10	6	2	0	1	0	0	1	4	0	0	0	0	2	1	3	0	0	2	0	0	0	1	0	3	2	2	0	0	2	0	0	2	1	5	1	1	7	2	7	2	1	0	8	0	5	1	0									
10	Число действительных избирательных бюллетеней	31852	2566	1311	2493	1220	2373	1785	2062	1193	1317	935	254	107	128	338	232	167	302	168	361	124	183	93	312	457	260	190	529	400	932	210	608	542	391	125	288	276	152	698	352	360	291	164	528	152	249	396	288	285	495	263	211	534	426	295	228	253									
11	Число полученных открепительных  удостоверений	577	34	18	26	23	32	27	36	17	9	18	4	5	5	10	2	2	4	2	31	16	10	10	20	5	8	2	6	5	8	4	9	7	9	5	2	2	3	13	3	2	21	16	5	9	18	10	2	3	5	3	3	4	7	6	4	7									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	577	34	18	26	23	32	27	36	17	9	18	4	5	5	10	2	2	4	2	31	16	10	10	20	5	8	2	6	5	8	4	9	7	9	5	2	2	3	13	3	2	21	16	5	9	18	10	2	3	5	3	3	4	7	6	4	7									
13	Число избирателей, проголосовавших по открепительным удостоверениям	313	19	12	18	12	16	29	14	13	7	7	3	4	1	2	3	2	1	6	4	2	3	3	6	8	6	3	4	3	10	6	7	5	2	3	3	3	4	7	4	5	4	3	5	4	2	1	1	9	0	2	2	4	2	3	0	1									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	123	9	4	7	8	23	10	13	3	6	3	1	0	0	2	0	0	0	0	17	0	2	1	0	1	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																			
19	Жириновский Владимир Вольфович	703	48	49	46	10	40	78	10	40	38	27	6	5	9	7	3	6	3	4	2	0	4	5	11	1	2	8	19	4	3	1	2	5	4	6	3	10	0	6	1	12	10	10	21	4	11	22	10	12	6	7	1	29	15	1	5	1									
		2.20%	1.86%	3.71%	1.84%	0.82%	1.67%	4.32%	0.48%	3.35%	2.86%	2.87%	2.34%	4.67%	6.98%	2.07%	1.29%	3.57%	0.98%	2.38%	0.55%	0.00%	2.19%	5.26%	3.51%	0.22%	0.77%	4.21%	3.58%	1.00%	0.32%	0.48%	0.33%	0.92%	1.02%	4.72%	1.03%	3.62%	0.00%	0.86%	0.28%	3.33%	3.41%	6.06%	3.94%	2.61%	4.40%	5.46%	3.45%	4.11%	1.21%	2.65%	0.47%	5.35%	3.52%	0.33%	2.18%	0.40%									
20	Зюганов Геннадий Андреевич	4971	316	254	360	280	281	378	465	93	238	175	26	4	16	35	29	17	43	31	80	4	26	8	31	53	31	37	103	103	252	13	70	55	86	49	31	23	25	104	64	45	30	19	47	28	23	65	21	21	59	24	34	125	75	10	25	31									
		15.53%	12.25%	19.21%	14.43%	22.95%	11.75%	20.93%	22.46%	7.80%	17.94%	18.60%	10.16%	3.74%	12.40%	10.36%	12.50%	10.12%	14.05%	18.45%	22.16%	3.23%	14.21%	8.42%	9.90%	11.52%	11.92%	19.47%	19.40%	25.75%	27.04%	6.19%	11.49%	10.15%	21.83%	38.58%	10.69%	8.33%	16.45%	14.86%	18.18%	12.50%	10.24%	11.52%	8.82%	18.30%	9.20%	16.13%	7.24%	7.19%	11.87%	9.09%	16.11%	23.06%	17.61%	3.33%	10.92%	12.25%									
21	Миронов Сергей Михайлович	421	10	37	20	21	20	61	12	21	27	14	5	0	0	8	2	2	4	0	0	0	0	3	5	1	0	0	8	7	2	1	2	4	5	2	4	3	0	6	1	0	6	3	13	2	7	3	2	1	13	3	5	17	15	3	5	5									
		1.32%	0.39%	2.80%	0.80%	1.72%	0.84%	3.38%	0.58%	1.76%	2.03%	1.49%	1.95%	0.00%	0.00%	2.37%	0.86%	1.19%	1.31%	0.00%	0.00%	0.00%	0.00%	3.16%	1.60%	0.22%	0.00%	0.00%	1.51%	1.75%	0.21%	0.48%	0.33%	0.74%	1.27%	1.57%	1.38%	1.09%	0.00%	0.86%	0.28%	0.00%	2.05%	1.82%	2.44%	1.31%	2.80%	0.74%	0.69%	0.34%	2.62%	1.14%	2.37%	3.14%	3.52%	1.00%	2.18%	1.98%									
22	Прохоров Михаил Дмитриевич	541	11	54	21	15	52	65	5	30	50	36	3	1	2	7	0	3	3	3	2	0	1	0	2	1	0	5	17	3	2	1	4	3	3	3	0	9	0	4	1	9	9	2	15	2	20	8	5	2	10	4	0	12	13	4	4	0									
		1.69%	0.43%	4.08%	0.84%	1.23%	2.17%	3.60%	0.24%	2.51%	3.77%	3.83%	1.17%	0.93%	1.55%	2.07%	0.00%	1.79%	0.98%	1.79%	0.55%	0.00%	0.55%	0.00%	0.64%	0.22%	0.00%	2.63%	3.20%	0.75%	0.21%	0.48%	0.66%	0.55%	0.76%	2.36%	0.00%	3.26%	0.00%	0.57%	0.28%	2.50%	3.07%	1.21%	2.81%	1.31%	8.00%	1.99%	1.72%	0.68%	2.01%	1.52%	0.00%	2.21%	3.05%	1.33%	1.75%	0.00%									
23	Путин Владимир Владимирович	25216	2181	917	2046	894	1980	1203	1570	1009	964	683	214	97	101	281	198	139	249	130	277	120	152	77	263	401	227	140	382	283	673	194	530	475	293	65	250	231	127	578	285	294	236	130	432	116	188	298	250	249	407	225	171	351	308	277	189	216									
		78.77%	84.53%	69.36%	82.00%	73.28%	82.81%	66.61%	75.85%	84.58%	72.65%	72.58%	83.59%	90.65%	78.29%	83.14%	85.34%	82.74%	81.37%	77.38%	76.73%	96.77%	83.06%	81.05%	84.03%	87.17%	87.31%	73.68%	71.94%	70.75%	72.21%	92.38%	87.03%	87.64%	74.37%	51.18%	86.21%	83.70%	83.55%	82.57%	80.97%	81.67%	80.55%	78.79%	81.05%	75.82%	75.20%	73.95%	86.21%	85.27%	81.89%	85.23%	81.04%	64.76%	72.30%	92.33%	82.53%	85.38%									
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
