Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Янаульская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №3488	УИК №3489	УИК №3490	УИК №3491	УИК №3492	УИК №3493	УИК №3494	УИК №3495	УИК №3496	УИК №3497	УИК №3498	УИК №3499	УИК №3500	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541	УИК №3542	УИК №3543	УИК №3544	УИК №3545	УИК №3546					
1	"Число избирателей, включенных в списки избирателей"	36733	2656	1433	2590	1330	2525	1328	1350	2404	1447	1332	1515	192	316	198	198	105	137	144	348	373	253	439	156	377	210	106	264	487	268	723	452	1073	217	542	552	506	189	352	324	172	393	760	334	416	112	570	194	318	562	368	573	280	253	633	371	314	259	283	157					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36162	2500	1400	2500	1300	2400	1300	1300	2300	1400	1300	1400	196	319	203	206	109	137	147	357	374	254	443	155	382	214	112	264	497	271	738	455	1090	219	550	566	512	191	356	331	175	396	780	335	436	115	570	196	324	564	370	577	280	255	635	377	320	267	285	157					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	34617	2446	1360	2451	1259	2263	1226	1267	2277	1325	1219	1376	177	297	198	186	103	122	130	341	363	251	425	149	353	203	104	206	454	253	709	436	1032	200	542	535	480	177	336	309	166	385	734	322	394	105	567	184	307	543	359	559	275	250	596	359	303	250	273	146					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	623	54	3	29	5	34	5	29	23	12	81	11	13	13	0	7	0	12	10	5	5	0	9	5	13	5	2	56	28	6	0	10	2	10	0	0	7	4	12	5	3	0	7	8	7	5	0	2	5	6	2	0	2	0	24	7	5	4	4	7					
6	Число погашенных избирательных бюллетеней	922	0	37	20	36	103	69	4	0	63	0	13	6	9	5	13	6	3	7	11	6	3	9	1	16	6	6	2	15	12	29	9	56	9	8	31	25	10	8	17	6	11	39	5	35	5	3	10	12	15	9	18	3	5	15	11	12	13	8	4					
