Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
"Наименование Избирательной комиссии:    Саратов, Октябрьская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №283	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
1	"Число избирателей, внесенных в список избирателей"	94895	2715	1826	2120	2434	2106	2158	1728	2445	1724	2560	1758	1485	2024	1732	2406	1692	2462	2649	2522	2783	2591	2215	2431	2322	1837	1773	2040	1726	1945	2134	1467	2624	2530	2458	2589	2712	2437	2758	1715	1051	1477	175	200	216	409	183	799	752	579	1200	2221					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	87480	2500	1700	2100	2300	2000	2100	1600	2300	1500	2400	1700	1400	1900	1600	2100	1700	2300	2400	2200	2200	2400	2100	2200	2100	1700	1700	2100	1700	1900	1800	1450	2100	2200	2200	2200	2200	2200	2200	1500	900	1300	190	200	220	440	200	900	780	600	1500	2300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	56965	1813	831	1291	1260	968	1674	1074	1576	833	1375	1401	948	997	1233	1485	1090	1934	1343	1667	1547	1161	1064	1631	1397	1235	1260	1075	914	1398	895	600	1915	1190	1067	1644	1340	1464	2120	454	503	588	175	200	216	161	124	502	724	579	1078	1951					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2735	45	16	25	67	69	30	52	24	11	35	57	11	35	63	18	12	50	37	29	35	14	45	29	97	30	68	36	17	47	78	68	13	34	22	18	17	48	31	79	98	200	0	0	0	248	59	285	14	0	80	239					
6	Число погашенных избирательных бюллетеней	27779	642	853	784	973	963	396	474	700	656	990	242	441	868	304	597	598	316	1020	504	618	1225	991	540	606	435	372	989	769	455	827	782	172	976	1111	538	842	688	49	967	299	512	15	0	4	31	17	113	42	21	342	110					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2735	45	16	25	67	69	30	52	24	11	35	57	11	35	63	18	12	50	37	29	35	14	45	29	97	30	68	36	17	47	78	68	13	34	22	18	17	48	31	79	98	200	0	0	0	248	59	285	14	0	80	239					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	56797	1760	831	1291	1259	968	1674	1074	1574	833	1374	1401	948	996	1202	1483	1075	1934	1343	1667	1543	1161	1064	1631	1397	1235	1256	1074	914	1398	895	600	1902	1188	1067	1639	1340	1440	2120	454	502	588	175	200	216	161	124	502	722	579	1072	1951					
9	Число недействительных избирательных бюллетеней	699	42	0	20	25	15	0	13	20	12	28	56	22	16	0	25	18	0	0	0	24	2	20	30	20	1	15	24	18	0	12	9	3	18	15	66	21	0	0	7	10	16	1	0	1	9	1	10	7	1	17	9					
10	Число действительных избирательных бюллетеней	58833	1763	847	1296	1301	1022	1704	1113	1578	832	1381	1402	937	1015	1265	1476	1069	1984	1380	1696	1554	1173	1089	1630	1474	1264	1309	1086	913	1445	961	659	1912	1204	1074	1591	1336	1488	2151	526	590	772	174	200	215	400	182	777	729	578	1135	2181					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3436	70	100	100	100	100	100	70	100	70	70	70	100	70	70	70	140	110	70	70	70	100	80	70	70	70	70	70	70	70	70	70	90	100	100	100	95	95	76	70	70	70	0	0	0	0	0	0	0	0	0	40					
