Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Печорская городская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227					
1	"Число избирателей, внесенных в список избирателей"	48883	1583	1892	1882	1671	685	128	367	1920	1806	1848	224	168	93	282	116	552	210	34	127	1787	1380	2102	1922	1755	1792	1926	1926	1989	2031	1819	1868	1665	931	433	128	2468	1089	311	104	378	183	140	509	1477	81	245	96	132	384	244					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49860	1610	1900	1920	1710	600	120	600	1960	1860	1830	300	190	100	290	120	500	320	50	140	1820	1420	2120	1880	1830	1740	1950	1960	1930	2050	1880	1870	1660	1000	450	130	2400	1070	350	100	400	200	140	500	1500	80	300	110	150	400	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35604	764	967	880	721	459	85	216	973	1624	1607	119	122	72	156	97	300	174	30	75	1604	1254	1113	1022	1597	1020	1718	1704	1721	1847	1662	1620	1471	842	240	42	1995	940	183	76	180	88	75	284	1254	60	124	63	63	224	77					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1494	35	38	31	20	49	6	16	27	35	31	31	0	5	13	7	39	8	4	16	24	17	37	40	45	31	24	37	17	11	24	51	20	44	5	14	158	26	20	8	42	12	18	20	121	0	15	5	15	30	152					
6	Число погашенных избирательных бюллетеней	12762	811	895	1009	969	92	29	368	960	201	192	150	68	23	121	16	161	138	16	49	192	149	970	818	188	689	208	219	192	192	194	199	169	114	205	74	247	104	147	16	178	100	47	196	125	20	161	42	72	146	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1493	35	38	31	20	49	6	16	27	35	31	31	0	5	13	7	39	8	4	16	24	17	37	40	45	31	24	37	17	11	24	51	20	44	5	14	158	26	20	8	42	12	18	20	121	0	15	5	15	30	151					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35590	764	967	879	721	459	85	216	973	1624	1607	119	122	72	156	97	300	174	30	75	1604	1254	1113	1019	1597	1011	1718	1704	1721	1847	1662	1620	1471	842	240	42	1995	940	183	76	180	88	75	284	1254	60	124	63	63	224	76					
9	Число недействительных избирательных бюллетеней	227	13	25	18	14	9	0	2	29	0	0	0	6	0	3	0	9	3	0	0	0	0	26	22	0	9	0	0	0	0	0	0	0	0	4	4	0	0	7	0	4	2	4	3	0	0	4	0	0	6	1					
10	Число действительных избирательных бюллетеней	36856	786	980	892	727	499	91	230	971	1659	1638	150	116	77	166	104	330	179	34	91	1628	1271	1124	1037	1642	1033	1742	1741	1738	1858	1686	1671	1491	886	241	52	2153	966	196	84	218	98	89	301	1375	60	135	68	78	248	226					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1552	22	27	29	22	5	10	40	34	25	23	70	20	10	30	20	45	60	10	35	30	31	35	37	19	28	30	28	30	35	47	37	34	13	7	2	55	30	70	4	28	15	10	70	155	15	40	15	15	50	0					
