Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Прикубанская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186					
1	"Число избирателей, внесенных в списки"	26134	2434	531	342	663	232	893	1260	282	227	546	805	1134	546	470	564	1022	652	833	1237	2554	357	2429	2819	3302					
2	"Число бюллетеней, полученных участковыми комиссиями"	24940	2320	490	330	640	220	860	1200	250	220	520	760	1070	520	450	540	1000	620	800	1180	2450	350	2320	2670	3160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14139	1146	387	181	388	108	546	689	162	100	464	371	294	309	394	321	854	226	398	895	815	180	1079	835	2997					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	649	41	34	14	18	16	24	21	8	7	4	14	7	26	19	13	22	18	26	123	27	30	25	20	92					
6	Число погашенных бюллетеней	10152	1133	69	135	234	96	290	490	80	113	52	375	769	185	37	206	124	376	376	162	1608	140	1216	1815	71					
7	Число бюллетеней в переносных ящиках для голосования	649	41	34	14	18	16	24	21	8	7	4	14	7	26	19	13	22	18	26	123	27	30	25	20	92					
8	Число бюллетеней в стационарных ящиках для голосования	14130	1146	387	181	388	108	546	689	162	100	464	371	294	309	394	321	851	226	398	895	815	180	1079	834	2992					
9	Число недействительных бюллетеней	298	5	0	5	3	1	10	0	1	5	0	0	11	0	9	4	114	0	12	4	18	13	25	29	29					
10	Число действительных бюллетеней	14481	1182	421	190	403	123	560	710	169	102	468	385	290	335	404	330	759	244	412	1014	824	197	1079	825	3055					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	189	44	5	4	8	4	8	7	4	4	5	5	7	5	5	5	7	5	5	7	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	82	28	1	1	6	0	6	1	1	0	1	0	5	5	1	0	7	0	0	4	2	0	1	2	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	12	4	2	2	4	4	3	7	1	1	4	2	4	3	3	4	0	1	2	2	0	2	2	8					
14	Число погашенных открепительных удостоверений	107	16	4	3	2	4	2	6	3	4	4	5	2	0	4	5	0	5	5	3	8	5	9	8	0					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	336	23	16	26	9	7	9	16	5	4	2	0	16	19	14	7	11	19	11	5	31	3	26	27	30					
		2.27%	1.93%	3.80%	13.33%	2.21%	5.64%	1.57%	2.25%	2.94%	3.73%	0.42%	0.0%	5.31%	5.67%	3.38%	2.09%	1.26%	7.78%	2.59%	0.49%	3.68%	1.42%	2.35%	3.16%	0.97%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1631	137	55	1	1	6	3	8	0	4	17	3	10	7	7	1	2	5	3	112	21	2	10	9	1207					
		11.03%	11.54%	13.06%	0.51%	0.24%	4.83%	0.52%	1.12%	0.0%	3.73%	3.63%	0.77%	3.32%	2.08%	1.69%	0.29%	0.22%	2.04%	0.70%	11.00%	2.49%	0.95%	0.90%	1.05%	39.13%					
