Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Шахунская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486					
1	"Число избирателей, внесенных в списки"	36551	2260	2501	2300	2135	2005	1318	1153	2028	2290	1925	1900	1034	1023	2318	957	670	870	241	249	241	184	503	458	462	396	554	219	1026	157	158	256	514	183	1154	246	548	115					
2	"Число бюллетеней, полученных участковыми комиссиями"	33300	2050	2250	2050	1960	1830	1200	1050	1850	2080	1800	1730	950	950	2090	870	620	780	220	230	220	170	450	420	430	360	510	200	930	150	150	230	460	170	1050	220	510	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15610	1017	1205	1000	1043	921	453	353	771	934	546	682	395	328	1096	376	245	352	84	109	87	87	282	266	221	224	344	105	463	94	65	157	253	76	571	134	231	40					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1520	57	24	35	44	110	34	10	35	34	91	99	32	22	57	18	20	12	45	21	49	7	75	43	62	32	23	33	48	16	27	24	66	50	45	20	75	25					
6	Число погашенных бюллетеней	16170	976	1021	1015	873	799	713	687	1044	1112	1163	949	523	600	937	476	355	416	91	100	84	76	93	111	147	104	143	62	419	40	58	49	141	44	434	66	204	45					
7	Число бюллетеней в переносных ящиках для голосования	1520	57	24	35	44	110	34	10	35	34	91	99	32	22	57	18	20	12	45	21	49	7	75	43	62	32	23	33	48	16	27	24	66	50	45	20	75	25					
8	Число бюллетеней в стационарных ящиках для голосования	15607	1017	1205	1000	1043	921	453	353	771	934	544	682	395	328	1095	376	245	352	84	109	87	87	282	266	221	224	344	105	463	94	65	157	253	76	571	134	231	40					
9	Число недействительных бюллетеней	327	12	29	17	13	8	10	12	27	15	10	22	13	6	29	4	6	12	2	7	2	0	1	2	4	10	13	1	7	2	1	6	3	0	15	0	5	1					
10	Число действительных бюллетеней	16800	1062	1200	1018	1074	1023	477	351	779	953	625	759	414	344	1123	390	259	352	127	123	134	94	356	307	279	246	354	137	504	108	91	175	316	126	601	154	301	64					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	365	25	20	15	20	15	15	10	15	15	15	15	10	10	15	10	10	10	5	5	5	5	10	10	5	5	5	5	10	5	5	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	109	12	16	12	19	7	0	1	3	5	0	6	1	2	1	2	2	1	1	0	0	0	0	1	4	0	0	2	6	0	0	0	1	0	1	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	2	2	12	4	2	2	2	2	3	0	2	0	0	2	1	1	1	2	3	2	1	3	2	0	1	2	3	4	4	2	2	3	0	2	1	1	1					
14	Число погашенных открепительных удостоверений	256	13	4	3	1	8	15	9	12	10	15	9	9	8	14	8	8	9	4	5	5	5	10	9	1	5	5	3	4	5	5	5	4	5	9	5	3	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	171	6	8	6	5	11	9	2	10	10	1	5	7	9	10	7	3	3	2	2	0	0	5	4	0	6	3	3	6	3	1	7	1	1	8	2	3	2					
		0.99%	0.55%	0.65%	0.57%	0.45%	1.06%	1.84%	0.55%	1.24%	1.03%	0.15%	0.64%	1.63%	2.57%	0.86%	1.77%	1.13%	0.82%	1.55%	1.53%	0.0%	0.0%	1.40%	1.29%	0.0%	2.34%	0.81%	2.17%	1.17%	2.72%	1.08%	3.86%	0.31%	0.79%	1.29%	1.29%	0.98%	3.07%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	196	19	8	16	18	13	6	9	14	17	5	5	7	2	10	7	1	3	4	0	1	0	3	4	1	2	0	1	2	2	1	0	1	2	7	3	2	0					
		1.14%	1.76%	0.65%	1.54%	1.65%	1.26%	1.23%	2.47%	1.73%	1.75%	0.78%	0.64%	1.63%	0.57%	0.86%	1.77%	0.37%	0.82%	3.10%	0.0%	0.73%	0.0%	0.84%	1.29%	0.35%	0.78%	0.0%	0.72%	0.39%	1.81%	1.08%	0.0%	0.31%	1.58%	1.13%	1.94%	0.65%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	400	19	20	21	24	33	13	3	18	23	24	23	12	6	41	14	2	20	1	4	1	4	4	3	11	2	6	3	11	0	2	1	8	0	14	2	3	4					
		2.33%	1.76%	1.62%	2.02%	2.20%	3.20%	2.66%	0.82%	2.23%	2.37%	3.77%	2.94%	2.81%	1.71%	3.55%	3.55%	0.75%	5.49%	0.77%	3.07%	0.73%	4.25%	1.12%	0.97%	3.88%	0.78%	1.63%	2.17%	2.15%	0.0%	2.17%	0.55%	2.50%	0.0%	2.27%	1.29%	0.98%	6.15%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	217	18	15	9	18	16	6	4	10	18	3	16	8	4	24	7	5	3	0	0	0	2	3	0	1	5	1	2	3	0	1	0	4	1	6	3	1	0					
