Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Слободо-Туринская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835					
1	"Число избирателей, внесенных в списки"	12298	483	611	734	156	353	205	338	128	904	212	875	175	248	424	784	181	202	455	1348	1914	1568					
2	"Число бюллетеней, полученных участковыми комиссиями"	12200	480	605	735	150	355	200	340	125	895	210	875	175	240	425	775	180	200	455	1340	1860	1580					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5921	259	243	427	122	174	125	164	74	402	116	369	115	129	216	448	131	139	282	524	813	649					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	547	12	91	40	0	27	0	18	10	18	13	34	3	35	16	41	10	20	19	44	53	43					
6	Число погашенных бюллетеней	5732	209	271	268	28	154	75	158	41	475	81	472	57	76	193	286	39	41	154	772	994	888					
7	Число бюллетеней в переносных ящиках для голосования	547	12	91	40	0	27	0	18	10	18	13	34	3	35	16	41	10	20	19	44	53	43					
8	Число бюллетеней в стационарных ящиках для голосования	5921	259	243	427	122	174	125	164	74	402	116	369	115	129	216	448	131	139	282	524	813	649					
9	Число недействительных бюллетеней	121	5	6	12	4	6	2	1	2	5	4	13	2	3	3	10	2	1	5	14	14	7					
10	Число действительных бюллетеней	6347	266	328	455	118	195	123	181	82	415	125	390	116	161	229	479	139	158	296	554	852	685					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	6	8	12	2	5	2	4	2	10	3	11	2	3	5	7	2	4	5	14	24	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	34	2	0	7	0	2	0	1	0	0	0	1	0	2	0	2	0	4	0	1	9	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	1	2	1	0	4	1	0	0	1	3	0	0	3	1	3	2	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	116	4	8	5	2	3	2	3	2	10	3	10	2	1	5	5	2	0	5	13	15	16					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	222	14	8	13	3	3	7	7	6	18	1	16	13	7	11	13	4	6	13	17	24	18					
		3.43%	5.16%	2.39%	2.78%	2.45%	1.49%	5.6%	3.84%	7.14%	4.28%	0.77%	3.97%	11.01%	4.26%	4.74%	2.65%	2.83%	3.77%	4.31%	2.99%	2.77%	2.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	81	2	3	5	1	2	0	5	0	2	7	6	1	0	1	5	1	0	2	8	10	20					
		1.25%	0.73%	0.89%	1.07%	0.81%	0.99%	0.0%	2.74%	0.0%	0.47%	5.42%	1.48%	0.84%	0.0%	0.43%	1.02%	0.70%	0.0%	0.66%	1.40%	1.15%	2.89%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	268	6	9	21	5	11	9	8	1	20	6	7	1	3	4	18	7	9	21	33	43	26					
		4.14%	2.21%	2.69%	4.49%	4.09%	5.47%	7.2%	4.39%	1.19%	4.76%	4.65%	1.73%	0.84%	1.82%	1.72%	3.68%	4.96%	5.66%	6.97%	5.80%	4.96%	3.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	221	8	9	21	4	2	7	1	1	10	2	18	0	18	3	8	5	2	8	20	43	31					
		3.41%	2.95%	2.69%	4.49%	3.27%	0.99%	5.6%	0.54%	1.19%	2.38%	1.55%	4.46%	0.0%	10.97%	1.29%	1.63%	3.54%	1.25%	2.65%	3.52%	4.96%	4.47%					
22	"5. ""За Русь Святую"""	42	0	3	7	0	0	0	3	0	2	0	5	2	3	0	1	1	0	2	7	3	3					
		0.64%	0.0%	0.89%	1.49%	0.0%	0.0%	0.0%	1.64%	0.0%	0.47%	0.0%	1.24%	1.69%	1.82%	0.0%	0.20%	0.70%	0.0%	0.66%	1.23%	0.34%	0.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	81	3	2	11	4	3	2	1	0	7	0	5	0	1	2	10	2	2	5	7	9	5					
		1.25%	1.10%	0.59%	2.35%	3.27%	1.49%	1.6%	0.54%	0.0%	1.66%	0.0%	1.24%	0.0%	0.60%	0.86%	2.04%	1.41%	1.25%	1.66%	1.23%	1.03%	0.72%					
24	"7. ""Новый курс - Автомобильная Россия"""	22	1	0	1	1	0	1	0	0	2	0	0	1	3	0	0	0	1	0	1	3	7					
		0.34%	0.36%	0.0%	0.21%	0.81%	0.0%	0.8%	0.0%	0.0%	0.47%	0.0%	0.0%	0.84%	1.82%	0.0%	0.0%	0.0%	0.62%	0.0%	0.17%	0.34%	1.01%					
25	"8. ""Народно-республиканская партия России"""	14	0	0	1	2	1	0	0	0	1	0	1	2	0	1	1	1	1	1	1	0	0					
		0.21%	0.0%	0.0%	0.21%	1.63%	0.49%	0.0%	0.0%	0.0%	0.23%	0.0%	0.24%	1.69%	0.0%	0.43%	0.20%	0.70%	0.62%	0.33%	0.17%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	0	1	2	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	2					
		0.18%	0.0%	0.29%	0.42%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.24%	0.84%	0.0%	0.43%	0.20%	0.0%	0.62%	0.0%	0.0%	0.11%	0.28%					
27	"10. ""Аграрная партия России"""	553	27	36	33	8	18	4	15	5	54	17	43	5	13	29	51	33	10	27	25	40	60					
		8.54%	9.96%	10.77%	7.06%	6.55%	8.95%	3.2%	8.24%	5.95%	12.85%	13.17%	10.66%	4.23%	7.92%	12.5%	10.42%	23.40%	6.28%	8.97%	4.40%	4.61%	8.67%					
28	"11. ""Истинные патриоты России"""	13	2	1	1	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	2	0	2					
		0.20%	0.73%	0.29%	0.21%	0.0%	0.0%	0.0%	0.0%	1.19%	0.23%	0.0%	0.49%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.28%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	77	2	3	6	1	4	5	5	1	6	3	6	0	5	2	4	1	0	4	8	7	4					
		1.19%	0.73%	0.89%	1.28%	0.81%	1.99%	4.0%	2.74%	1.19%	1.42%	2.32%	1.48%	0.0%	3.04%	0.86%	0.81%	0.70%	0.0%	1.32%	1.40%	0.80%	0.57%					
30	"13. ""Демократическая партия России"""	25	2	1	0	0	0	1	0	1	1	0	2	0	1	0	3	0	1	5	2	4	1					
		0.38%	0.73%	0.29%	0.0%	0.0%	0.0%	0.8%	0.0%	1.19%	0.23%	0.0%	0.49%	0.0%	0.60%	0.0%	0.61%	0.0%	0.62%	1.66%	0.35%	0.46%	0.14%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	0	2	1	0	0	1	1	1	4	0	0	0	1	1	1	0	0	0	3	2	0					
		0.27%	0.0%	0.59%	0.21%	0.0%	0.0%	0.8%	0.54%	1.19%	0.95%	0.0%	0.0%	0.0%	0.60%	0.43%	0.20%	0.0%	0.0%	0.0%	0.52%	0.23%	0.0%					
32	"15. ""Партия СЛОН"""	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	2	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.84%	0.0%	0.0%	0.0%	0.0%	0.62%	0.33%	0.17%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	173	6	6	19	6	1	3	3	0	10	6	15	3	2	6	5	1	2	7	17	34	21					
		2.67%	2.21%	1.79%	4.06%	4.91%	0.49%	2.4%	1.64%	0.0%	2.38%	4.65%	3.72%	2.54%	1.21%	2.58%	1.02%	0.70%	1.25%	2.32%	2.99%	3.92%	3.03%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	2	1	6	0	1	1	2	1	0	0	4	0	2	2	4	0	0	4	2	3	3					
		0.58%	0.73%	0.29%	1.28%	0.0%	0.49%	0.8%	1.09%	1.19%	0.0%	0.0%	0.99%	0.0%	1.21%	0.86%	0.81%	0.0%	0.0%	1.32%	0.35%	0.34%	0.43%					
35	"18. ""ЛДПР"""	690	30	37	54	5	22	11	10	3	39	8	52	3	11	12	57	12	19	29	57	122	97					
		10.66%	11.07%	11.07%	11.56%	4.09%	10.94%	8.8%	5.49%	3.57%	9.28%	6.20%	12.90%	2.54%	6.70%	5.17%	11.65%	8.51%	11.94%	9.63%	10.03%	14.08%	14.01%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	428	10	25	32	2	11	9	16	13	33	6	42	5	1	9	58	19	5	24	22	49	37					
		6.61%	3.69%	7.48%	6.85%	1.63%	5.47%	7.2%	8.79%	15.47%	7.85%	4.65%	10.42%	4.23%	0.60%	3.87%	11.86%	13.47%	3.14%	7.97%	3.87%	5.65%	5.34%					
37	"20. ""Политическая партия ""Единая Россия"""	2595	99	124	154	60	95	48	77	37	138	58	118	72	64	120	186	40	69	109	265	368	294					
		40.12%	36.53%	37.12%	32.97%	49.18%	47.26%	38.4%	42.30%	44.04%	32.85%	44.96%	29.28%	61.01%	39.02%	51.72%	38.03%	28.36%	43.39%	36.21%	46.65%	42.49%	42.48%					
38	"21. ""Российская Конституционно-демократическая партия"""	25	4	0	2	0	2	0	0	0	2	0	1	0	0	2	2	0	2	3	0	4	1					
