Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Сюмсинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927					
1	"Число избирателей, внесенных в список избирателей"	11810	970	1014	995	986	355	237	128	255	215	439	118	162	394	135	335	63	523	206	249	674	232	941	108	1030	390	309	347					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10100	840	840	840	840	310	200	110	220	190	365	105	140	345	120	275	60	445	180	215	590	210	805	95	880	330	290	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6235	516	595	564	514	193	117	68	165	115	210	60	74	200	83	195	45	268	118	145	425	116	443	57	494	149	156	150					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	647	49	25	36	25	10	33	7	7	1	54	5	31	32	3	7	4	35	5	20	29	10	39	7	39	26	43	65					
6	Число погашенных избирательных бюллетеней	3218	275	220	240	301	107	50	35	48	74	101	40	35	113	34	73	11	142	57	50	136	84	323	31	347	155	91	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	647	49	25	36	25	10	33	7	7	1	54	5	31	32	3	7	4	35	5	20	29	10	39	7	39	26	43	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6234	516	595	564	514	193	117	68	165	115	210	60	74	200	83	194	45	268	118	145	425	116	443	57	494	149	156	150					
9	Число недействительных избирательных бюллетеней	128	6	11	12	16	3	3	0	3	2	4	1	1	10	5	7	0	6	0	1	6	1	9	0	12	2	3	4					
10	Число действительных избирательных бюллетеней	6753	559	609	588	523	200	147	75	169	114	260	64	104	222	81	194	49	297	123	164	448	125	473	64	521	173	196	211					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	197	8	8	12	8	5	8	8	7	5	8	5	5	5	5	8	5	8	8	7	10	8	11	8	11	8	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	92	5	6	10	8	1	0	3	6	1	0	1	0	0	2	0	0	1	1	4	9	0	11	1	11	8	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	58	5	9	3	2	2	1	0	3	0	1	1	0	2	1	1	0	1	1	1	3	1	5	0	11	2	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	105	3	2	2	0	4	8	5	1	4	8	4	5	5	3	8	5	7	7	3	1	8	0	7	0	0	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	702	68	80	67	51	18	7	7	20	12	28	6	4	11	11	3	6	31	11	16	56	18	56	12	74	17	7	5					
		10.20%	12.04%	12.90%	11.17%	9.46%	8.87%	4.67%	9.33%	11.63%	10.34%	10.61%	9.23%	3.81%	4.74%	12.79%	1.49%	12.24%	10.23%	8.94%	9.70%	12.33%	14.29%	11.62%	18.75%	13.88%	9.71%	3.52%	2.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1104	95	120	97	106	50	23	14	22	20	34	10	16	42	17	49	5	36	23	22	59	13	68	5	80	30	21	27					
		16.04%	16.81%	19.35%	16.17%	19.67%	24.63%	15.33%	18.67%	12.79%	17.24%	12.88%	15.38%	15.24%	18.10%	19.77%	24.38%	10.20%	11.88%	18.70%	13.33%	12.99%	10.32%	14.11%	7.81%	15.01%	17.14%	10.55%	12.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	50	1	3	4	6	3	1	0	3	1	3	1	1	1	0	4	0	3	0	2	5	1	3	1	0	0	2	1					
		0.73%	0.18%	0.48%	0.67%	1.11%	1.48%	0.67%	0.00%	1.74%	0.86%	1.14%	1.54%	0.95%	0.43%	0.00%	1.99%	0.00%	0.99%	0.00%	1.21%	1.10%	0.79%	0.62%	1.56%	0.00%	0.00%	1.01%	0.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1155	107	120	129	86	43	18	13	20	24	32	10	14	24	15	13	6	50	20	23	69	24	91	5	127	32	22	18					
		16.79%	18.94%	19.35%	21.50%	15.96%	21.18%	12.00%	17.33%	11.63%	20.69%	12.12%	15.38%	13.33%	10.34%	17.44%	6.47%	12.24%	16.50%	16.26%	13.94%	15.20%	19.05%	18.88%	7.81%	23.83%	18.29%	11.06%	8.37%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	6	14	8	10	0	4	0	3	0	4	0	1	1	3	0	0	1	0	3	7	0	4	0	6	2	3	1					
		1.18%	1.06%	2.26%	1.33%	1.86%	0.00%	2.67%	0.00%	1.74%	0.00%	1.52%	0.00%	0.95%	0.43%	3.49%	0.00%	0.00%	0.33%	0.00%	1.82%	1.54%	0.00%	0.83%	0.00%	1.13%	1.14%	1.51%	0.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3628	279	270	280	261	86	94	41	97	57	159	35	67	142	35	123	32	173	69	98	251	67	250	40	233	92	139	158					
		52.72%	49.38%	43.55%	46.67%	48.42%	42.36%	62.67%	54.67%	56.40%	49.14%	60.23%	53.85%	63.81%	61.21%	40.70%	61.19%	65.31%	57.10%	56.10%	59.39%	55.29%	53.17%	51.87%	62.50%	43.71%	52.57%	69.85%	73.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	33	3	2	3	3	0	0	0	4	0	0	2	1	1	0	2	0	3	0	0	1	2	1	1	1	0	2	1					
		0.48%	0.53%	0.32%	0.50%	0.56%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	3.08%	0.95%	0.43%	0.00%	0.99%	0.00%	0.99%	0.00%	0.00%	0.22%	1.59%	0.21%	1.56%	0.19%	0.00%	1.01%	0.47%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
