Выборы Президента Российской Федерации																																																
Дата голосования: 02.03.2008																																																
																																																
"Наименование Избирательной комиссии:    Самара, Октябрьская"																																																
																																																
Сводная таблица результатов выборов																																																
																																																
	Число участковых избирательных комиссий	41																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	41																																														
																																																
		Сумма	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923					
1	"Число избирателей, включенных в списки избирателей"	94942	2753	2570	2108	1990	1520	2338	2537	2420	2538	1950	1993	2484	1914	2995	2163	1401	2412	2000	2820	2845	2605	2866	2717	2624	2509	2615	2075	2544	2370	1470	1681	1468	2634	2153	2631	2270	2223	1984	2071	2851	2830					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	85500	2500	2500	2000	2000	1300	2000	2500	2000	2500	2000	2000	2000	1500	2500	2000	1200	2000	2000	2500	2500	2500	2500	2500	2500	2000	2000	2000	2000	2000	1400	1500	1300	2500	2000	2500	2000	2000	1800	2000	2500	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	47106	1407	1317	953	1120	695	1362	1297	1142	1311	978	1012	1268	963	1423	1000	724	1017	931	1680	1385	1447	1624	1403	1145	954	1089	1062	1630	1416	717	747	769	1153	1039	1492	1107	978	769	949	1269	1362					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2430	90	65	59	41	185	33	41	103	45	47	48	214	58	43	50	15	45	52	16	64	40	219	73	29	31	30	67	21	28	43	55	37	52	86	56	42	71	48	27	35	26					
6	Число погашенных избирательных бюллетеней	35964	1003	1118	988	839	420	605	1162	755	1144	975	940	518	479	1034	950	461	938	1017	804	1051	1013	657	1024	1326	1015	881	871	349	556	640	698	494	1295	875	952	851	951	983	1024	1196	1112					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2430	90	65	59	41	185	33	41	103	45	47	48	214	58	43	50	15	45	52	16	64	40	219	73	29	31	30	67	21	28	43	55	37	52	86	56	42	71	48	27	35	26					
8	Число бюллетеней в стационарных ящиках для голосования	47085	1407	1317	953	1120	695	1362	1297	1139	1305	977	1012	1268	961	1423	1000	724	1015	931	1680	1385	1447	1624	1403	1145	953	1089	1062	1626	1416	717	747	769	1151	1039	1492	1107	978	769	949	1269	1362					
9	Число недействительных избирательных бюллетеней	860	32	28	24	23	22	21	8	20	26	20	16	31	22	21	18	8	16	16	28	24	23	35	22	29	8	17	9	48	36	11	18	9	19	18	21	22	17	20	14	21	19					
10	Число действительных избирательных бюллетеней	48655	1465	1354	988	1138	858	1374	1330	1222	1324	1004	1044	1451	997	1445	1032	731	1044	967	1668	1425	1464	1808	1454	1145	976	1102	1120	1599	1408	749	784	797	1184	1107	1527	1127	1032	797	962	1283	1369					
11	Число полученных открепительных  удостоверений	1438	30	40	20	30	30	49	50	40	39	28	20	29	29	19	30	20	40	19	39	40	98	40	30	40	29	19	29	20	99	20	39	20	39	40	29	50	30	38	30	30	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	950	24	32	9	19	19	38	40	33	31	24	10	20	20	12	15	10	27	14	38	18	53	25	18	21	22	13	22	19	27	11	32	16	35	36	29	37	12	14	13	24	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	894	39	27	13	27	30	17	26	17	30	15	18	23	11	11	19	8	10	18	27	16	26	39	19	29	46	6	9	23	18	33	37	8	36	21	26	22	13	23	16	26	16					
14	Число неиспользованных открепительных удостоверений	488	6	8	11	11	11	11	10	7	8	4	10	9	9	7	15	10	13	5	1	22	45	15	12	19	7	6	7	1	72	9	7	4	4	4	0	13	18	24	17	6	10					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	22	0	0	0	0	0	1	0	0	1	2	0	1	2	0	0	0	0	1	1	0	2	0	0	0	2	0	1	0	1	0	1	0	1	0	1	0	0	2	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	Богданов Андрей Владимирович	833	38	27	27	33	19	44	2	19	21	22	23	26	14	22	25	10	18	2	29	22	26	47	29	2	2	14	17	2	53	7	4	8	20	24	27	18	18	22	19	14	17					
