Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Усть-Таркская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163					
1	"Число избирателей, внесенных в списки избирателей"	10000	465	60	65	72	554	107	88	90	353	157	481	142	124	316	139	65	272	62	200	79	288	61	95	210	123	55	1246	2180	240	469	99	292	57	76	413	94	111					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10070	510	55	80	80	660	110	90	105	360	170	530	130	130	320	140	60	275	70	225	80	300	70	110	205	130	70	1195	2000	240	430	95	295	70	80	390	110	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7255	404	48	50	64	367	77	74	90	309	137	288	108	93	266	126	55	252	57	170	69	214	52	74	169	105	54	708	1350	195	376	80	195	55	58	285	81	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	328	0	0	0	0	37	0	0	0	1	0	35	0	0	0	0	0	0	0	14	0	0	0	0	7	3	0	71	109	6	10	0	13	0	5	17	0	0					
6	Число погашенных избирательных бюллетеней	2487	106	7	30	16	256	33	16	15	50	33	207	22	37	54	14	5	23	13	41	11	86	18	36	29	22	16	416	541	39	44	15	87	15	17	88	29	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	328	0	0	0	0	37	0	0	0	1	0	35	0	0	0	0	0	0	0	14	0	0	0	0	7	3	0	71	109	6	10	0	13	0	5	17	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7255	404	48	50	64	367	77	74	90	309	137	288	108	93	266	126	55	252	57	170	69	214	52	74	169	105	54	708	1350	195	376	80	195	55	58	285	81	100					
9	Число недействительных избирательных бюллетеней	60	8	1	0	0	2	0	0	2	1	2	1	1	0	0	1	0	3	2	1	0	3	0	0	2	0	0	12	11	0	2	0	1	1	2	1	0	0					
10	Число действительных избирательных бюллетеней	7523	396	47	50	64	402	77	74	88	309	135	322	107	93	266	125	55	249	55	183	69	211	52	74	174	108	54	767	1448	201	384	80	207	54	61	301	81	100					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	290	11	5	5	5	10	5	5	5	10	5	10	5	5	10	5	5	10	5	10	5	10	5	5	10	5	5	24	30	5	10	5	10	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	58	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	6	0	3	0	2	1	0	1	0	0	6	28	3	3	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	36	0	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	3	0	1	0	2	0	0	1	0	0	9	12	0	0	0	0	0	0	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	232	11	5	5	5	9	5	4	5	9	5	10	5	5	9	4	5	4	5	7	5	8	4	5	9	5	5	18	2	2	7	5	10	5	5	10	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	403	34	2	0	2	11	5	6	3	20	1	16	4	17	19	13	1	9	5	3	1	9	1	0	16	6	1	39	63	6	6	4	13	3	2	34	11	17					
		5.31%	8.42%	4.17%	0.00%	3.13%	2.72%	6.49%	8.11%	3.33%	6.45%	0.73%	4.95%	3.70%	18.28%	7.14%	10.32%	1.82%	3.57%	8.77%	1.63%	1.45%	4.21%	1.92%	0.00%	9.09%	5.56%	1.85%	5.01%	4.32%	2.99%	1.55%	5.00%	6.25%	5.45%	3.17%	11.26%	13.58%	17.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0					
