Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Пудожская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №471	УИК №472	УИК №473					
1	"Число избирателей, внесенных в список избирателей"	20523	2016	1897	2395	2046	169	150	503	256	358	644	475	388	499	116	1236	512	245	419	476	83	1494	659	191	68	1033	977	133	665	253	167					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19780	1900	1850	2400	2050	150	150	500	250	350	600	450	350	500	100	1200	500	250	400	450	80	1200	650	200	50	1050	1000	100	650	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8934	968	1092	1032	1096	78	55	190	79	143	327	177	140	233	51	483	186	79	206	173	42	662	295	68	25	331	313	61	205	80	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	685	59	19	18	21	0	15	20	6	36	18	12	13	22	10	74	38	31	30	19	4	42	21	6	0	17	15	12	37	59	11					
6	Число погашенных избирательных бюллетеней	10161	873	739	1350	933	72	80	290	165	171	255	261	197	245	39	643	276	140	164	258	34	496	334	126	25	702	672	27	408	111	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	685	59	19	18	21	0	15	20	6	36	18	12	13	22	10	74	38	31	30	19	4	42	21	6	0	17	15	12	37	59	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8929	967	1092	1032	1095	78	55	190	79	143	327	177	140	233	51	483	185	79	206	173	42	660	295	68	25	331	313	61	205	80	64					
9	Число недействительных избирательных бюллетеней	150	6	15	22	20	2	1	7	2	1	9	5	2	0	0	9	4	2	0	4	1	10	10	0	1	7	7	0	3	0	0					
10	Число действительных избирательных бюллетеней	9464	1020	1096	1028	1096	76	69	203	83	178	336	184	151	255	61	548	219	108	236	188	45	692	306	74	24	341	321	73	239	139	75					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	283	21	15	20	20	4	5	6	7	7	5	7	6	17	5	12	7	10	7	7	4	12	7	5	4	10	15	8	10	8	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	179	10	14	18	15	2	1	6	0	3	4	0	1	17	0	4	2	7	1	6	2	12	2	5	0	5	9	6	8	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	10	9	7	8	1	1	3	3	2	4	4	2	2	6	5	5	5	1	2	2	5	3	1	3	5	6	1	3	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	104	11	1	2	5	2	4	0	7	4	1	7	5	0	5	8	5	3	6	1	2	0	5	0	4	5	6	2	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1731	184	230	174	217	7	7	28	3	22	38	28	24	51	6	128	51	19	34	18	5	170	47	24	7	79	52	6	36	28	8					
		18.00%	17.93%	20.70%	16.57%	19.44%	8.97%	10.00%	13.33%	3.53%	12.29%	11.01%	14.81%	15.69%	20.00%	9.84%	22.98%	22.87%	17.27%	14.41%	9.38%	10.87%	24.22%	14.87%	32.43%	28.00%	22.70%	15.85%	8.22%	14.88%	20.14%	10.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1485	147	154	216	166	17	16	21	13	21	72	38	21	38	12	93	41	13	26	28	7	100	43	9	0	55	41	6	42	12	17					
		15.45%	14.33%	13.86%	20.57%	14.87%	21.79%	22.86%	10.00%	15.29%	11.73%	20.87%	20.11%	13.73%	14.90%	19.67%	16.70%	18.39%	11.82%	11.02%	14.58%	15.22%	14.25%	13.61%	12.16%	0.00%	15.80%	12.50%	8.22%	17.36%	8.63%	22.67%					
