Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Духовницкая																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697					
1	"Число избирателей, внесенных в списки избирателей"	11214	1099	1079	1075	1143	452	552	814	274	403	291	321	280	432	383	551	522	310	637	596					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11127	1050	1050	1050	1050	447	564	800	281	399	299	336	289	453	411	589	530	307	646	576					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7543	669	654	546	667	258	432	697	240	340	208	290	190	317	291	420	314	209	313	488					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	871	39	54	86	80	36	57	28	10	27	31	23	52	83	27	42	41	30	102	23					
6	Число погашенных избирательных бюллетеней	2713	342	342	418	303	153	75	75	31	32	60	23	47	53	93	127	175	68	231	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	871	39	54	86	80	36	57	28	10	27	31	23	52	83	27	42	41	30	102	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7528	669	654	544	667	258	432	697	240	340	208	290	190	317	291	420	314	209	313	475					
9	Число недействительных избирательных бюллетеней	126	7	14	9	10	12	0	1	8	0	5	0	1	2	1	17	14	8	7	10					
10	Число действительных избирательных бюллетеней	8273	701	694	621	737	282	489	724	242	367	234	313	241	398	317	445	341	231	408	488					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	994	95	95	94	94	40	50	73	25	36	27	29	26	40	37	52	47	27	57	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	271	31	14	25	19	9	23	10	4	4	6	3	10	12	25	39	10	5	8	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	89	7	5	11	10	0	6	10	0	3	3	3	5	2	1	6	5	4	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	723	64	81	69	75	31	27	63	21	32	21	26	16	28	12	13	37	22	49	36					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	138	5	15	5	8	2	7	8	8	15	8	4	4	8	2	9	9	6	13	2					
		1.64%	0.71%	2.12%	0.79%	1.07%	0.68%	1.43%	1.10%	3.20%	4.09%	3.35%	1.28%	1.65%	2.00%	0.63%	1.95%	2.54%	2.51%	3.13%	0.40%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	1	3	2	2	0	1	0	2	0	3	0	0	1	1	0	0	1	0	1					
		0.21%	0.14%	0.42%	0.32%	0.27%	0.00%	0.20%	0.00%	0.80%	0.00%	1.26%	0.00%	0.00%	0.25%	0.31%	0.00%	0.00%	0.42%	0.00%	0.20%					
20	3.Политическая партия «Демократическая партия России»	9	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1					
		0.11%	0.00%	0.00%	0.32%	0.13%	0.00%	0.20%	0.14%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.24%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	634	77	73	91	58	8	25	53	26	22	17	16	13	24	9	23	12	19	41	27					
		7.55%	10.88%	10.31%	14.44%	7.76%	2.72%	5.11%	7.31%	10.40%	5.99%	7.11%	5.11%	5.37%	6.00%	2.83%	4.98%	3.38%	7.95%	9.88%	5.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	0	0	1	4	0	0	3	0	0	0	0	0	1	0	0	0	1	1	1					
		0.14%	0.00%	0.00%	0.16%	0.54%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.42%	0.24%	0.20%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0	1					
		0.08%	0.00%	0.00%	0.00%	0.13%	0.34%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	327	4	39	19	31	6	35	26	9	12	14	5	9	11	16	34	14	10	15	18					
		3.89%	0.56%	5.51%	3.02%	4.15%	2.04%	7.16%	3.59%	3.60%	3.27%	5.86%	1.60%	3.72%	2.75%	5.03%	7.36%	3.94%	4.18%	3.61%	3.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	747	92	78	83	59	31	31	50	14	27	20	12	22	26	30	28	40	24	40	40					
		8.89%	12.99%	11.02%	13.17%	7.90%	10.54%	6.34%	6.90%	5.60%	7.36%	8.37%	3.83%	9.09%	6.50%	9.43%	6.06%	11.27%	10.04%	9.64%	8.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	0	3	4	2	0	3	1	0	2	1	0	0	2	2	1	0	4	4	1					
		0.36%	0.00%	0.42%	0.63%	0.27%	0.00%	0.61%	0.14%	0.00%	0.54%	0.42%	0.00%	0.00%	0.50%	0.63%	0.22%	0.00%	1.67%	0.96%	0.20%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6331	520	479	411	570	233	384	580	183	289	170	274	193	324	255	350	265	162	293	396					
		75.38%	73.45%	67.66%	65.24%	76.31%	79.25%	78.53%	80.00%	73.20%	78.75%	71.13%	87.54%	79.75%	81.00%	80.19%	75.76%	74.65%	67.78%	70.60%	79.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	2	4	3	1	1	1	2	0	0	1	1	0	1	2	0	1	0	0	0					
		0.24%	0.28%	0.56%	0.48%	0.13%	0.34%	0.20%	0.28%	0.00%	0.00%	0.42%	0.32%	0.00%	0.25%	0.63%	0.00%	0.28%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
