Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Игринская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840					
1	"Число избирателей, внесенных в список избирателей"	33308	2300	918	1231	2314	2117	2288	2317	2294	1296	680	371	1220	1107	655	464	600	220	135	1137	1032	722	381	318	471	218	939	256	224	687	523	257	176	582	475	833	492	534	257	203	64					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29270	1840	740	990	1840	1740	1840	1890	1870	1010	520	330	1000	880	630	430	580	220	140	1150	1050	725	390	330	505	220	930	260	220	690	530	260	180	570	460	820	480	500	250	200	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17686	1116	372	489	1046	958	1175	1163	1262	756	383	189	627	482	443	331	306	125	107	657	616	458	244	213	273	137	537	177	137	313	383	180	137	428	298	417	242	249	122	124	14					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1614	60	24	34	72	80	42	41	37	17	27	27	30	45	16	27	64	21	8	167	105	42	25	39	46	29	64	11	13	53	26	17	25	34	35	30	36	70	25	4	46					
6	Число погашенных избирательных бюллетеней	9970	664	344	467	722	702	623	686	571	237	110	114	343	353	171	72	210	74	25	326	329	225	121	78	186	54	329	72	70	324	121	63	18	108	127	373	202	181	103	72	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1614	60	24	34	72	80	42	41	37	17	27	27	30	45	16	27	64	21	8	167	105	42	25	39	46	29	64	11	13	53	26	17	25	34	35	30	36	70	25	4	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17641	1116	372	489	1046	958	1175	1122	1261	754	383	189	626	482	443	331	306	125	107	657	616	458	244	213	273	137	537	177	137	313	383	180	137	428	298	417	242	249	122	124	14					
9	Число недействительных избирательных бюллетеней	337	23	7	15	28	27	23	17	31	11	4	2	9	12	4	5	3	3	2	15	19	9	4	3	3	3	6	1	0	6	2	4	2	10	2	8	2	6	4	1	1					
10	Число действительных избирательных бюллетеней	18918	1153	389	508	1090	1011	1194	1146	1267	760	406	214	647	515	455	353	367	143	113	809	702	491	265	249	316	163	595	187	150	360	407	193	160	452	331	439	276	313	143	127	59					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	494	11	13	3	8	11	20	23	42	13	13	3	4	8	6	8	4	8	10	20	30	10	10	12	25	12	27	7	0	10	18	20	15	6	10	7	10	25	7	5	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	487	11	13	3	8	11	20	22	41	12	13	3	4	8	6	8	4	8	10	20	30	10	10	12	25	12	27	7	0	10	16	20	15	5	10	7	10	24	7	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	170	4	2	4	3	3	5	20	6	5	1	1	8	15	2	3	3	3	2	2	5	4	4	1	4	0	11	0	1	2	5	5	3	2	6	2	4	6	0	3	10					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1787	155	48	62	98	107	139	129	143	89	55	26	71	31	34	18	25	6	5	87	64	27	16	21	17	13	50	11	5	29	27	11	7	17	20	45	13	35	16	12	3					
		9.28%	13.18%	12.12%	11.85%	8.77%	10.31%	11.42%	11.09%	11.02%	11.54%	13.41%	12.04%	10.82%	5.88%	7.41%	5.03%	6.76%	4.11%	4.35%	10.56%	8.88%	5.40%	5.95%	8.33%	5.33%	7.83%	8.32%	5.85%	3.33%	7.92%	6.60%	5.58%	4.32%	3.68%	6.01%	10.07%	4.68%	10.97%	10.88%	9.38%	5.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3460	213	88	111	201	207	261	244	227	133	78	49	157	134	67	62	58	15	11	108	117	58	39	38	58	34	126	26	29	64	64	33	15	57	35	91	42	55	21	27	7					
		17.97%	18.11%	22.22%	21.22%	17.98%	19.94%	21.45%	20.98%	17.49%	17.25%	19.02%	22.69%	23.93%	25.43%	14.60%	17.32%	15.68%	10.27%	9.57%	13.11%	16.23%	11.60%	14.50%	15.08%	18.18%	20.48%	20.97%	13.83%	19.33%	17.49%	15.65%	16.75%	9.26%	12.34%	10.51%	20.36%	15.11%	17.24%	14.29%	21.09%	11.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	144	8	4	3	5	9	13	13	9	11	3	3	5	3	0	3	5	0	0	5	5	1	1	3	2	1	5	3	0	2	2	1	1	1	2	4	3	2	2	0	1					
		0.75%	0.68%	1.01%	0.57%	0.45%	0.87%	1.07%	1.12%	0.69%	1.43%	0.73%	1.39%	0.76%	0.57%	0.00%	0.84%	1.35%	0.00%	0.00%	0.61%	0.69%	0.20%	0.37%	1.19%	0.63%	0.60%	0.83%	1.60%	0.00%	0.55%	0.49%	0.51%	0.62%	0.22%	0.60%	0.89%	1.08%	0.63%	1.36%	0.00%	1.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2845	172	41	58	138	162	225	264	234	175	68	35	109	54	34	56	43	40	9	126	154	87	21	13	32	24	111	11	7	51	30	31	29	41	19	57	25	31	10	10	8					
		14.78%	14.63%	10.35%	11.09%	12.34%	15.61%	18.49%	22.70%	18.03%	22.70%	16.59%	16.20%	16.62%	10.25%	7.41%	15.64%	11.62%	27.40%	7.83%	15.29%	21.36%	17.40%	7.81%	5.16%	10.03%	14.46%	18.47%	5.85%	4.67%	13.93%	7.33%	15.74%	17.90%	8.87%	5.71%	12.75%	8.99%	9.72%	6.80%	7.81%	13.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	186	14	4	7	8	9	21	19	19	12	7	4	8	4	5	2	0	0	0	6	8	3	2	3	0	0	6	2	0	3	1	0	0	1	2	1	2	0	0	2	1					
		0.97%	1.19%	1.01%	1.34%	0.72%	0.87%	1.73%	1.63%	1.46%	1.56%	1.71%	1.85%	1.22%	0.76%	1.09%	0.56%	0.00%	0.00%	0.00%	0.73%	1.11%	0.60%	0.74%	1.19%	0.00%	0.00%	0.99%	1.06%	0.00%	0.82%	0.24%	0.00%	0.00%	0.22%	0.60%	0.22%	0.72%	0.00%	0.00%	1.56%	1.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10421	586	201	266	637	515	528	471	626	333	193	97	295	287	312	209	236	82	88	477	350	313	186	171	207	91	294	134	109	209	282	117	108	333	253	239	190	187	94	76	39					
		54.12%	49.83%	50.76%	50.86%	56.98%	49.61%	43.39%	40.50%	48.23%	43.19%	47.07%	44.91%	44.97%	54.46%	67.97%	58.38%	63.78%	56.16%	76.52%	57.89%	48.54%	62.60%	69.14%	67.86%	64.89%	54.82%	48.92%	71.28%	72.67%	57.10%	68.95%	59.39%	66.67%	72.08%	75.98%	53.47%	68.35%	58.62%	63.95%	59.38%	65.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	75	5	3	1	3	2	7	6	9	7	2	0	2	2	3	3	0	0	0	0	4	2	0	0	0	0	3	0	0	2	1	0	0	2	0	2	1	3	0	0	0					
		0.39%	0.43%	0.76%	0.19%	0.27%	0.19%	0.58%	0.52%	0.69%	0.91%	0.49%	0.00%	0.30%	0.38%	0.65%	0.84%	0.00%	0.00%	0.00%	0.00%	0.55%	0.40%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.55%	0.24%	0.00%	0.00%	0.43%	0.00%	0.45%	0.36%	0.94%	0.00%	0.00%	0.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
