Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Оричевская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23876	872	290	571	756	791	1158	574	677	342	481	188	452	301	272	1304	245	329	235	1734	274	835	1116	753	478	432	1438	1302	1236	848	713	531	797	1551									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23430	850	280	570	740	770	1100	570	670	340	480	190	450	300	270	1300	240	340	230	1750	280	820	1100	670	470	430	1400	1300	1100	850	720	550	800	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9664	358	113	259	289	283	467	162	361	151	192	59	136	19	104	447	124	131	137	664	100	312	555	499	112	161	721	566	455	335	279	181	282	650									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1199	25	3	27	72	127	87	73	17	54	44	13	66	108	76	27	9	18	6	3	31	22	5	26	19	14	36	18	68	28	33	9	21	14									
6	Число погашенных избирательных бюллетеней	12567	467	164	284	379	360	546	335	292	135	244	118	248	173	90	826	107	191	87	1083	149	486	540	145	339	255	643	716	577	487	408	360	497	836									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1199	25	3	27	72	127	87	73	17	54	44	13	66	108	76	27	9	18	6	3	31	22	5	26	19	14	36	18	68	28	33	9	21	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9660	358	113	259	289	283	467	162	361	151	192	59	136	19	104	447	124	131	137	664	100	312	554	499	112	161	718	566	455	335	279	181	282	650									
9	Число недействительных избирательных бюллетеней	329	20	3	14	11	4	19	9	12	4	2	1	12	0	7	13	8	5	8	13	0	10	14	18	7	8	17	29	19	3	18	5	6	10									
10	Число действительных избирательных бюллетеней	10530	363	113	272	350	406	535	226	366	201	234	71	190	127	173	461	125	144	135	654	131	324	545	507	124	167	737	555	504	360	294	185	297	654									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	15	5	15	10	10	15	10	10	5	10	5	5	5	10	15	5	10	25	25	5	10	15	20	5	5	15	25	15	10	5	5	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	217	12	2	12	6	7	6	4	5	1	6	3	2	0	10	8	2	9	8	22	1	5	5	10	0	4	13	10	9	7	4	4	8	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	190	11	6	6	5	13	10	12	1	2	3	1	1	1	6	2	2	0	14	9	2	9	6	22	1	4	7	1	11	8	2	9	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	153	3	3	3	4	3	9	6	5	4	4	2	3	5	0	7	3	1	17	3	4	5	10	10	5	1	2	15	6	3	1	1	2	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	0	0	1	2	4	1	1	2	0	0	3	2	2	4	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	137	6	0	5	5	4	1	2	4	1	1	1	4	1	0	3	0	4	2	22	0	2	6	12	1	0	15	7	11	8	0	2	4	3									
