Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Сергиевская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	35033	1138	237	248	2510	2201	2023	294	192	570	546	924	2095	1917	2149	2169	2245	1868	1649	1024	300	1503	1033	209	211	334	266	478	362	556	279	380	499	668	676	151	1129									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35210	1140	250	270	2420	2170	2000	290	210	570	560	940	2090	1970	2120	2190	2260	1850	1660	1040	300	1530	1040	210	230	350	290	490	360	590	300	390	490	680	690	150	1120									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24960	765	185	199	1619	1541	1461	169	128	385	385	605	1539	1483	1595	1544	1634	1458	1108	743	165	970	676	152	136	235	177	279	241	399	210	319	409	429	574	92	951									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2705	107	17	16	172	60	86	16	27	42	135	110	67	85	78	196	43	65	67	244	48	89	62	26	17	55	51	75	15	58	28	48	69	214	69	26	122									
6	Число погашенных избирательных бюллетеней	7545	268	48	55	629	569	453	105	55	143	40	225	484	402	447	450	583	327	485	53	87	471	302	32	77	60	62	136	104	133	62	23	12	37	47	32	47									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2705	107	17	16	172	60	86	16	27	42	135	110	67	85	78	196	43	65	67	244	48	89	62	26	17	55	51	75	15	58	28	48	69	214	69	26	122									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	24960	765	185	199	1619	1541	1461	169	128	385	385	605	1539	1483	1595	1544	1634	1458	1108	743	165	970	676	152	136	235	177	279	241	399	210	319	409	429	574	92	951									
9	Число недействительных избирательных бюллетеней	347	11	0	7	2	18	23	5	2	5	0	19	36	6	22	0	26	21	18	4	5	39	5	0	10	3	0	10	11	11	5	0	0	0	17	0	6									
10	Число действительных избирательных бюллетеней	27318	861	202	208	1789	1583	1524	180	153	422	520	696	1570	1562	1651	1740	1651	1502	1157	983	208	1020	733	178	143	287	228	344	245	446	233	367	478	643	626	118	1067									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	643	19	4	5	36	37	34	5	4	11	10	31	35	28	31	37	49	32	26	18	5	28	18	4	7	9	10	13	6	10	5	7	8	22	17	3	19									
