Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Дятьковская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376					
1	"Число избирателей, внесенных в списки избирателей"	61989	2380	2563	1679	1261	2778	2632	1707	802	2024	855	2239	2796	2886	234	55	99	1564	1953	330	2538	2434	95	569	35	2046	2046	1955	2186	1248	169	54	58	247	188	1169	323	442	1577	238	1688	2229	2046	2038	2063	1471					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59850	2250	2450	1650	1200	2700	2550	1650	770	1970	820	2200	2700	2700	300	59	123	1500	1900	320	2450	2370	97	580	31	1950	1950	1850	2100	1200	160	50	60	240	180	1100	310	420	1550	220	1650	2100	2000	1970	2000	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29892	1092	1089	661	550	1301	1266	727	371	907	318	916	1399	1349	205	36	48	612	870	173	1003	925	67	283	19	1376	1245	860	950	628	94	22	42	111	120	650	103	284	967	114	793	1138	1113	1177	1119	799					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3663	159	102	127	50	71	134	99	41	105	80	170	60	32	0	2	17	136	109	47	260	216	0	68	7	219	294	107	117	50	0	25	10	51	28	28	94	44	83	12	96	122	39	38	59	55					
6	Число погашенных избирательных бюллетеней	26295	999	1259	862	600	1328	1150	824	358	958	422	1114	1241	1319	95	21	58	752	921	100	1187	1229	30	229	5	355	411	883	1033	522	66	3	8	78	32	422	113	92	500	94	761	840	848	755	822	596					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3663	159	102	127	50	71	134	99	41	105	80	170	60	32	0	2	17	136	109	47	260	216	0	68	7	219	294	107	117	50	0	25	10	51	28	28	94	44	83	12	96	122	39	38	59	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29851	1092	1089	661	550	1301	1266	727	371	907	318	916	1398	1349	205	36	48	612	870	173	1001	925	67	283	19	1376	1245	860	950	628	94	22	42	111	120	650	103	284	967	114	793	1138	1113	1139	1119	799					
9	Число недействительных избирательных бюллетеней	303	14	6	3	5	5	12	8	2	6	4	10	11	10	5	1	0	4	4	1	5	8	0	0	0	14	12	12	8	2	0	0	0	0	0	9	2	1	4	0	6	30	25	40	10	4					
10	Число действительных избирательных бюллетеней	33211	1237	1185	785	595	1367	1388	818	410	1006	394	1076	1447	1371	200	37	65	744	975	219	1256	1133	67	351	26	1581	1527	955	1059	676	94	47	52	162	148	669	195	327	1046	126	883	1230	1127	1137	1168	850					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	753	23	30	10	10	30	20	10	5	14	10	30	30	30	0	8	15	20	20	10	27	27	5	26	3	20	20	20	30	15	10	3	3	5	5	10	7	7	20	5	20	30	30	30	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	409	15	14	4	5	8	15	7	5	7	2	15	24	24	0	5	15	3	16	9	24	27	1	26	0	12	11	1	5	15	4	0	0	0	2	10	1	2	20	0	4	7	6	16	13	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	274	11	7	10	2	11	18	6	3	6	2	6	12	10	3	6	3	6	4	3	2	1	1	3	8	11	30	4	4	3	5	2	2	2	4	7	3	3	4	6	4	9	5	7	9	6					
14	Число погашенных неиспользованных открепительных удостоверений	344	8	16	6	5	22	5	3	0	7	8	15	6	6	0	3	0	17	4	1	3	0	4	0	3	8	9	19	25	0	6	3	3	5	3	0	6	5	0	5	16	23	24	14	17	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	70	2	0	1	0	5	3	3	0	1	1	3	5	3	0	3	8	1	1	0	3	1	0	1	0	2	2	1	3	1	0	1	0	1	0	0	1	0	5	0	1	1	1	1	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	432	17	17	8	23	26	21	11	5	15	3	17	23	25	2	1	1	9	10	2	10	9	1	13	0	8	10	5	7	9	7	0	0	2	1	10	0	7	21	1	11	8	11	16	22	7					
		1.29%	1.36%	1.43%	1.02%	3.83%	1.90%	1.50%	1.33%	1.21%	1.48%	0.75%	1.57%	1.58%	1.81%	0.98%	2.63%	1.54%	1.20%	1.02%	0.91%	0.79%	0.79%	1.49%	3.70%	0.00%	0.50%	0.65%	0.52%	0.66%	1.33%	7.45%	0.00%	0.00%	1.23%	0.68%	1.47%	0.00%	2.13%	2.00%	0.79%	1.24%	0.63%	0.95%	1.36%	1.87%	0.82%					
19	2.Всероссийская политическая партия «Гражданская Сила»	217	8	9	6	6	15	20	6	4	9	1	11	21	15	1	1	0	3	3	0	7	4	0	1	0	9	3	4	5	4	0	1	0	0	0	6	1	0	9	0	2	6	4	5	4	3					
		0.65%	0.64%	0.76%	0.76%	1.00%	1.09%	1.43%	0.73%	0.97%	0.89%	0.25%	1.01%	1.44%	1.09%	0.49%	2.63%	0.00%	0.40%	0.31%	0.00%	0.56%	0.35%	0.00%	0.28%	0.00%	0.56%	0.19%	0.41%	0.47%	0.59%	0.00%	2.13%	0.00%	0.00%	0.00%	0.88%	0.51%	0.00%	0.86%	0.00%	0.22%	0.48%	0.35%	0.42%	0.34%	0.35%					
20	3.Политическая партия «Демократическая партия России»	25	1	0	0	1	2	2	1	1	2	0	1	1	2	0	0	0	1	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0					
		0.07%	0.08%	0.00%	0.00%	0.17%	0.15%	0.14%	0.12%	0.24%	0.20%	0.00%	0.09%	0.07%	0.14%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.16%	0.09%	0.00%	0.00%	0.00%	0.13%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.09%	0.08%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5419	248	229	106	115	286	277	139	67	182	71	209	286	277	48	5	4	134	159	23	132	136	16	45	4	186	188	176	180	65	4	4	3	14	15	96	47	61	95	9	161	232	190	154	182	159					
		16.17%	19.82%	19.23%	13.45%	19.17%	20.85%	19.79%	16.83%	16.26%	17.98%	17.84%	19.24%	19.62%	20.06%	23.41%	13.16%	6.15%	17.91%	16.24%	10.45%	10.47%	11.92%	23.88%	12.82%	15.38%	11.66%	12.22%	18.20%	16.87%	9.59%	4.26%	8.51%	5.77%	8.64%	10.14%	14.16%	23.86%	18.60%	9.05%	7.14%	18.11%	18.41%	16.49%	13.08%	15.45%	18.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	145	7	5	4	7	10	12	1	2	6	5	3	18	7	1	0	0	4	4	0	8	2	0	3	0	0	4	2	4	1	0	0	0	0	0	5	0	0	1	0	0	1	10	5	2	1					
		0.43%	0.56%	0.42%	0.51%	1.17%	0.73%	0.86%	0.12%	0.49%	0.59%	1.26%	0.28%	1.23%	0.51%	0.49%	0.00%	0.00%	0.53%	0.41%	0.00%	0.63%	0.18%	0.00%	0.85%	0.00%	0.00%	0.26%	0.21%	0.37%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.10%	0.00%	0.00%	0.08%	0.87%	0.42%	0.17%	0.12%					
23	6.Политическая партия «Партия социальной справедливости»	54	3	3	3	0	1	2	0	1	2	0	2	6	2	0	0	0	2	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	3	0	2	4	2	3	4	3					
		0.16%	0.24%	0.25%	0.38%	0.00%	0.07%	0.14%	0.00%	0.24%	0.20%	0.00%	0.18%	0.41%	0.14%	0.00%	0.00%	0.00%	0.27%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.13%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.29%	0.00%	0.22%	0.32%	0.17%	0.25%	0.34%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	2222	79	68	47	28	84	95	56	34	70	26	59	96	90	14	2	6	53	76	4	80	63	5	23	2	120	108	75	76	32	4	0	2	7	9	49	3	12	71	13	64	84	86	88	106	53					
		6.63%	6.31%	5.71%	5.96%	4.67%	6.12%	6.79%	6.78%	8.25%	6.92%	6.53%	5.43%	6.58%	6.52%	6.83%	5.26%	9.23%	7.09%	7.76%	1.82%	6.34%	5.52%	7.46%	6.55%	7.69%	7.52%	7.02%	7.76%	7.12%	4.72%	4.26%	0.00%	3.85%	4.32%	6.08%	7.23%	1.52%	3.66%	6.76%	10.32%	7.20%	6.67%	7.47%	7.48%	8.99%	6.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2869	130	101	49	42	116	119	79	43	107	34	90	139	105	14	1	1	57	99	7	89	107	2	10	0	101	122	100	99	58	4	0	0	13	4	50	9	18	76	6	82	114	109	134	141	88					
		8.56%	10.39%	8.48%	6.22%	7.00%	8.45%	8.50%	9.56%	10.44%	10.57%	8.54%	8.29%	9.53%	7.60%	6.83%	2.63%	1.54%	7.62%	10.11%	3.18%	7.06%	9.38%	2.99%	2.85%	0.00%	6.33%	7.93%	10.34%	9.28%	8.55%	4.26%	0.00%	0.00%	8.02%	2.70%	7.37%	4.57%	5.49%	7.24%	4.76%	9.22%	9.05%	9.46%	11.38%	11.97%	10.30%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	201	12	7	4	8	6	11	9	3	8	2	6	10	11	1	0	0	4	4	1	8	6	2	0	0	7	4	4	4	2	1	0	0	1	1	2	1	1	2	1	8	9	9	9	10	2					
		0.60%	0.96%	0.59%	0.51%	1.33%	0.44%	0.79%	1.09%	0.73%	0.79%	0.50%	0.55%	0.69%	0.80%	0.49%	0.00%	0.00%	0.53%	0.41%	0.45%	0.63%	0.53%	2.99%	0.00%	0.00%	0.44%	0.26%	0.41%	0.37%	0.29%	1.06%	0.00%	0.00%	0.62%	0.68%	0.29%	0.51%	0.30%	0.19%	0.79%	0.90%	0.71%	0.78%	0.76%	0.85%	0.23%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21425	717	736	557	364	805	813	513	246	597	249	672	832	817	118	27	53	474	611	181	916	801	41	256	20	1142	1076	577	680	503	74	42	47	125	118	444	134	228	767	96	550	770	701	715	688	532					
		63.93%	57.31%	61.80%	70.69%	60.67%	58.67%	58.07%	62.11%	59.71%	58.99%	62.56%	61.88%	57.06%	59.16%	57.56%	71.05%	81.54%	63.37%	62.41%	82.27%	72.64%	70.20%	61.19%	72.93%	76.92%	71.60%	69.92%	59.67%	63.73%	74.19%	78.72%	89.36%	90.38%	77.16%	79.73%	65.49%	68.02%	69.51%	73.05%	76.19%	61.87%	61.11%	60.85%	60.75%	58.40%	62.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	202	15	10	1	1	16	16	3	4	8	3	6	15	20	1	0	0	3	8	1	4	4	0	0	0	5	9	11	4	2	0	0	0	0	0	6	0	0	1	0	2	2	4	7	8	2					
		0.60%	1.20%	0.84%	0.13%	0.17%	1.17%	1.14%	0.36%	0.97%	0.79%	0.75%	0.55%	1.03%	1.45%	0.49%	0.00%	0.00%	0.40%	0.82%	0.45%	0.32%	0.35%	0.00%	0.00%	0.00%	0.31%	0.58%	1.14%	0.37%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.10%	0.00%	0.22%	0.16%	0.35%	0.59%	0.68%	0.23%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
