Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Дятьковская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359					
1	"Число избирателей, внесенных в список избирателей"	61716	2598	2372	1649	1187	1392	1233	2562	1601	807	1897	894	2199	1793	1490	1798	109	1711	2080	370	2736	2582	115	688	2145	2136	1902	2006	1545	449	371	233	1379	330	571	1664	235	1704	2092	1750	1962	1908	1471					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61100	2250	2400	1600	1200	1402	1228	2450	1600	800	1920	870	2200	1800	1510	1820	115	1665	2070	350	2750	2550	110	660	2100	2150	1900	2000	1530	450	360	220	1400	320	570	1700	230	1710	2040	1750	1950	1900	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29662	990	1133	607	601	735	608	1235	693	407	898	468	936	977	784	927	64	626	857	162	929	915	88	347	1187	1108	856	1060	834	205	135	136	724	96	349	879	161	685	919	957	1144	1414	826					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3716	487	84	88	48	45	57	145	63	36	41	33	121	37	17	25	12	106	122	32	344	273	0	61	81	228	135	98	52	11	75	55	93	82	49	70	17	77	102	57	35	86	36					
6	Число погашенных избирательных бюллетеней	27722	773	1183	905	551	622	563	1070	844	357	981	369	1143	786	709	868	39	933	1091	156	1477	1362	22	252	832	814	909	842	644	234	150	29	583	142	172	751	52	948	1019	736	771	400	638					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3715	487	84	88	48	45	57	145	63	36	41	33	121	37	17	25	12	106	122	32	344	273	0	61	81	228	135	98	52	11	75	55	93	81	49	70	17	77	102	57	35	86	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29559	990	1133	607	601	735	608	1235	693	407	897	460	936	977	784	927	64	626	857	162	929	913	88	347	1187	1108	856	1060	834	205	135	136	724	96	349	878	161	685	918	956	1141	1328	826					
9	Число недействительных избирательных бюллетеней	506	23	26	12	10	7	12	22	8	7	11	4	13	16	14	18	0	6	16	0	10	13	0	8	26	20	8	11	23	2	1	1	13	0	3	21	0	9	48	21	7	24	12					
10	Число действительных избирательных бюллетеней	32768	1454	1191	683	639	773	653	1358	748	436	927	489	1044	998	787	934	76	726	963	194	1263	1173	88	400	1242	1316	983	1147	863	214	209	190	804	177	395	927	178	753	972	992	1169	1390	850					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	17	14	9	3	15	7	22	7	5	24	3	9	15	7	13	2	4	11	1	41	30	1	8	16	13	4	19	12	1	4	1	16	1	27	13	1	14	17	19	8	9	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	480	17	14	9	3	15	7	22	7	5	24	3	9	15	7	13	2	4	11	1	41	30	1	8	16	13	4	19	12	1	4	1	16	1	27	13	1	14	17	19	8	9	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	797	10	18	8	8	49	31	119	53	19	20	36	16	9	6	14	9	24	16	17	38	56	2	7	6	9	33	37	4	2	5	17	8	7	7	5	4	4	9	1	35	11	8					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	220	7	9	7	5	3	5	17	4	2	13	3	5	13	13	10	14	1	4	0	6	1	0	2	0	3	5	0	0	5	4	0	9	1	11	6	0	4	6	5	5	7	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
