Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Панкрушихинская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207					
1	"Число избирателей, внесенных в списки"	12335	2744	1552	672	890	270	492	165	537	282	574	114	874	114	542	302	837	142	440	467	325					
2	"Число бюллетеней, полученных участковыми комиссиями"	12261	2714	1512	654	894	276	478	161	538	283	566	136	886	112	543	306	828	143	443	464	324					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7438	1383	707	396	630	211	331	111	362	199	397	93	533	94	344	211	495	86	292	334	229					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	661	92	98	30	39	4	19	7	30	35	60	0	19	4	23	13	88	37	26	21	16					
6	Число погашенных бюллетеней	4162	1239	707	228	225	61	128	43	146	49	109	43	334	14	176	82	245	20	125	109	79					
7	Число бюллетеней в переносных ящиках для голосования	661	92	98	30	39	4	19	7	30	35	60	0	19	4	23	13	88	37	26	21	16					
8	Число бюллетеней в стационарных ящиках для голосования	7437	1382	707	396	630	211	331	111	362	199	397	93	533	94	344	211	495	86	292	334	229					
9	Число недействительных бюллетеней	95	12	10	4	2	4	5	0	8	0	0	0	9	0	12	0	8	0	7	9	5					
10	Число действительных бюллетеней	8003	1462	795	422	667	211	345	118	384	234	457	93	543	98	355	224	575	123	311	346	240					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	11	11	5	5	3	5	3	5	3	5	3	7	3	5	3	7	3	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	5	5	0	5	0	2	0	2	0	0	0	1	1	0	0	0	0	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	14	4	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1					
14	Число погашенных открепительных удостоверений	73	6	6	5	0	3	3	3	3	3	5	3	6	2	5	3	7	3	1	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
