Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Добринская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443					
1	"Число избирателей, внесенных в список"	30200	2388	2307	1869	917	269	380	101	657	1003	263	551	400	356	762	253	1623	681	519	482	1143	229	308	390	613	302	373	312	228	421	216	555	888	255	948	337	264	1521	1629	375	94	173	643	339	1069	626	168					
2	Число полученных избирательных бюллетеней	30132	2366	2314	1881	916	263	380	101	649	999	263	578	410	351	762	254	1599	686	521	490	1098	216	307	382	611	302	372	301	224	418	217	553	882	253	936	343	265	1535	1638	367	93	168	646	334	1093	622	173					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21394	1435	1533	1520	671	184	270	70	483	852	153	386	202	233	605	149	1190	523	415	402	1044	205	262	329	420	232	239	213	113	211	123	432	493	114	612	175	177	1054	1106	297	79	84	396	257	865	483	103					
5	"Число избирательных бюллетеней, выданных вне помещения"	3993	267	227	51	7	50	95	29	116	108	93	106	156	88	59	67	257	67	30	35	47	11	30	22	136	41	75	54	94	189	81	81	125	68	186	91	64	66	70	26	10	65	170	48	88	97	50					
6	Число погашенных избирательных бюллетеней	4745	664	554	310	238	29	15	2	50	39	17	86	52	30	98	38	152	96	76	53	7	0	15	31	55	29	58	34	17	18	13	40	264	71	138	77	24	415	462	44	4	19	80	29	140	42	20					
7	Число избирательных бюллетеней в переносных ящиках	3993	267	227	51	7	50	95	29	116	108	93	106	156	88	59	67	257	67	30	35	47	11	30	22	136	41	75	54	94	189	81	81	125	68	186	91	64	66	70	26	10	65	170	48	88	97	50					
8	Число бюллетеней в стационарных ящиках для голосования	21394	1435	1533	1520	671	184	270	70	483	852	153	386	202	233	605	149	1190	523	415	402	1044	205	262	329	420	232	239	213	113	211	123	432	493	114	612	175	177	1054	1106	297	79	84	396	257	865	483	103					
9	Число недействительных избирательных бюллетеней	469	178	13	8	6	7	0	1	0	9	3	12	3	4	18	4	8	5	0	0	73	0	4	9	6	3	0	5	1	1	1	2	8	3	3	3	1	14	14	3	2	1	5	2	9	14	3					
10	Число действительных избирательных бюллетеней	24918	1524	1747	1563	672	227	365	98	599	951	243	480	355	317	646	212	1439	585	445	437	1018	216	288	342	550	270	314	262	206	399	203	511	610	179	795	263	240	1106	1162	320	87	148	561	303	944	566	150					
11	Число полученных открепительных  удостоверений	599	29	20	15	15	10	10	10	15	15	10	15	10	10	20	10	20	15	15	10	20	10	10	10	10	10	10	10	10	10	10	15	20	10	20	10	10	15	20	10	10	10	15	10	15	10	5					
12	Число выданных открепительных удостоверений	95	23	20	7	8	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	10	7	0	0	0	3	0	8	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	97	8	2	2	1	0	1	1	0	4	0	2	2	2	0	2	4	1	1	1	1	1	0	0	2	0	1	0	1	4	1	2	6	3	9	2	2	6	7	0	1	1	3	2	2	3	3					
14	Число неиспользованных открепительных удостоверений	504	6	0	8	7	9	8	10	15	15	10	15	10	10	20	10	20	15	15	9	20	10	9	10	10	9	9	10	10	9	10	15	20	10	20	10	10	5	13	10	10	10	12	10	7	10	4					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	525	35	41	13	12	4	4	3	10	29	11	3	3	11	10	1	18	12	5	7	38	7	4	5	10	14	5	10	3	5	0	11	11	3	24	6	2	30	41	7	3	3	12	3	22	11	3					
