Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Смоленская 176																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №801	УИК №802									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15480	362	1762	448	2758	405	298	1546	421	1737	516	357	648	622	1406	306	920	968									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14677	350	1700	440	2500	370	280	1552	400	1700	500	340	570	625	1300	300	850	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5556	60	655	138	1079	96	178	655	159	548	219	118	327	224	526	88	277	209									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	656	52	80	17	47	47	10	49	44	63	10	48	20	27	75	39	9	19									
6	Число погашенных избирательных бюллетеней	8465	238	965	285	1374	227	92	848	197	1089	271	174	223	374	699	173	564	672									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	655	52	80	17	47	47	10	49	44	63	10	48	20	27	75	39	8	19									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5503	60	651	138	1079	96	178	606	159	548	219	118	327	224	526	88	277	209									
9	Число недействительных избирательных бюллетеней	127	1	21	2	16	1	13	5	1	9	5	5	12	9	15	2	4	6									
10	Число действительных избирательных бюллетеней	6031	111	710	153	1110	142	175	650	202	602	224	161	335	242	586	125	281	222									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	163	2	35	4	35	4	2	9	5	13	4	6	8	4	10	2	11	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	120	1	27	3	21	1	2	9	2	12	4	1	8	4	9	2	7	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	2	27	5	42	2	6	8	8	4	4	1	7	4	15	4	11	7									
14	Число погашенных неиспользованных открепительных удостоверений	43	1	8	1	14	3	0	0	3	1	0	5	0	0	1	0	4	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	3	0	2	0	0	0	0	0	0	0	0	2	1	0	1	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	103	1	13	5	23	3	6	8	3	5	2	1	2	4	7	0	12	8									
		1.67%	0.89%	1.78%	3.23%	2.04%	2.10%	3.19%	1.22%	1.48%	0.82%	0.87%	0.60%	0.58%	1.59%	1.16%	0.00%	4.21%	3.51%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	147	2	24	4	18	3	4	20	10	23	4	1	7	7	9	0	7	4									
		2.39%	1.79%	3.28%	2.58%	1.60%	2.10%	2.13%	3.05%	4.93%	3.76%	1.75%	0.60%	2.02%	2.79%	1.50%	0.00%	2.46%	1.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	143	1	20	2	24	5	6	14	5	15	7	3	7	7	15	1	9	2									
		2.32%	0.89%	2.74%	1.29%	2.13%	3.50%	3.19%	2.14%	2.46%	2.45%	3.06%	1.81%	2.02%	2.79%	2.50%	0.79%	3.16%	0.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2858	40	340	73	467	63	107	331	69	260	100	97	192	114	318	79	112	96									
		46.41%	35.71%	46.51%	47.10%	41.47%	44.06%	56.91%	50.53%	33.99%	42.55%	43.67%	58.43%	55.33%	45.42%	52.91%	62.20%	39.30%	42.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	0	4	0	10	1	2	7	1	4	0	1	2	2	6	0	2	2									
		0.71%	0.00%	0.55%	0.00%	0.89%	0.70%	1.06%	1.07%	0.49%	0.65%	0.00%	0.60%	0.58%	0.80%	0.99%	0.00%	0.70%	0.88%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	2	0	3	0	1	1	0	0	0	1	4	0	0	0	2	2									
		0.26%	0.00%	0.27%	0.00%	0.27%	0.00%	0.53%	0.15%	0.00%	0.00%	0.00%	0.60%	1.15%	0.00%	0.00%	0.00%	0.70%	0.88%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1450	29	165	42	314	25	31	159	60	161	59	40	70	49	108	22	73	43									
		23.55%	25.89%	22.57%	27.10%	27.89%	17.48%	16.49%	24.27%	29.56%	26.35%	25.76%	24.10%	20.17%	19.52%	17.97%	17.32%	25.61%	18.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	2	2	0	3	2	1	2	3	0	0	0	0	1	5	1	2	4									
		0.45%	1.79%	0.27%	0.00%	0.27%	1.40%	0.53%	0.31%	1.48%	0.00%	0.00%	0.00%	0.00%	0.40%	0.83%	0.79%	0.70%	1.75%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	3	5	0	10	3	2	10	0	6	3	0	2	0	7	0	3	6									
		0.97%	2.68%	0.68%	0.00%	0.89%	2.10%	1.06%	1.53%	0.00%	0.98%	1.31%	0.00%	0.58%	0.00%	1.16%	0.00%	1.05%	2.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	1									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.60%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.40%	0.17%	0.00%	0.00%	0.44%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	0	10	0	15	6	1	3	3	3	3	1	1	1	6	2	8	2									
		1.06%	0.00%	1.37%	0.00%	1.33%	4.20%	0.53%	0.46%	1.48%	0.49%	1.31%	0.60%	0.29%	0.40%	0.99%	1.57%	2.81%	0.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	907	30	103	20	172	25	7	79	41	106	40	14	43	52	79	18	34	44									
		14.73%	26.79%	14.09%	12.90%	15.28%	17.48%	3.72%	12.06%	20.20%	17.35%	17.47%	8.43%	12.39%	20.72%	13.14%	14.17%	11.93%	19.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	1	7	0	6	1	2	1	2	8	0	0	2	1	9	0	3	2									
		0.73%	0.89%	0.96%	0.00%	0.53%	0.70%	1.06%	0.15%	0.99%	1.31%	0.00%	0.00%	0.58%	0.40%	1.50%	0.00%	1.05%	0.88%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	158	2	15	7	45	5	2	15	5	11	5	2	3	3	16	2	14	6									
		2.57%	1.79%	2.05%	4.52%	3.99%	3.50%	1.06%	2.29%	2.46%	1.80%	2.18%	1.20%	0.86%	1.20%	2.66%	1.57%	4.91%	2.63%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
