Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Курск, Железнодорожная"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №1155									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	55385	1940	1920	1370	2565	1307	1363	2487	1077	1867	2130	2078	2000	1468	2006	1857	1912	1991	1888	2251	1995	1603	2052	1123	2252	1705	2305	606	1959	2559	94	1555	74	26									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46965	1650	1650	1150	2150	1100	1150	2120	870	1590	1800	1780	1720	1230	1680	1590	1630	1680	1600	1930	1720	1330	1750	960	1850	1420	1960	500	1690	2190	95	1300	80	50									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23575	735	767	523	1066	528	455	1056	558	824	983	906	914	643	938	865	820	965	945	991	787	680	782	493	880	486	722	244	934	1146	82	831	0	26									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	989	16	42	23	13	19	16	27	12	18	49	68	29	23	26	27	18	12	11	81	13	37	51	39	30	41	50	57	15	33	12	7	74	0									
6	Число погашенных избирательных бюллетеней	22401	899	841	604	1071	553	679	1037	300	748	768	806	777	564	716	698	792	703	644	858	920	613	917	428	940	893	1188	199	741	1011	1	462	6	24									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	989	16	42	23	13	19	16	27	12	18	49	68	29	23	26	27	18	12	11	81	13	37	51	39	30	41	50	57	15	33	12	7	74	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23569	735	767	521	1065	528	455	1056	558	824	982	906	914	643	938	865	819	965	945	991	787	680	782	493	880	486	722	244	934	1146	82	830	0	26									
9	Число недействительных избирательных бюллетеней	724	27	19	19	36	21	12	45	17	24	19	31	24	17	37	23	21	38	27	32	29	27	20	26	21	14	20	13	23	19	5	17	0	1									
10	Число действительных избирательных бюллетеней	23834	724	790	525	1042	526	459	1038	553	818	1012	943	919	649	927	869	816	939	929	1040	771	690	813	506	889	513	752	288	926	1160	89	820	74	25									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	784	25	30	30	36	20	32	40	15	36	25	25	25	20	25	25	25	25	25	30	25	15	20	15	25	40	30	10	30	40	0	20	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	707	25	30	26	35	16	28	39	14	30	25	22	21	20	25	25	19	17	18	28	20	15	18	15	24	34	26	7	29	39	0	17	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	934	19	13	14	39	17	12	36	65	35	25	11	10	50	51	17	30	19	57	13	24	42	19	9	94	70	37	12	16	23	0	38	0	17									
14	Число погашенных неиспользованных открепительных удостоверений	77	0	0	4	1	4	4	1	1	6	0	3	4	0	0	0	6	8	7	2	5	0	2	0	1	6	4	3	1	1	0	3	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	162	5	5	1	5	4	5	10	1	4	8	4	4	2	8	6	8	3	10	4	4	4	7	3	10	7	8	10	3	6	0	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	344	4	13	5	25	13	9	12	6	9	22	10	10	7	12	12	10	17	18	16	10	7	8	8	14	6	8	2	14	17	1	17	2	0									
		1.40%	0.53%	1.61%	0.92%	2.32%	2.38%	1.91%	1.11%	1.05%	1.07%	2.13%	1.03%	1.06%	1.05%	1.24%	1.35%	1.19%	1.74%	1.88%	1.49%	1.25%	0.98%	0.96%	1.50%	1.54%	1.14%	1.04%	0.66%	1.48%	1.44%	1.06%	2.03%	2.70%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	826	30	29	20	31	15	14	33	23	28	26	22	33	21	40	30	35	36	43	32	33	29	31	11	24	12	23	13	32	37	3	33	3	1									
		3.36%	3.99%	3.58%	3.68%	2.88%	2.74%	2.97%	3.05%	4.04%	3.33%	2.52%	2.26%	3.50%	3.15%	4.15%	3.36%	4.18%	3.68%	4.50%	2.99%	4.13%	4.04%	3.72%	2.07%	2.64%	2.28%	2.98%	4.32%	3.37%	3.14%	3.19%	3.94%	4.05%	3.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	450	24	17	12	22	7	14	21	9	15	17	20	14	18	16	21	5	24	17	11	10	12	9	14	15	10	14	4	21	25	0	9	3	0									
		1.83%	3.20%	2.10%	2.21%	2.04%	1.28%	2.97%	1.94%	1.58%	1.78%	1.65%	2.05%	1.48%	2.70%	1.66%	2.35%	0.60%	2.46%	1.78%	1.03%	1.25%	1.67%	1.08%	2.63%	1.65%	1.90%	1.81%	1.33%	2.21%	2.12%	0.00%	1.08%	4.05%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10461	293	288	223	404	200	211	439	258	361	423	448	445	300	418	356	339	385	416	534	338	327	391	266	427	263	325	122	383	449	54	330	36	9									
		42.60%	39.01%	35.60%	40.99%	37.48%	36.56%	44.80%	40.54%	45.26%	42.87%	41.03%	45.99%	47.19%	45.05%	43.36%	39.91%	40.50%	39.41%	43.51%	49.81%	42.25%	45.61%	46.94%	50.00%	46.92%	49.91%	42.10%	40.53%	40.36%	38.08%	57.45%	39.43%	48.65%	34.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	295	11	5	7	25	16	3	12	10	12	10	12	12	12	5	10	8	11	7	9	8	7	8	4	11	6	7	0	13	17	0	16	0	1									
		1.20%	1.46%	0.62%	1.29%	2.32%	2.93%	0.64%	1.11%	1.75%	1.43%	0.97%	1.23%	1.27%	1.80%	0.52%	1.12%	0.96%	1.13%	0.73%	0.84%	1.00%	0.98%	0.96%	0.75%	1.21%	1.14%	0.91%	0.00%	1.37%	1.44%	0.00%	1.91%	0.00%	3.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	0	0	3	0	0	12	1	0	1	0	1	0	4	1	0	0	2	0	0	1	1	0	4	1	1	0	4	0	0	1	0	0									
		0.16%	0.13%	0.00%	0.00%	0.28%	0.00%	0.00%	1.11%	0.18%	0.00%	0.10%	0.00%	0.11%	0.00%	0.41%	0.11%	0.00%	0.00%	0.21%	0.00%	0.00%	0.14%	0.12%	0.00%	0.44%	0.19%	0.13%	0.00%	0.42%	0.00%	0.00%	0.12%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3768	111	128	75	152	99	81	170	79	117	169	136	155	90	140	128	134	111	149	163	123	112	142	74	176	99	139	53	149	173	10	115	11	5									
		15.34%	14.78%	15.82%	13.79%	14.10%	18.10%	17.20%	15.70%	13.86%	13.90%	16.39%	13.96%	16.44%	13.51%	14.52%	14.35%	16.01%	11.36%	15.59%	15.21%	15.38%	15.62%	17.05%	13.91%	19.34%	18.79%	18.01%	17.61%	15.70%	14.67%	10.64%	13.74%	14.86%	19.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	140	3	10	3	12	3	1	7	2	8	4	3	6	8	8	6	6	3	2	2	4	2	2	6	6	2	3	1	6	5	2	4	0	0									
		0.57%	0.40%	1.24%	0.55%	1.11%	0.55%	0.21%	0.65%	0.35%	0.95%	0.39%	0.31%	0.64%	1.20%	0.83%	0.67%	0.72%	0.31%	0.21%	0.19%	0.50%	0.28%	0.24%	1.13%	0.66%	0.38%	0.39%	0.33%	0.63%	0.42%	2.13%	0.48%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	238	8	16	5	9	9	7	12	5	2	13	8	12	5	5	11	7	5	5	12	7	10	11	5	6	7	5	2	9	13	0	7	0	0									
		0.97%	1.07%	1.98%	0.92%	0.83%	1.65%	1.49%	1.11%	0.88%	0.24%	1.26%	0.82%	1.27%	0.75%	0.52%	1.23%	0.84%	0.51%	0.52%	1.12%	0.88%	1.39%	1.32%	0.94%	0.66%	1.33%	0.65%	0.66%	0.95%	1.10%	0.00%	0.84%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	1	1	1	0	2	0	0	0	1	1	0	1	0	0	2	0	0	0	5	1	1	1	2	3	2	0	1	0	1	0	0	0	0									
		0.11%	0.13%	0.12%	0.18%	0.00%	0.37%	0.00%	0.00%	0.00%	0.12%	0.10%	0.00%	0.11%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.47%	0.13%	0.14%	0.12%	0.38%	0.33%	0.38%	0.00%	0.33%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	346	15	17	12	27	5	11	17	11	8	9	17	2	6	14	10	16	17	7	13	8	3	12	12	11	9	11	1	9	23	0	11	1	1									
		1.41%	1.99%	2.10%	2.21%	2.50%	0.91%	2.34%	1.57%	1.93%	0.95%	0.87%	1.75%	0.21%	0.90%	1.45%	1.12%	1.91%	1.74%	0.73%	1.21%	1.00%	0.42%	1.44%	2.26%	1.21%	1.71%	1.42%	0.33%	0.95%	1.95%	0.00%	1.31%	1.35%	3.85%									
