Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Красненская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10195	408	585	188	639	129	852	419	1706	199	162	529	171	263	661	1079	169	423	97	133	447	174	93	669									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10251	406	589	193	642	128	855	418	1704	195	161	541	170	269	662	1090	175	430	97	132	457	175	97	665									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7313	305	335	118	446	89	680	364	1003	155	101	434	124	182	512	740	122	306	84	101	361	115	61	575									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1660	72	158	56	155	32	92	42	173	25	55	52	41	55	101	211	31	80	8	18	56	48	27	72									
6	Число погашенных избирательных бюллетеней	1278	29	96	19	41	7	83	12	528	15	5	55	5	32	49	139	22	44	5	13	40	12	9	18									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1660	72	158	56	155	32	92	42	173	25	55	52	41	55	101	211	31	80	8	18	56	48	27	72									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7312	305	335	118	446	89	680	364	1003	155	101	434	124	182	512	739	122	306	84	101	361	115	61	575									
9	Число недействительных избирательных бюллетеней	111	0	3	2	17	0	4	11	16	3	0	17	0	0	3	11	0	1	6	1	11	1	2	2									
10	Число действительных избирательных бюллетеней	8861	377	490	172	584	121	768	395	1160	177	156	469	165	237	610	939	153	385	86	118	406	162	86	645									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	10	5	15	5	5	5	25	5	5	10	5	5	10	19	5	6	5	5	10	5	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	153	3	7	4	15	1	5	4	25	0	5	10	2	5	10	19	5	6	0	2	10	5	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	5	1	2	1	2	1	3	13	4	3	1	1	2	5	1	2	2	2	3	3	2	2	5									
14	Число погашенных неиспользованных открепительных удостоверений	37	7	3	1	0	4	0	1	0	5	0	0	3	0	0	0	0	0	5	3	0	0	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	3	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	45	2	2	1	4	0	14	0	6	0	0	0	1	2	1	5	0	3	0	0	3	0	0	1									
		0.50%	0.53%	0.41%	0.57%	0.67%	0.00%	1.81%	0.00%	0.51%	0.00%	0.00%	0.00%	0.61%	0.84%	0.16%	0.53%	0.00%	0.78%	0.00%	0.00%	0.72%	0.00%	0.00%	0.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	151	0	12	1	12	1	15	8	39	2	0	6	2	2	6	26	1	5	1	2	3	0	2	5									
		1.68%	0.00%	2.43%	0.57%	1.99%	0.83%	1.94%	1.97%	3.32%	1.11%	0.00%	1.23%	1.21%	0.84%	0.98%	2.74%	0.65%	1.30%	1.09%	1.68%	0.72%	0.00%	2.27%	0.77%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	81	0	4	0	2	0	3	1	30	1	1	8	0	4	3	17	1	1	1	0	0	0	0	4									
		0.90%	0.00%	0.81%	0.00%	0.33%	0.00%	0.39%	0.25%	2.55%	0.56%	0.64%	1.65%	0.00%	1.69%	0.49%	1.79%	0.65%	0.26%	1.09%	0.00%	0.00%	0.00%	0.00%	0.62%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6922	339	350	146	499	103	572	335	669	152	130	347	145	191	521	685	125	299	71	102	360	153	76	552									
		77.15%	89.92%	70.99%	83.91%	83.03%	85.12%	74.09%	82.51%	56.89%	84.44%	83.33%	71.40%	87.88%	80.59%	84.99%	72.11%	81.70%	77.46%	77.17%	85.71%	86.33%	93.87%	86.36%	85.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	1	0	1	0	5	1	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.16%	0.00%	0.20%	0.00%	0.17%	0.00%	0.65%	0.25%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	1	0	0	0	2	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.20%	0.00%	0.00%	0.00%	0.26%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	696	17	49	8	32	8	76	15	166	10	7	62	4	12	25	93	8	36	7	10	21	1	3	26									
		7.76%	4.51%	9.94%	4.60%	5.32%	6.61%	9.84%	3.69%	14.12%	5.56%	4.49%	12.76%	2.42%	5.06%	4.08%	9.79%	5.23%	9.33%	7.61%	8.40%	5.04%	0.61%	3.41%	4.02%									
