Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Хилокская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313					
1	"Число избирателей, внесенных в списки избирателей"	24241	2344	1966	1324	1974	1448	116	428	1300	1494	1090	211	150	262	956	1908	609	173	149	1402	102	897	1057	811	883	1083	104					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23138	2200	1900	1300	1900	1400	114	423	1200	1400	1000	201	144	263	900	1900	612	173	153	1300	102	850	1000	800	800	1000	103					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13673	1214	1092	751	968	759	101	326	519	665	762	177	144	175	630	1025	384	142	97	759	84	547	663	473	557	572	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	802	88	48	27	45	15	0	10	90	81	48	6	0	22	37	41	25	16	7	17	0	52	62	12	22	31	0					
6	Число погашенных избирательных бюллетеней	8663	898	760	522	887	626	13	87	591	654	190	18	0	66	233	834	203	15	49	524	18	251	275	315	221	397	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	802	88	48	27	45	15	0	10	90	81	48	6	0	22	37	41	25	16	7	17	0	52	62	12	22	31	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13667	1214	1092	749	968	759	101	326	519	665	761	177	144	175	629	1025	384	142	97	759	84	547	663	473	556	571	87					
9	Число недействительных избирательных бюллетеней	233	16	22	12	15	28	3	6	6	5	6	1	2	6	14	17	14	3	4	10	0	8	20	7	1	7	0					
10	Число действительных избирательных бюллетеней	14236	1286	1118	764	998	746	98	330	603	741	803	182	142	191	652	1049	395	155	100	766	84	591	705	478	577	595	87					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	380	40	30	20	20	15	5	10	15	15	20	5	5	15	15	30	10	5	5	15	5	15	20	15	10	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	184	34	28	15	15	11	0	2	6	2	4	0	0	5	13	18	2	0	0	3	0	7	6	4	8	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	173	29	9	14	12	8	2	3	5	4	5	4	1	3	8	8	3	3	1	9	1	2	4	18	7	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	196	6	2	5	5	4	5	8	9	13	16	5	5	10	2	12	8	5	5	12	5	8	14	11	2	14	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	272	24	35	15	25	13	0	8	11	10	13	6	10	5	14	13	6	8	4	5	1	11	15	7	5	7	1					
		1.88%	1.84%	3.07%	1.93%	2.47%	1.68%	0.00%	2.38%	1.81%	1.34%	1.61%	3.28%	6.94%	2.54%	2.10%	1.22%	1.47%	5.06%	3.85%	0.64%	1.19%	1.84%	2.07%	1.44%	0.87%	1.16%	1.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	5	5	2	0	1	0	1	0	2	2	0	3	0	1	7	3	1	1	2	3	1	1	0	0	2	0					
		0.30%	0.38%	0.44%	0.26%	0.00%	0.13%	0.00%	0.30%	0.00%	0.27%	0.25%	0.00%	2.08%	0.00%	0.15%	0.66%	0.73%	0.63%	0.96%	0.26%	3.57%	0.17%	0.14%	0.00%	0.00%	0.33%	0.00%					
20	3.Политическая партия «Демократическая партия России»	20	0	0	0	2	1	0	0	0	0	2	1	0	0	2	0	3	1	0	3	0	2	2	0	1	0	0					
		0.14%	0.00%	0.00%	0.00%	0.20%	0.13%	0.00%	0.00%	0.00%	0.00%	0.25%	0.55%	0.00%	0.00%	0.30%	0.00%	0.73%	0.63%	0.00%	0.39%	0.00%	0.33%	0.28%	0.00%	0.17%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	953	94	85	47	55	45	10	24	38	51	24	16	5	15	40	66	28	7	5	68	11	59	51	28	55	25	1					
		6.59%	7.22%	7.46%	6.06%	5.43%	5.81%	9.90%	7.14%	6.24%	6.84%	2.97%	8.74%	3.47%	7.61%	6.01%	6.19%	6.85%	4.43%	4.81%	8.76%	13.10%	9.85%	7.03%	5.77%	9.52%	4.15%	1.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	29	4	3	0	3	3	0	1	3	4	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0					
		0.20%	0.31%	0.26%	0.00%	0.30%	0.39%	0.00%	0.30%	0.49%	0.54%	0.25%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	2	3	1	2	0	0	0	2	3	2	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0					
		0.14%	0.15%	0.26%	0.13%	0.20%	0.00%	0.00%	0.00%	0.33%	0.40%	0.25%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.63%	0.00%	0.26%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2528	264	231	147	194	127	11	18	69	116	201	39	0	28	127	148	82	9	33	183	12	116	113	73	98	89	0					
		17.47%	20.28%	20.26%	18.94%	19.15%	16.41%	10.89%	5.36%	11.33%	15.55%	24.85%	21.31%	0.00%	14.21%	19.07%	13.88%	20.05%	5.70%	31.73%	23.58%	14.29%	19.37%	15.59%	15.05%	16.96%	14.78%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	909	131	115	84	41	55	0	6	38	30	38	6	1	5	69	115	23	1	21	35	1	17	24	16	16	18	3					
		6.28%	10.06%	10.09%	10.82%	4.05%	7.11%	0.00%	1.79%	6.24%	4.02%	4.70%	3.28%	0.69%	2.54%	10.36%	10.79%	5.62%	0.63%	20.19%	4.51%	1.19%	2.84%	3.31%	3.30%	2.77%	2.99%	3.45%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	113	18	9	10	5	9	1	0	7	5	4	0	0	1	6	8	2	1	1	4	1	2	2	8	6	3	0					
		0.78%	1.38%	0.79%	1.29%	0.49%	1.16%	0.99%	0.00%	1.15%	0.67%	0.49%	0.00%	0.00%	0.51%	0.90%	0.75%	0.49%	0.63%	0.96%	0.52%	1.19%	0.33%	0.28%	1.65%	1.04%	0.50%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9302	735	629	453	671	490	76	271	431	519	511	113	121	137	389	689	248	125	35	460	55	382	495	345	393	447	82					
		64.29%	56.45%	55.18%	58.38%	66.24%	63.31%	75.25%	80.65%	70.77%	69.57%	63.16%	61.75%	84.03%	69.54%	58.41%	64.63%	60.64%	79.11%	33.65%	59.28%	65.48%	63.77%	68.28%	71.13%	67.99%	74.25%	94.25%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	47	9	3	5	0	2	0	1	4	1	4	1	1	0	3	3	0	0	0	3	0	1	2	0	3	1	0					
		0.32%	0.69%	0.26%	0.64%	0.00%	0.26%	0.00%	0.30%	0.66%	0.13%	0.49%	0.55%	0.69%	0.00%	0.45%	0.28%	0.00%	0.00%	0.00%	0.39%	0.00%	0.17%	0.28%	0.00%	0.52%	0.17%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
