Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Вадинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419					
1	"Число избирателей, внесенных в список избирателей"	7952	368	280	262	343	398	418	285	493	534	374	587	332	430	534	283	212	464	378	291	452	234					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8095	391	290	274	347	387	432	284	507	537	387	581	328	436	561	298	222	466	379	301	453	234					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3619	146	103	114	183	214	214	100	265	259	206	303	183	190	224	110	82	175	132	139	175	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1532	100	79	71	63	37	31	75	50	64	44	47	44	111	100	75	47	143	116	53	119	63					
6	Число погашенных избирательных бюллетеней	2944	145	108	89	101	136	187	109	192	214	137	231	101	135	237	113	93	148	131	109	159	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1531	100	79	71	63	37	31	75	50	64	44	47	44	111	100	75	47	142	116	53	119	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3619	146	103	114	183	214	214	100	265	259	206	303	183	190	224	110	82	175	132	139	175	102					
9	Число недействительных избирательных бюллетеней	91	2	3	1	2	2	4	0	4	3	4	6	5	2	2	1	26	4	3	10	6	1					
10	Число действительных избирательных бюллетеней	5059	244	179	184	244	249	241	175	311	320	246	344	222	299	322	184	103	313	245	182	288	164					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	263	15	10	15	10	15	18	10	15	15	10	15	15	10	15	10	10	15	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	202	15	10	10	7	13	17	6	10	11	10	10	15	5	11	8	5	12	10	10	5	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	2	4	3	4	5	4	5	0	5	2	4	3	3	1	1	3	6	3	2	4	4					
14	Число погашенных неиспользованных открепительных удостоверений	61	0	0	5	3	2	1	4	5	4	0	5	0	5	4	2	5	3	0	0	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	497	25	25	9	25	28	24	26	24	33	31	30	20	30	25	24	16	26	23	12	27	14					
		9.65%	10.16%	13.74%	4.86%	10.16%	11.16%	9.80%	14.86%	7.62%	10.22%	12.40%	8.57%	8.81%	9.97%	7.72%	12.97%	12.40%	8.20%	9.27%	6.25%	9.18%	8.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	605	29	19	23	26	44	48	19	37	56	31	42	26	45	21	27	16	23	23	10	24	16					
		11.75%	11.79%	10.44%	12.43%	10.57%	17.53%	19.59%	10.86%	11.75%	17.34%	12.40%	12.00%	11.45%	14.95%	6.48%	14.59%	12.40%	7.26%	9.27%	5.21%	8.16%	9.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	2	2	2	5	1	3	0	2	3	3	1	0	2	3	1	0	1	3	1	3	2					
		0.78%	0.81%	1.10%	1.08%	2.03%	0.40%	1.22%	0.00%	0.63%	0.93%	1.20%	0.29%	0.00%	0.66%	0.93%	0.54%	0.00%	0.32%	1.21%	0.52%	1.02%	1.21%					
