Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Вадинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425					
1	"Число избирателей, внесенных в списки избирателей"	8240	377	295	359	373	397	281	468	530	373	592	307	304	472	314	244	279	613	275	510	405	202	270					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8290	370	300	370	370	400	300	480	550	390	590	310	300	460	320	240	270	620	280	500	400	200	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4230	162	115	211	226	245	124	260	301	228	357	194	184	217	131	129	141	308	125	226	141	76	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1933	127	92	60	39	23	88	79	69	61	38	32	69	185	92	68	89	175	97	133	148	82	87					
6	Число погашенных избирательных бюллетеней	2127	81	93	99	105	132	88	141	180	101	195	84	47	58	97	43	40	137	58	141	111	42	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1933	127	92	60	39	23	88	79	69	61	38	32	69	185	92	68	89	175	97	133	148	82	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4229	162	115	211	226	245	124	259	301	228	357	194	184	217	131	129	141	308	125	226	141	76	129					
9	Число недействительных избирательных бюллетеней	130	12	5	9	1	6	1	6	5	0	9	7	8	14	4	16	3	8	2	7	0	0	7					
10	Число действительных избирательных бюллетеней	6032	277	202	262	264	262	211	332	365	289	386	219	245	388	219	181	227	475	220	352	289	158	209					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	299	9	9	19	20	21	19	19	19	21	27	19	9	9	9	9	9	9	9	7	9	9	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	246	9	9	19	12	19	18	19	19	21	7	10	9	9	9	9	0	9	9	3	9	9	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	1	3	4	1	6	1	1	1	2	4	2	4	4	3	4	4	2	3	3	5	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	53	0	0	0	8	2	1	0	0	0	20	9	0	0	0	0	9	0	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	110	8	4	3	4	1	4	2	5	3	3	2	7	11	6	1	3	11	9	5	8	6	4					
		1.79%	2.77%	1.93%	1.11%	1.51%	0.37%	1.89%	0.59%	1.35%	1.04%	0.76%	0.88%	2.77%	2.74%	2.69%	0.51%	1.30%	2.28%	4.05%	1.39%	2.77%	3.80%	1.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	18	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	5	0	2	1	1	0					
		0.29%	0.35%	0.48%	0.37%	0.00%	0.00%	0.47%	0.00%	0.27%	0.35%	0.25%	0.44%	0.00%	0.00%	0.45%	0.00%	0.00%	1.04%	0.00%	0.56%	0.35%	0.63%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	1	0	0	1					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.45%	0.00%	0.87%	0.00%	0.00%	0.28%	0.00%	0.00%	0.46%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	764	38	21	28	28	17	15	27	36	26	55	30	12	50	39	13	20	102	42	86	35	25	19					
