Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Калининская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333					
1	"Число избирателей, внесенных в список избирателей"	44747	1670	1343	232	896	644	422	530	1041	446	325	380	303	464	1205	517	2275	621	403	750	1095	620	1065	232	298	865	780	348	528	1616	957	784	316	995	1292	598	1415	1238	491	305	531	230	596	978	313	149	302	801	404	1740	173	1632	1599	641	1910	1853	590					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42647	1600	1300	227	800	650	400	500	1050	400	300	300	300	400	1200	500	2300	600	300	700	1100	600	1000	200	250	800	700	300	500	1600	900	800	300	900	1200	600	1300	1200	400	300	500	200	500	900	300	100	250	800	400	1700	170	1600	1600	600	1900	1800	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16814	757	526	2	273	191	188	191	447	114	120	115	85	158	549	207	1075	276	203	220	238	254	387	96	121	284	295	113	133	532	410	296	115	373	439	197	562	475	153	96	138	61	205	294	128	90	103	274	158	675	47	778	747	219	714	680	237					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3293	99	75	214	120	79	45	58	35	74	59	49	46	48	17	75	73	31	2	103	50	82	142	53	44	53	67	25	64	65	12	35	21	63	141	70	92	7	30	18	89	30	80	99	19	6	32	81	46	62	42	27	34	44	53	75	38					
6	Число погашенных избирательных бюллетеней	22539	744	699	11	407	380	167	251	568	212	121	136	169	194	634	218	1152	293	95	377	812	264	471	51	85	463	338	162	303	1003	478	469	164	464	620	333	646	718	216	186	273	109	215	507	153	4	115	445	196	963	81	795	819	337	1133	1045	275					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3293	99	75	214	120	79	45	58	35	74	59	49	46	48	17	75	73	31	2	103	50	82	142	53	44	53	67	25	64	65	12	35	21	63	141	70	92	7	30	18	89	30	80	99	19	6	32	81	46	62	42	27	34	44	53	75	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16812	757	526	2	273	191	188	191	447	114	120	115	85	158	549	207	1075	276	203	220	238	254	387	96	121	284	295	113	133	532	410	296	115	373	439	197	562	475	153	96	138	61	205	294	128	90	103	274	158	675	47	777	746	219	714	680	237					
9	Число недействительных избирательных бюллетеней	286	11	7	2	6	1	4	0	8	2	1	2	1	3	10	2	12	2	0	5	2	4	4	0	1	4	7	5	1	15	5	2	3	8	5	2	10	12	3	1	3	2	5	4	0	3	4	8	1	7	0	21	5	12	12	15	11					
10	Число действительных избирательных бюллетеней	19819	845	594	214	387	269	229	249	474	186	178	162	130	203	556	280	1136	305	205	318	286	332	525	149	164	333	355	133	196	582	417	329	133	428	575	265	644	470	180	113	224	89	280	389	147	93	131	347	203	730	89	783	775	251	755	740	264					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	666	31	20	1	8	8	13	8	13	2	5	12	4	8	13	13	82	9	3	14	11	7	12	7	3	7	15	5	2	20	15	4	6	8	13	15	12	12	13	6	10	5	2	11	8	1	4	12	10	15	3	25	21	5	23	32	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	537	30	11	0	7	3	8	6	13	1	3	10	3	8	11	6	79	8	2	10	8	6	12	1	3	6	14	3	1	16	9	4	2	7	13	11	12	9	3	6	7	3	2	11	8	0	4	12	7	15	2	25	18	2	15	22	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	670	40	16	9	2	4	0	8	9	7	5	2	1	1	24	14	57	3	12	26	9	22	4	2	7	6	8	4	8	15	5	2	8	64	48	8	39	8	6	1	7	7	5	16	11	2	3	18	2	15	3	8	18	11	6	6	18					
14	Число погашенных неиспользованных открепительных удостоверений	129	1	9	1	1	5	5	2	0	1	2	2	1	0	2	7	3	1	1	4	3	1	0	6	0	1	1	2	1	4	6	0	4	1	0	4	0	3	10	0	3	2	0	0	0	1	0	0	3	0	1	0	3	3	8	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	1	2	0	0	3	0	0	1	1	0	0	0	2	2	0	3	2	0	2	1	0	2	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3968	219	116	39	82	44	40	35	103	20	37	33	15	49	150	42	245	58	31	67	52	50	105	17	32	62	44	19	23	79	78	70	14	74	131	53	104	117	53	21	43	22	36	73	24	18	26	63	29	106	12	170	160	51	227	243	42					
		19.74%	25.58%	19.30%	18.06%	20.87%	16.30%	17.17%	14.06%	21.37%	10.64%	20.67%	20.12%	11.45%	23.79%	26.50%	14.89%	21.34%	18.89%	15.12%	20.74%	18.06%	14.88%	19.85%	11.41%	19.39%	18.40%	12.15%	13.77%	11.68%	13.23%	18.48%	21.15%	10.29%	16.97%	22.59%	19.85%	15.90%	24.27%	28.96%	18.42%	18.94%	24.18%	12.63%	18.58%	16.33%	18.75%	19.26%	17.75%	14.22%	14.38%	13.48%	21.14%	20.51%	19.39%	29.60%	32.19%	15.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2797	85	82	39	54	53	39	37	48	22	35	21	12	16	71	39	174	49	34	26	39	39	65	31	30	52	55	18	34	95	70	76	22	66	60	51	82	78	23	33	23	13	32	50	16	21	28	33	36	148	21	115	103	40	81	61	21					
