Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Шалинская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №422	УИК №423					
1	"Число избирателей, внесенных в списки"	43211	1392	1378	1029	1279	1877	1617	2232	1167	2236	1537	1709	1868	2732	2501	1657	2218	1251	1195	585	1450	1704	783	1112	1571	2597	1253	1281					
2	"Число бюллетеней, полученных участковыми комиссиями"	39671	1384	632	1029	706	1464	1617	1694	1167	2236	1537	1709	1902	2253	1924	1657	1963	1251	1438	519	1450	1146	783	1112	1950	2597	1451	1100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37637	1384	632	1029	706	1464	1617	1694	1167	2236	1522	1240	1868	2107	1924	1657	1923	1251	1103	519	1450	1089	710	834	1571	2597	1253	1090					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	1994	0	0	0	0	0	0	0	0	0	15	469	34	146	0	0	0	0	335	0	0	57	73	278	379	0	198	10					
7	Число бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	37659	1384	632	1029	706	1464	1617	1694	1167	2236	1522	1240	1858	2107	1924	1657	1963	1251	1095	519	1450	1089	710	834	1571	2597	1253	1090					
9	Число недействительных бюллетеней	412	14	0	0	0	0	0	26	0	0	14	7	3	16	6	3	0	13	31	0	0	0	5	3	220	0	24	27					
10	Число действительных бюллетеней	37247	1370	632	1029	706	1464	1617	1668	1167	2236	1508	1233	1855	2091	1918	1654	1963	1238	1064	519	1450	1089	705	831	1351	2597	1229	1063					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	30	25	25	30	30	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	200	30	25	25	30	30	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	103	0	0	0	0	4	7	20	26	0	0	10	1	0	0	1	0	0	0	0	0	0	2	28	0	0	0	4					
		0.27%	0.0%	0.0%	0.0%	0.0%	0.27%	0.43%	1.18%	2.22%	0.0%	0.0%	0.80%	0.05%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	3.35%	0.0%	0.0%	0.0%	0.36%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3780	419	82	0	245	666	150	10	88	333	401	71	165	267	205	170	124	25	125	0	0	0	4	12	123	0	89	6					
		10.03%	30.27%	12.97%	0.0%	34.70%	45.49%	9.27%	0.59%	7.54%	14.89%	26.34%	5.72%	8.88%	12.67%	10.65%	10.25%	6.31%	1.99%	11.41%	0.0%	0.0%	0.0%	0.56%	1.43%	7.82%	0.0%	7.10%	0.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	135	15	0	0	5	13	5	10	0	0	2	0	1	64	0	0	0	0	7	0	0	0	6	6	0	0	0	1					
		0.35%	1.08%	0.0%	0.0%	0.70%	0.88%	0.30%	0.59%	0.0%	0.0%	0.13%	0.0%	0.05%	3.03%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.84%	0.71%	0.0%	0.0%	0.0%	0.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	260	47	0	0	16	23	15	10	14	1	3	0	8	59	12	2	0	0	0	0	20	0	7	18	0	0	0	5					
		0.69%	3.39%	0.0%	0.0%	2.26%	1.57%	0.92%	0.59%	1.19%	0.04%	0.19%	0.0%	0.43%	2.80%	0.62%	0.12%	0.0%	0.0%	0.0%	0.0%	1.37%	0.0%	0.98%	2.15%	0.0%	0.0%	0.0%	0.45%					
22	"5. ""За Русь Святую"""	18	1	0	0	0	2	0	10	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0					
		0.04%	0.07%	0.0%	0.0%	0.0%	0.13%	0.0%	0.59%	0.0%	0.0%	0.06%	0.0%	0.05%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	1	0	0	0	2	0	10	13	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1					
