Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Завьяловская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
1	"Число избирателей, внесенных в списки"	17121	1966	2268	1865	253	867	593	1071	365	1263	1476	1013	740	469	1676	1236					
2	"Число бюллетеней, полученных участковыми комиссиями"	16929	1958	2241	1822	261	850	593	1052	364	1249	1443	981	728	469	1667	1251					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9656	983	1132	901	165	545	433	550	259	621	722	658	492	327	1083	785					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	792	43	37	116	14	34	6	66	15	74	210	38	21	24	37	57					
6	Число погашенных бюллетеней	6481	932	1072	805	82	271	154	436	90	554	511	285	215	118	547	409					
7	Число бюллетеней в переносных ящиках для голосования	792	43	37	116	14	34	6	66	15	74	210	38	21	24	37	57					
8	Число бюллетеней в стационарных ящиках для голосования	9645	983	1121	901	165	545	433	550	259	621	722	658	492	327	1083	785					
9	Число недействительных бюллетеней	118	13	14	14	1	3	5	6	4	2	8	9	4	10	20	5					
10	Число действительных бюллетеней	10319	1013	1144	1003	178	576	434	610	270	693	924	687	509	341	1100	837					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	23	27	22	3	11	7	11	4	14	16	11	9	8	20	14					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	6	8	3	0	0	1	0	1	6	0	1	5	0	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	2	2	2	1	0	2	2	2	2	2	1	4	1	1	3					
14	Число погашенных открепительных удостоверений	159	17	19	19	3	11	6	11	3	8	16	10	4	8	14	10					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	95	3	6	9	3	6	3	4	6	13	10	3	6	1	14	8					
		0.91%	0.29%	0.51%	0.88%	1.67%	1.03%	0.68%	0.64%	2.18%	1.87%	1.07%	0.43%	1.16%	0.28%	1.24%	0.95%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	219	37	47	24	2	17	2	11	3	13	19	8	2	4	18	12					
		2.09%	3.60%	4.05%	2.35%	1.11%	2.93%	0.45%	1.78%	1.09%	1.87%	2.03%	1.14%	0.38%	1.13%	1.60%	1.42%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	202	25	25	4	4	12	7	8	3	12	27	10	22	12	11	20					
		1.93%	2.43%	2.15%	0.39%	2.23%	2.07%	1.59%	1.29%	1.09%	1.72%	2.89%	1.43%	4.28%	3.41%	0.98%	2.37%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	127	23	35	28	1	1	1	1	1	5	4	7	5	0	5	10					
		1.21%	2.24%	3.02%	2.75%	0.55%	0.17%	0.22%	0.16%	0.36%	0.71%	0.42%	1.00%	0.97%	0.0%	0.44%	1.18%					
22	"5. ""За Русь Святую"""	27	5	7	3	0	0	0	0	0	2	2	2	0	1	0	5					
		0.25%	0.48%	0.60%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.21%	0.28%	0.0%	0.28%	0.0%	0.59%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	1	1	1	2	0	1	2	0	2	3	0	0	2	2	1					
		0.17%	0.09%	0.08%	0.09%	1.11%	0.0%	0.22%	0.32%	0.0%	0.28%	0.32%	0.0%	0.0%	0.56%	0.17%	0.11%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	4	2	5	1	1	0	0	2	2	1	3	0	0	2	2					
		0.23%	0.38%	0.17%	0.49%	0.55%	0.17%	0.0%	0.0%	0.72%	0.28%	0.10%	0.43%	0.0%	0.0%	0.17%	0.23%					
