Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Баксанская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №356					
1	"Число избирателей, внесенных в списки избирателей"	37801	1380	2746	1380	1219	1189	1203	1293	1277	1383	1486	1498	1588	1812	1712	1167	1136	952	915	1541	781	889	1178	1991	1222	2861	2002					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37792	1380	2746	1380	1219	1189	1203	1293	1277	1383	1486	1498	1588	1812	1712	1167	1136	952	915	1541	781	883	1178	1991	1219	2861	2002					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36164	1357	2713	1374	1201	1157	1178	1264	1251	1319	1411	1434	1507	1754	1652	1122	1082	788	738	1499	744	883	1119	1783	1195	2725	1914					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	760	0	0	0	0	10	10	14	3	0	30	23	32	0	9	14	30	135	151	0	15	0	26	148	24	56	30					
6	Число погашенных избирательных бюллетеней	868	23	33	6	18	22	15	15	23	64	45	41	49	58	51	31	24	29	26	42	22	0	33	60	0	80	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	760	0	0	0	0	10	10	14	3	0	30	23	32	0	9	14	30	135	151	0	15	0	26	148	24	56	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36164	1357	2713	1374	1201	1157	1178	1264	1251	1319	1411	1434	1507	1754	1652	1122	1082	788	738	1499	744	883	1119	1783	1195	2725	1914					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	36924	1357	2713	1374	1201	1167	1188	1278	1254	1319	1441	1457	1539	1754	1661	1136	1112	923	889	1499	759	883	1145	1931	1219	2781	1944					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	8	10	8	7	7	7	7	7	8	8	8	8	7	9	7	7	7	7	8	6	6	7	9	8	10	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	35	1	2	3	3	0	0	0	0	2	0	2	1	1	0	0	0	1	1	0	0	0	0	0	1	8	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	165	7	8	5	4	7	7	7	7	6	8	6	7	6	9	7	7	6	6	8	6	6	7	9	7	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
