Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Иглинская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №3463									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	37506	2246	2324	1613	2314	3067	1572	2264	953	922	939	1045	1511	1195	624	557	135	1073	457	818	568	802	1100	623	329	664	140	379	380	718	1488	268	556	871	234	1400	627	730									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34034	2048	2015	1440	2077	2644	1396	2023	886	845	860	949	1402	1060	540	512	134	974	421	737	534	738	993	642	294	609	139	347	347	744	1349	245	580	793	208	1294	567	648									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23060	677	1492	1155	1443	2447	1265	842	681	228	500	672	1242	908	356	244	89	602	344	217	246	566	334	349	283	580	97	206	101	517	1115	156	388	363	141	1082	532	600									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3709	44	44	19	41	38	12	18	155	71	200	126	42	53	153	233	26	229	67	223	222	141	134	147	11	2	10	116	227	113	151	89	104	264	38	120	20	6									
6	Число погашенных избирательных бюллетеней	7265	1327	479	266	593	159	119	1163	50	546	160	151	118	99	31	35	19	143	10	297	66	31	525	146	0	27	32	25	19	114	83	0	88	166	29	92	15	42									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3709	44	44	19	41	38	12	18	155	71	200	126	42	53	153	233	26	229	67	223	222	141	134	147	11	2	10	116	227	113	151	89	104	264	38	120	20	6									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23060	677	1492	1155	1443	2447	1265	842	681	228	500	672	1242	908	356	244	89	602	344	217	246	566	334	349	283	580	97	206	101	517	1115	156	388	363	141	1082	532	600									
9	Число недействительных избирательных бюллетеней	129	14	6	4	14	0	0	0	0	2	9	4	0	0	0	0	0	11	0	4	5	5	10	11	0	0	0	0	0	10	0	0	12	4	0	0	0	4									
10	Число действительных избирательных бюллетеней	26640	707	1530	1170	1470	2485	1277	860	836	297	691	794	1284	961	509	477	115	820	411	436	463	702	458	485	294	582	107	322	328	620	1266	245	480	623	179	1202	552	602									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	645	30	20	20	20	20	20	20	20	20	20	20	20	20	10	20	5	20	20	20	10	20	20	20	5	20	5	20	10	20	20	10	20	20	10	20	10	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	356	26	16	17	15	17	17	16	9	6	7	7	3	16	3	2	0	8	15	5	10	7	20	1	0	5	0	0	10	20	20	0	20	5	0	20	10	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	11	3	7	6	8	4	6	3	1	2	1	3	10	14	3	4	6	0	6	8	4	3	5	6	3	2	1	3	3	5	1	0	6	5	0	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	289	4	4	3	5	3	3	4	11	14	13	13	17	4	7	18	5	12	5	15	0	13	0	19	5	15	5	20	0	0	0	10	0	15	10	0	0	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	1	3	0	0	2	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	213	4	8	0	13	43	11	8	3	9	14	30	0	6	0	0	6	10	1	3	8	4	2	8	0	3	0	2	1	3	0	1	2	4	2	2	0	2									
		0.80%	0.55%	0.52%	0.00%	0.88%	1.73%	0.86%	0.93%	0.36%	3.01%	2.00%	3.76%	0.00%	0.62%	0.00%	0.00%	5.22%	1.20%	0.24%	0.68%	1.71%	0.57%	0.43%	1.61%	0.00%	0.52%	0.00%	0.62%	0.30%	0.48%	0.00%	0.41%	0.41%	0.64%	1.12%	0.17%	0.00%	0.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	650	30	31	7	46	132	8	36	17	16	21	18	13	8	2	13	0	19	10	30	10	11	26	14	7	27	2	13	8	14	0	0	20	20	8	2	1	10									
		2.43%	4.16%	2.02%	0.60%	3.10%	5.31%	0.63%	4.19%	2.03%	5.35%	3.00%	2.26%	1.01%	0.83%	0.39%	2.73%	0.00%	2.29%	2.43%	6.82%	2.14%	1.56%	5.56%	2.82%	2.38%	4.64%	1.87%	4.04%	2.44%	2.22%	0.00%	0.00%	4.07%	3.19%	4.47%	0.17%	0.18%	1.65%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	383	23	23	0	24	109	4	38	3	17	8	3	13	9	0	7	0	11	3	4	7	4	15	7	1	5	3	3	4	8	0	7	4	7	1	1	0	7									
		1.43%	3.19%	1.50%	0.00%	1.62%	4.39%	0.31%	4.42%	0.36%	5.69%	1.14%	0.38%	1.01%	0.94%	0.00%	1.47%	0.00%	1.32%	0.73%	0.91%	1.50%	0.57%	3.21%	1.41%	0.34%	0.86%	2.80%	0.93%	1.22%	1.27%	0.00%	2.86%	0.81%	1.12%	0.56%	0.08%	0.00%	1.16%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17044	383	694	548	905	1579	579	575	563	159	443	339	873	544	305	376	86	620	345	319	353	587	248	348	256	468	81	261	181	450	911	213	380	508	140	793	339	292									
		63.67%	53.12%	45.18%	46.68%	60.98%	63.54%	45.34%	66.86%	67.34%	53.18%	63.29%	42.48%	67.99%	56.61%	59.92%	78.83%	74.78%	74.61%	83.94%	72.50%	75.43%	83.03%	52.99%	70.16%	87.07%	80.41%	75.70%	81.06%	55.18%	71.43%	71.96%	86.94%	77.24%	81.02%	78.21%	65.97%	61.41%	48.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	163	7	5	0	1	88	0	3	1	4	5	0	0	6	2	0	0	14	1	0	2	2	3	1	0	5	1	0	0	6	0	0	0	3	0	1	0	2									
		0.61%	0.97%	0.33%	0.00%	0.07%	3.54%	0.00%	0.35%	0.12%	1.34%	0.71%	0.00%	0.00%	0.62%	0.39%	0.00%	0.00%	1.68%	0.24%	0.00%	0.43%	0.28%	0.64%	0.20%	0.00%	0.86%	0.93%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.48%	0.00%	0.08%	0.00%	0.33%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	1	1	0	5	31	1	2	0	2	0	9	0	1	0	0	0	3	0	1	0	4	4	0	0	2	1	0	1	1	0	0	0	1	2	1	0	0									
		0.28%	0.14%	0.07%	0.00%	0.34%	1.25%	0.08%	0.23%	0.00%	0.67%	0.00%	1.13%	0.00%	0.10%	0.00%	0.00%	0.00%	0.36%	0.00%	0.23%	0.00%	0.57%	0.85%	0.00%	0.00%	0.34%	0.93%	0.00%	0.30%	0.16%	0.00%	0.00%	0.00%	0.16%	1.12%	0.08%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3843	136	306	270	238	216	284	105	157	54	110	146	89	165	112	56	11	79	13	43	43	58	82	58	20	24	3	26	72	63	235	17	35	31	2	240	115	129									
		14.36%	18.86%	19.92%	22.99%	16.04%	8.69%	22.24%	12.21%	18.78%	18.06%	15.71%	18.30%	6.93%	17.17%	22.00%	11.74%	9.57%	9.51%	3.16%	9.77%	9.19%	8.20%	17.52%	11.69%	6.80%	4.12%	2.80%	8.07%	21.95%	10.00%	18.56%	6.94%	7.11%	4.94%	1.12%	19.97%	20.83%	21.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	69	4	3	0	12	24	2	3	0	0	3	0	0	1	0	0	0	1	0	0	3	2	3	4	1	0	0	0	0	1	0	1	0	0	0	1	0	0									
		0.26%	0.55%	0.20%	0.00%	0.81%	0.97%	0.16%	0.35%	0.00%	0.00%	0.43%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.64%	0.28%	0.64%	0.81%	0.34%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.41%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	136	4	3	0	0	36	2	0	0	4	3	56	0	2	0	0	0	4	2	0	0	1	5	1	1	2	0	0	1	5	0	0	1	1	1	1	0	0									
		0.51%	0.55%	0.20%	0.00%	0.00%	1.45%	0.16%	0.00%	0.00%	1.34%	0.43%	7.02%	0.00%	0.21%	0.00%	0.00%	0.00%	0.48%	0.49%	0.00%	0.00%	0.14%	1.07%	0.20%	0.34%	0.34%	0.00%	0.00%	0.30%	0.79%	0.00%	0.00%	0.20%	0.16%	0.56%	0.08%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	0	2	0	10	27	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	4	1	1	0	1									
		0.20%	0.00%	0.13%	0.00%	0.67%	1.09%	0.00%	0.12%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.64%	0.56%	0.08%	0.00%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	214	10	9	5	46	43	12	7	1	5	0	0	13	12	0	2	0	4	0	1	6	2	10	1	0	0	0	3	1	9	0	0	6	0	3	1	0	2									
		0.80%	1.39%	0.59%	0.43%	3.10%	1.73%	0.94%	0.81%	0.12%	1.67%	0.00%	0.00%	1.01%	1.25%	0.00%	0.42%	0.00%	0.48%	0.00%	0.23%	1.28%	0.28%	2.14%	0.20%	0.00%	0.00%	0.00%	0.93%	0.30%	1.43%	0.00%	0.00%	1.22%	0.00%	1.68%	0.08%	0.00%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2572	78	275	227	113	113	244	57	86	19	45	130	193	198	50	18	9	49	22	26	24	22	42	35	7	26	12	9	51	42	71	2	25	39	10	60	60	83									
		9.61%	10.82%	17.90%	19.34%	7.61%	4.55%	19.11%	6.63%	10.29%	6.35%	6.43%	16.29%	15.03%	20.60%	9.82%	3.77%	7.83%	5.90%	5.35%	5.91%	5.13%	3.11%	8.97%	7.06%	2.38%	4.47%	11.21%	2.80%	15.55%	6.67%	5.61%	0.82%	5.08%	6.22%	5.59%	4.99%	10.87%	13.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	1	1	0	6	14	0	14	0	4	2	33	26	1	2	1	0	1	3	2	1	1	0	3	0	0	0	0	0	2	0	0	0	1	1	2	0	1									
		0.46%	0.14%	0.07%	0.00%	0.40%	0.56%	0.00%	1.63%	0.00%	1.34%	0.29%	4.14%	2.02%	0.10%	0.39%	0.21%	0.00%	0.12%	0.73%	0.45%	0.21%	0.14%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.16%	0.56%	0.17%	0.00%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1103	26	169	113	51	30	130	11	5	4	35	30	64	8	36	4	3	4	11	7	6	4	17	5	1	19	4	5	8	16	49	4	6	4	8	96	37	73									
		4.12%	3.61%	11.00%	9.63%	3.44%	1.21%	10.18%	1.28%	0.60%	1.34%	5.00%	3.76%	4.98%	0.83%	7.07%	0.84%	2.61%	0.48%	2.68%	1.59%	1.28%	0.57%	3.63%	1.01%	0.34%	3.26%	3.74%	1.55%	2.44%	2.54%	3.87%	1.63%	1.22%	0.64%	4.47%	7.99%	6.70%	12.05%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
