Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Усть-Таркская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083					
1	"Число избирателей, внесенных в списки"	10463	484	60	73	84	656	107	81	104	389	209	563	142	138	324	142	65	282	76	236	73	322	77	115	216	130	82	1277	2070	258	453	91	296	75	92	408	112	101					
2	"Число бюллетеней, полученных участковыми комиссиями"	10436	491	60	76	85	650	110	85	94	390	221	570	140	140	320	140	65	285	75	240	75	325	80	121	215	130	85	1202	2050	270	440	100	300	75	95	410	121	105					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7471	414	45	71	60	380	79	74	92	286	164	330	105	112	286	128	46	233	62	183	73	236	72	97	173	114	80	720	1327	150	323	83	223	63	76	323	103	85					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	178	0	0	0	0	16	0	0	0	20	0	12	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	37	35	6	17	0	9	0	6	0	0	0					
6	Число погашенных бюллетеней	2784	76	15	5	25	254	31	11	2	84	57	228	35	28	34	12	19	52	13	41	2	89	8	24	38	16	5	443	688	114	100	17	68	12	13	87	18	20					
7	Число бюллетеней в переносных ящиках для голосования	178	0	0	0	0	16	0	0	0	20	0	12	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	37	35	6	17	0	9	0	6	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	7464	413	45	71	60	380	79	74	92	286	164	330	105	112	286	128	46	233	62	183	73	236	72	97	173	114	80	718	1325	150	321	83	223	63	76	323	103	85					
9	Число недействительных бюллетеней	144	12	0	0	0	16	2	0	0	1	5	7	0	1	4	1	0	3	0	11	0	15	1	0	0	1	0	15	16	5	11	1	8	1	3	4	0	0					
10	Число действительных бюллетеней	7498	401	45	71	60	380	77	74	92	305	159	335	105	111	282	127	46	230	62	188	73	221	71	97	177	113	80	740	1344	151	327	82	224	62	79	319	103	85					
