Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Куженерская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
1	"Число избирателей, внесенных в списки"	12333	594	640	788	397	484	845	467	500	223	596	724	472	587	416	1186	1165	1248	1001					
2	"Число бюллетеней, полученных участковыми комиссиями"	12325	587	613	793	404	491	848	478	509	223	582	732	476	592	433	1184	1135	1250	995					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6318	336	268	359	171	233	335	219	269	108	343	335	188	333	215	590	624	796	596					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1255	34	143	75	54	101	120	61	54	42	56	79	80	48	60	100	62	43	43					
6	Число погашенных бюллетеней	4752	217	202	359	179	157	393	198	186	73	183	318	208	211	158	494	449	411	356					
7	Число бюллетеней в переносных ящиках для голосования	1255	34	143	75	54	101	120	61	54	42	56	79	80	48	60	100	62	43	43					
8	Число бюллетеней в стационарных ящиках для голосования	6318	336	268	359	171	233	335	219	269	108	343	335	188	333	215	590	624	796	596					
9	Число недействительных бюллетеней	134	13	10	1	10	5	9	0	10	1	10	3	0	9	6	20	9	11	7					
10	Число действительных бюллетеней	7439	357	401	433	215	329	446	280	313	149	389	411	268	372	269	670	677	828	632					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	284	15	15	15	15	15	15	15	15	15	15	15	15	15	15	18	18	20	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	102	4	4	11	2	7	3	0	10	0	5	2	1	3	15	3	5	14	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	53	2	7	5	1	0	2	2	2	3	6	3	1	0	4	4	5	2	4					
14	Число погашенных открепительных удостоверений	182	11	11	4	13	8	12	15	5	15	10	13	14	12	0	15	13	6	5					
15	Число открепительных удостоверений выданных ТИК	12	1	0	1	0	0	1	0	0	0	0	0	0	1	0	3	2	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
