Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Советского района																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990					
1	"Число избирателей, внесенных в списки избирателей"	17543	1803	1767	1836	297	223	393	551	924	266	225	422	215	173	163	383	211	233	269	278	103	321	518	601	283	257	213	330	251	323	524	397	193	167	234	294	264	454	494	334	356					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16831	1738	1710	1755	281	217	380	532	883	252	214	411	197	166	159	367	203	226	259	271	95	311	502	580	277	245	202	326	252	323	504	379	185	153	231	262	254	434	430	325	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9026	948	973	798	213	142	257	222	495	139	124	184	107	64	87	204	94	85	149	147	61	174	179	407	98	139	106	189	176	133	248	244	102	84	117	128	144	212	260	166	227					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2904	90	69	148	30	59	81	230	73	43	38	87	35	56	35	66	61	104	71	55	29	57	192	62	94	43	72	68	13	125	89	58	40	60	55	105	40	69	33	72	97					
6	Число погашенных избирательных бюллетеней	4901	700	668	809	38	16	42	80	315	70	52	140	55	46	37	97	48	37	39	69	5	80	131	111	85	63	24	69	63	65	167	77	43	9	59	29	70	153	137	87	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2903	90	69	148	30	59	81	230	73	43	38	87	35	56	35	66	61	104	71	55	29	57	192	62	94	43	72	68	13	125	89	58	40	60	54	105	40	69	33	72	97					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9025	947	973	798	213	142	257	222	495	139	124	184	107	64	87	204	94	85	149	147	61	174	179	407	98	139	106	189	176	133	248	244	102	84	117	128	144	212	260	166	227					
9	Число недействительных избирательных бюллетеней	80	4	5	9	1	0	1	1	2	0	4	2	2	1	0	3	0	0	1	3	0	3	0	9	0	0	0	0	1	1	0	2	0	10	2	1	1	0	3	0	8					
10	Число действительных избирательных бюллетеней	11848	1033	1037	937	242	201	337	451	566	182	158	269	140	119	122	267	155	189	219	199	90	228	371	460	192	182	178	257	188	257	337	300	142	134	169	232	183	281	290	238	316					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	507	49	99	39	10	8	10	17	16	4	3	10	6	3	3	5	3	3	9	6	2	13	10	26	9	4	6	9	7	12	10	16	3	3	13	9	9	8	15	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	283	44	40	29	3	2	6	4	11	1	0	9	0	2	0	1	2	2	1	3	0	4	8	21	6	3	3	5	5	10	9	7	0	0	7	5	5	4	12	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	7	8	22	1	0	6	3	1	1	1	5	4	2	2	3	2	2	1	2	4	2	1	4	2	2	3	3	1	1	1	4	1	3	2	2	1	0	0	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	224	5	59	10	7	6	4	13	5	3	3	1	6	1	3	4	1	1	8	3	2	9	2	5	3	1	3	4	2	2	1	9	3	3	6	4	4	4	3	6	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	327	29	31	33	3	2	14	16	26	4	6	7	0	5	2	10	4	5	2	4	0	9	14	8	12	5	5	4	5	1	7	12	2	3	4	6	1	7	9	3	7					
		2.74%	2.80%	2.98%	3.49%	1.23%	0.99%	4.14%	3.54%	4.58%	2.20%	3.70%	2.58%	0.00%	4.17%	1.64%	3.70%	2.58%	2.65%	0.91%	1.98%	0.00%	3.90%	3.77%	1.71%	6.25%	2.75%	2.81%	1.56%	2.65%	0.39%	2.08%	3.97%	1.41%	2.08%	2.34%	2.58%	0.54%	2.49%	3.07%	1.26%	2.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	3	9	3	1	0	0	1	3	0	1	1	0	0	0	0	0	1	1	0	0	0	1	2	0	1	0	0	1	0	3	1	0	0	2	0	1	2	1	0	3					
		0.35%	0.29%	0.86%	0.32%	0.41%	0.00%	0.00%	0.22%	0.53%	0.00%	0.62%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.45%	0.00%	0.00%	0.00%	0.27%	0.43%	0.00%	0.55%	0.00%	0.00%	0.53%	0.00%	0.89%	0.33%	0.00%	0.00%	1.17%	0.00%	0.54%	0.71%	0.34%	0.00%	0.93%					
20	3.Политическая партия «Демократическая партия России»	26	2	1	0	2	0	0	0	5	1	0	0	0	1	0	5	0	1	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2					
		0.22%	0.19%	0.10%	0.00%	0.82%	0.00%	0.00%	0.00%	0.88%	0.55%	0.00%	0.00%	0.00%	0.83%	0.00%	1.85%	0.00%	0.53%	1.36%	0.00%	0.00%	0.00%	0.27%	0.21%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1211	141	126	154	8	10	32	59	57	14	14	43	8	20	14	21	8	14	21	7	3	15	76	52	23	7	8	14	30	10	35	18	3	12	7	22	13	21	36	19	16					
		10.15%	13.60%	12.09%	16.28%	3.29%	4.98%	9.47%	13.05%	10.04%	7.69%	8.64%	15.87%	5.63%	16.67%	11.48%	7.78%	5.16%	7.41%	9.55%	3.47%	3.33%	6.49%	20.49%	11.09%	11.98%	3.85%	4.49%	5.45%	15.87%	3.88%	10.39%	5.96%	2.11%	8.33%	4.09%	9.44%	7.07%	7.47%	12.29%	7.98%	4.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	2	4	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0					
		0.14%	0.19%	0.38%	0.00%	0.41%	0.00%	0.00%	0.00%	0.18%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.27%	0.21%	0.00%	0.00%	0.56%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	3	1	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	7	0	0	0	0					
		0.18%	0.29%	0.10%	0.42%	0.00%	0.00%	0.30%	0.22%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.33%	0.00%	0.00%	0.00%	0.43%	3.80%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	993	114	91	78	12	13	23	22	75	17	13	31	9	6	9	21	15	16	17	21	6	27	37	29	17	12	5	17	15	23	24	29	8	14	12	21	9	26	26	23	10					
