Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Старорусская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476					
1	"Число избирателей, внесенных в список избирателей"	39073	236	305	456	343	472	594	446	354	468	378	626	372	319	1135	707	956	238	274	290	606	408	526	1241	842	1127	1030	1467	968	1673	1900	1317	933	1275	1047	1239	523	1200	1024	1642	1773	2039	1677	2627					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38630	230	300	450	350	450	600	450	350	450	400	650	400	300	1150	700	950	250	250	300	600	400	500	1200	850	1100	1000	1450	900	1700	1850	1300	900	1300	1000	1250	500	1200	1000	1600	1800	2000	1650	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21077	108	151	198	183	262	300	231	152	314	195	320	213	150	604	310	542	106	115	146	297	210	196	706	446	583	580	871	578	985	1050	643	457	623	435	652	301	723	662	993	1036	1100	737	1613					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2848	29	58	94	45	50	107	127	78	74	91	120	99	79	49	175	144	84	84	69	112	66	106	37	26	18	93	32	22	25	33	67	77	68	80	66	17	20	30	31	18	69	40	39					
6	Число погашенных избирательных бюллетеней	14705	93	91	158	122	138	193	92	120	62	114	210	88	71	497	215	264	60	51	85	191	124	198	457	378	499	327	547	300	690	767	590	366	609	485	532	182	457	308	576	746	831	873	948					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2848	29	58	94	45	50	107	127	78	74	91	120	99	79	49	175	144	84	84	69	112	66	106	37	26	18	93	32	22	25	33	67	77	68	80	66	17	20	30	31	18	69	40	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21072	108	151	198	183	262	300	231	152	314	195	320	213	150	604	310	542	106	115	146	297	210	196	706	446	583	580	871	578	985	1050	642	457	623	435	652	301	723	662	993	1036	1100	737	1609					
9	Число недействительных избирательных бюллетеней	391	2	1	1	1	3	6	7	3	11	4	11	1	11	7	3	14	0	2	1	2	4	4	4	11	1	16	6	12	15	24	10	11	10	15	4	8	10	17	24	19	7	21	47					
10	Число действительных избирательных бюллетеней	23529	135	208	291	227	309	401	351	227	377	282	429	311	218	646	482	672	190	197	214	407	272	298	739	461	600	657	897	588	995	1059	699	523	681	500	714	310	733	675	1000	1035	1162	756	1601					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	587	2	9	10	15	10	10	20	15	10	28	25	30	5	20	10	10	5	5	20	13	12	36	7	10	13	8	12	10	23	12	15	3	8	4	25	14	7	11	15	20	20	13	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	571	2	9	10	15	10	10	20	15	10	28	25	30	5	20	10	10	5	3	20	11	12	36	6	10	13	7	11	8	21	12	15	3	8	4	25	14	7	11	15	20	20	8	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	461	1	3	7	4	3	3	6	1	9	6	7	3	4	6	3	4	2	2	7	4	3	10	2	9	16	8	4	42	9	119	12	11	15	10	16	14	7	8	6	7	16	12	20					
14	Число погашенных неиспользованных открепительных удостоверений	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7134	30	38	59	47	90	96	86	59	62	41	92	55	37	231	96	174	17	31	38	126	48	67	235	201	256	250	350	222	379	396	258	179	252	201	166	96	280	101	341	397	190	209	555					
		29.82%	21.90%	18.18%	20.21%	20.61%	28.85%	23.59%	24.02%	25.65%	15.98%	14.34%	20.91%	17.63%	16.16%	35.38%	19.79%	25.36%	8.95%	15.58%	17.67%	30.81%	17.39%	22.19%	31.63%	42.58%	42.60%	37.15%	38.76%	37.00%	37.52%	36.57%	36.39%	33.52%	36.47%	39.03%	23.12%	30.19%	37.69%	14.60%	33.30%	37.67%	16.25%	26.90%	33.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1648	13	27	34	19	32	40	36	26	30	29	48	32	9	60	32	44	9	11	30	36	24	28	15	33	25	38	70	44	90	78	44	54	57	22	32	30	35	28	33	74	18	78	101					
		6.89%	9.49%	12.92%	11.64%	8.33%	10.26%	9.83%	10.06%	11.30%	7.73%	10.14%	10.91%	10.26%	3.93%	9.19%	6.60%	6.41%	4.74%	5.53%	13.95%	8.80%	8.70%	9.27%	2.02%	6.99%	4.16%	5.65%	7.75%	7.33%	8.91%	7.20%	6.21%	10.11%	8.25%	4.27%	4.46%	9.43%	4.71%	4.05%	3.22%	7.02%	1.54%	10.04%	6.13%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	165	2	4	0	3	2	5	2	1	2	1	3	0	1	4	4	3	1	1	2	0	1	3	8	3	3	2	6	3	9	8	6	4	1	0	10	4	3	3	6	9	9	8	15					
		0.69%	1.46%	1.91%	0.00%	1.32%	0.64%	1.23%	0.56%	0.43%	0.52%	0.35%	0.68%	0.00%	0.44%	0.61%	0.82%	0.44%	0.53%	0.50%	0.93%	0.00%	0.36%	0.99%	1.08%	0.64%	0.50%	0.30%	0.66%	0.50%	0.89%	0.74%	0.85%	0.75%	0.14%	0.00%	1.39%	1.26%	0.40%	0.43%	0.59%	0.85%	0.77%	1.03%	0.91%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4037	27	25	50	32	50	58	55	48	48	22	73	43	20	82	80	85	15	14	13	109	87	31	99	86	114	118	188	136	221	228	140	97	111	101	104	66	165	64	207	247	60	165	253					
		16.88%	19.71%	11.96%	17.12%	14.04%	16.03%	14.25%	15.36%	20.87%	12.37%	7.69%	16.59%	13.78%	8.73%	12.56%	16.49%	12.39%	7.89%	7.04%	6.05%	26.65%	31.52%	10.26%	13.32%	18.22%	18.97%	17.53%	20.82%	22.67%	21.88%	21.05%	19.75%	18.16%	16.06%	19.61%	14.48%	20.75%	22.21%	9.25%	20.21%	23.43%	5.13%	21.24%	15.35%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	356	0	3	3	7	4	5	0	3	6	2	4	1	2	6	6	6	0	0	3	1	1	2	12	13	19	18	26	15	24	21	12	6	10	8	7	5	2	2	12	26	8	10	35					
		1.49%	0.00%	1.44%	1.03%	3.07%	1.28%	1.23%	0.00%	1.30%	1.55%	0.70%	0.91%	0.32%	0.87%	0.92%	1.24%	0.87%	0.00%	0.00%	1.40%	0.24%	0.36%	0.66%	1.62%	2.75%	3.16%	2.67%	2.88%	2.50%	2.38%	1.94%	1.69%	1.12%	1.45%	1.55%	0.97%	1.57%	0.27%	0.29%	1.17%	2.47%	0.68%	1.29%	2.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10097	60	111	144	119	131	195	172	90	228	184	207	180	149	262	264	354	147	140	128	130	110	167	368	124	178	226	253	165	271	326	236	180	248	165	391	109	245	470	397	279	872	283	639					
		42.21%	43.80%	53.11%	49.32%	52.19%	41.99%	47.91%	48.04%	39.13%	58.76%	64.34%	47.05%	57.69%	65.07%	40.12%	54.43%	51.60%	77.37%	70.35%	59.53%	31.78%	39.86%	55.30%	49.53%	26.27%	29.62%	33.58%	28.02%	27.50%	26.83%	30.10%	33.29%	33.71%	35.89%	32.04%	54.46%	34.28%	32.97%	67.92%	38.77%	26.47%	74.59%	36.42%	38.77%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	92	3	0	1	0	0	2	0	0	1	3	2	0	0	1	0	6	1	0	0	5	1	0	2	1	5	5	4	3	1	2	3	3	2	3	4	0	3	7	4	3	5	3	3					
		0.38%	2.19%	0.00%	0.34%	0.00%	0.00%	0.49%	0.00%	0.00%	0.26%	1.05%	0.45%	0.00%	0.00%	0.15%	0.00%	0.87%	0.53%	0.00%	0.00%	1.22%	0.36%	0.00%	0.27%	0.21%	0.83%	0.74%	0.44%	0.50%	0.10%	0.18%	0.42%	0.56%	0.29%	0.58%	0.56%	0.00%	0.40%	1.01%	0.39%	0.28%	0.43%	0.39%	0.18%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
