Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Старорусская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
1	"Число избирателей, внесенных в списки избирателей"	40273	250	307	467	380	470	634	481	385	495	403	674	441	358	1097	689	1013	284	321	288	646	445	440	1232	864	1444	2419	1354	1735	1704	1303	955	1325	991	1302	551	1253	1079	1728	1850	1859	1605	2752					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37850	250	300	450	380	420	600	420	380	480	420	650	450	350	1000	650	950	250	300	300	650	400	450	1100	800	1400	2300	1100	1700	1600	1200	900	1200	900	1200	500	1200	1000	1750	1700	1700	1500	2600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22952	152	186	247	221	264	374	303	204	353	210	359	212	190	636	365	574	126	165	163	370	312	244	694	488	863	1427	863	1031	934	639	548	624	481	732	334	737	627	976	1130	1081	860	1653					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2750	37	57	106	61	48	86	103	82	77	61	114	114	108	40	135	145	100	113	74	95	59	72	33	17	48	182	22	16	38	53	57	58	23	29	18	6	48	28	40	41	56	50					
6	Число погашенных избирательных бюллетеней	12148	61	57	97	98	108	140	14	94	50	149	177	124	52	324	150	231	24	22	63	185	29	134	373	295	489	691	215	653	628	508	295	518	396	439	148	457	325	746	530	578	584	897					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2750	37	57	106	61	48	86	103	82	77	61	114	114	108	40	135	145	100	113	74	95	59	72	33	17	48	182	22	16	38	53	57	58	23	29	18	6	48	28	40	41	56	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22853	152	186	247	221	264	374	303	204	353	210	359	212	190	636	365	574	126	165	163	370	312	244	694	488	863	1427	863	1031	934	639	491	624	481	732	334	737	627	976	1130	1040	860	1652					
9	Число недействительных избирательных бюллетеней	176	1	1	6	3	7	1	1	0	1	2	2	1	2	5	2	10	0	0	1	1	4	1	6	6	9	9	10	2	7	1	2	3	3	1	5	8	8	10	12	8	10	4					
10	Число действительных избирательных бюллетеней	25427	188	242	347	279	305	459	405	286	429	269	471	325	296	671	498	709	226	278	236	464	367	315	721	499	902	1600	875	1045	965	691	546	679	501	760	347	735	667	994	1158	1073	906	1698					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	492	10	10	10	10	10	10	10	10	10	10	10	15	10	15	10	10	10	10	15	10	10	20	10	10	10	15	10	15	15	10	25	10	10	10	10	12	12	12	12	12	12	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	248	2	10	0	2	0	1	4	1	1	0	1	15	8	15	5	5	0	1	13	10	8	20	4	5	8	12	3	10	9	3	4	0	3	4	4	9	2	6	12	10	5	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	256	2	1	1	5	2	3	3	2	3	1	2	3	2	6	2	5	0	3	2	2	2	5	4	4	7	12	96	5	14	3	1	3	2	5	1	4	2	4	11	7	6	8					
14	Число погашенных неиспользованных открепительных удостоверений	244	8	0	10	8	10	9	6	9	9	10	9	0	2	0	5	5	10	9	2	0	2	0	6	5	2	3	7	5	6	7	21	10	7	6	6	3	10	6	0	2	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	630	2	10	14	7	7	12	13	9	10	5	19	11	2	18	21	23	1	5	12	16	13	14	15	9	10	49	27	19	25	17	5	12	13	15	5	18	17	19	31	18	17	45					
		2.46%	1.06%	4.12%	3.97%	2.48%	2.24%	2.61%	3.20%	3.15%	2.33%	1.85%	4.02%	3.37%	0.67%	2.66%	4.20%	3.20%	0.44%	1.80%	5.06%	3.44%	3.50%	4.43%	2.06%	1.78%	1.10%	3.05%	3.05%	1.81%	2.57%	2.46%	0.91%	1.76%	2.58%	1.97%	1.42%	2.42%	2.52%	1.89%	2.65%	1.67%	1.86%	2.64%					
19	2.Всероссийская политическая партия «Гражданская Сила»	138	1	1	1	5	2	1	2	0	1	0	4	3	0	2	4	0	0	1	0	1	0	1	1	9	6	8	7	6	2	8	3	4	0	3	3	2	5	9	10	7	5	10					
		0.54%	0.53%	0.41%	0.28%	1.77%	0.64%	0.22%	0.49%	0.00%	0.23%	0.00%	0.85%	0.92%	0.00%	0.30%	0.80%	0.00%	0.00%	0.36%	0.00%	0.22%	0.00%	0.32%	0.14%	1.78%	0.66%	0.50%	0.79%	0.57%	0.21%	1.16%	0.55%	0.59%	0.00%	0.39%	0.85%	0.27%	0.74%	0.90%	0.85%	0.65%	0.55%	0.59%					
