Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Добровская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	20411	1178	203	894	354	1061	1320	262	887	1106	227	209	789	166	807	245	673	482	919	274	982	470	517	427	680	582	437	818	170	789	344	1019	515	605									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19500	1095	185	830	345	1015	1245	255	835	1045	230	200	745	155	785	240	640	460	875	260	965	465	510	420	640	595	430	770	165	760	320	970	480	570									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9594	628	118	476	190	609	629	203	400	404	106	127	364	105	389	117	248	208	352	91	473	212	229	255	276	297	272	318	51	280	158	492	293	224									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2589	84	13	73	37	35	60	48	110	142	28	26	67	13	63	30	140	35	182	82	181	42	85	61	74	147	47	157	33	176	39	114	62	103									
6	Число погашенных избирательных бюллетеней	7317	383	54	281	118	371	556	4	325	499	96	47	314	37	333	93	252	217	341	87	311	211	196	104	290	151	111	295	81	304	123	364	125	243									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2589	84	13	73	37	35	60	48	110	142	28	26	67	13	63	30	140	35	182	82	181	42	85	61	74	147	47	157	33	176	39	114	62	103									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9594	628	118	476	190	609	629	203	400	404	106	127	364	105	389	117	248	208	352	91	473	212	229	255	276	297	272	318	51	280	158	492	293	224									
9	Число недействительных избирательных бюллетеней	321	20	4	16	12	23	26	2	22	9	3	5	13	2	0	4	12	0	7	1	14	20	5	16	6	4	26	3	2	8	7	14	4	11									
10	Число действительных избирательных бюллетеней	11862	692	127	533	215	621	663	249	488	537	131	148	418	116	452	143	376	243	527	172	640	234	309	300	344	440	293	472	82	448	190	592	351	316									
