Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Петровская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976					
1	"Число избирателей, внесенных в списки избирателей"	59042	1167	1409	1597	1907	1424	1256	1531	1522	1418	1448	1674	1372	1593	1735	1565	1447	1240	1461	1139	1088	218	534	1309	1596	1381	317	1678	1673	1366	1560	1802	1674	1595	291	292	2679	1833	1628	2148	1399	1670	240	1166					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55000	1050	1250	1450	1700	1250	1150	1350	1350	1250	1250	1450	1150	1400	1500	1350	1250	1050	1250	1050	1000	210	580	1300	1550	1350	320	1650	1650	1350	1530	1750	1650	1550	300	300	2700	1800	1600	2050	1320	1650	220	1120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28092	537	694	782	968	673	549	797	747	599	712	791	666	683	867	855	699	565	732	533	429	117	322	568	777	598	188	799	750	611	648	865	652	822	172	157	1330	848	764	1019	638	862	122	585					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2140	37	37	67	44	38	50	44	37	65	47	52	20	143	49	31	70	40	48	48	35	23	32	31	60	12	23	56	73	26	50	32	104	52	1	3	89	89	79	125	86	55	11	26					
6	Число погашенных избирательных бюллетеней	24768	476	519	601	688	539	551	509	566	586	491	607	464	574	584	464	481	445	470	469	536	70	226	701	713	740	109	795	827	713	832	853	894	676	127	140	1281	863	757	906	596	733	87	509					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2140	37	37	67	44	38	50	44	37	65	47	52	20	143	49	31	70	40	48	48	35	23	32	31	60	12	23	56	73	26	50	32	104	52	1	3	89	89	79	125	86	55	11	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28089	537	694	782	968	673	549	797	747	599	712	789	666	683	867	855	699	565	732	533	429	117	322	568	777	598	188	799	750	611	648	865	652	822	172	157	1330	848	764	1019	637	862	122	585					
9	Число недействительных избирательных бюллетеней	280	4	4	11	5	7	2	12	8	3	5	2	5	8	11	5	5	8	9	10	3	1	2	3	3	7	2	13	4	9	10	10	11	7	1	2	17	10	7	10	6	10	1	7					
10	Число действительных избирательных бюллетеней	29949	570	727	838	1007	704	597	829	776	661	754	839	681	818	905	881	764	597	771	571	461	139	352	596	834	603	209	842	819	628	688	887	745	867	172	158	1402	927	836	1134	717	907	132	604					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	490	10	10	19	15	10	10	10	15	5	10	10	10	10	7	15	9	10	10	10	10	5	5	10	10	10	5	15	15	15	15	15	15	10	10	5	20	15	15	20	10	15	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	233	5	6	8	13	7	8	7	5	3	4	8	7	5	7	14	7	4	5	5	6	0	0	2	7	4	1	1	3	4	9	3	10	3	7	0	15	6	4	5	4	4	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	161	4	6	5	15	3	3	6	8	2	4	4	4	4	4	0	14	6	3	5	3	3	1	2	3	2	1	2	2	4	2	1	1	2	1	1	6	11	3	3	1	4	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	257	5	4	11	2	3	2	3	10	2	6	2	3	5	0	1	2	6	5	5	4	5	5	8	3	6	4	14	12	11	6	12	5	7	3	5	5	9	11	15	6	11	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	689	12	8	19	23	11	7	17	15	9	15	14	13	18	26	28	14	10	10	2	10	8	1	12	20	21	2	32	23	30	31	51	7	38	6	2	28	13	11	33	10	13	1	15					
		2.28%	2.09%	1.09%	2.24%	2.27%	1.55%	1.17%	2.02%	1.91%	1.36%	1.98%	1.66%	1.90%	2.18%	2.84%	3.16%	1.82%	1.65%	1.28%	0.34%	2.16%	5.71%	0.28%	2.00%	2.39%	3.44%	0.95%	3.74%	2.79%	4.71%	4.44%	5.69%	0.93%	4.35%	3.47%	1.25%	1.97%	1.39%	1.30%	2.88%	1.38%	1.42%	0.75%	2.45%					
19	2.Всероссийская политическая партия «Гражданская Сила»	145	8	1	0	5	1	1	5	3	1	4	12	15	9	12	10	10	4	4	5	0	2	2	0	4	1	0	3	4	0	0	0	3	7	0	0	3	2	0	2	1	0	0	1					
		0.48%	1.39%	0.14%	0.00%	0.49%	0.14%	0.17%	0.59%	0.38%	0.15%	0.53%	1.43%	2.19%	1.09%	1.31%	1.13%	1.30%	0.66%	0.51%	0.86%	0.00%	1.43%	0.56%	0.00%	0.48%	0.16%	0.00%	0.35%	0.49%	0.00%	0.00%	0.00%	0.40%	0.80%	0.00%	0.00%	0.21%	0.21%	0.00%	0.17%	0.14%	0.00%	0.00%	0.16%					
20	3.Политическая партия «Демократическая партия России»	21	0	1	0	0	1	0	1	0	0	2	1	0	1	0	0	1	2	1	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	1	0	1					
		0.07%	0.00%	0.14%	0.00%	0.00%	0.14%	0.00%	0.12%	0.00%	0.00%	0.26%	0.12%	0.00%	0.12%	0.00%	0.00%	0.13%	0.33%	0.13%	0.00%	0.22%	0.00%	0.28%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.63%	0.07%	0.00%	0.00%	0.00%	0.14%	0.11%	0.00%	0.16%					
