Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Куртамышская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558					
1	"Число избирателей, внесенных в список избирателей"	26932	2036	1764	1119	852	1085	1190	2025	1111	1233	1408	393	255	165	78	534	611	176	301	104	395	96	307	91	97	699	141	204	496	374	74	321	181	149	179	592	336	964	330	195	233	389	88	165	383	650	178	81	91	589	779	102	104	77	152	104	106					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27400	2000	1800	1100	850	1000	1200	2000	1100	1200	1400	400	260	170	90	560	630	180	300	110	400	100	320	100	100	700	150	200	500	400	80	330	200	150	200	600	350	1000	350	200	250	400	90	170	400	700	200	100	100	600	800	100	110	80	170	150	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13320	846	760	483	392	474	597	865	478	610	524	212	152	105	58	289	332	89	186	61	259	64	179	50	71	325	55	76	202	227	49	208	111	85	104	315	142	443	144	104	113	236	58	98	245	365	127	63	62	305	435	70	61	59	115	104	78					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1984	59	89	52	17	43	63	80	50	48	83	34	32	11	5	50	55	13	36	15	33	3	24	11	10	40	8	37	100	30	8	24	26	29	28	56	80	95	46	18	25	42	9	30	61	64	34	14	7	37	67	17	13	0	0	0	23					
6	Число погашенных избирательных бюллетеней	12096	1095	951	565	441	483	540	1055	572	542	793	154	76	54	27	221	243	78	78	34	108	33	117	39	19	335	87	87	198	143	23	98	63	36	68	229	128	462	160	78	112	122	23	42	94	271	39	23	31	258	298	13	36	21	55	46	99					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1984	59	89	52	17	43	63	80	50	48	83	34	32	11	5	50	55	13	36	15	33	3	24	11	10	40	8	37	100	30	8	24	26	29	28	56	80	95	46	18	25	42	9	30	61	64	34	14	7	37	67	17	13	0	0	0	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13320	846	760	483	392	474	597	865	478	610	524	212	152	105	58	289	332	89	186	61	259	64	179	50	71	325	55	76	202	227	49	208	111	85	104	315	142	443	144	104	113	236	58	98	245	365	127	63	62	305	435	70	61	59	115	104	78					
9	Число недействительных избирательных бюллетеней	198	18	10	9	6	5	15	17	11	2	9	2	1	0	0	7	3	2	1	0	8	0	2	0	1	4	2	0	5	2	0	1	6	0	0	3	2	10	3	2	0	2	0	2	3	3	0	0	0	7	5	0	4	0	0	0	3					
10	Число действительных избирательных бюллетеней	15106	887	839	526	403	512	645	928	517	656	598	244	183	116	63	332	384	100	221	76	284	67	201	61	80	361	61	113	297	255	57	231	131	114	132	368	220	528	187	120	138	276	67	126	303	426	161	77	69	335	497	87	70	59	115	104	98					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	683	35	35	35	17	20	25	25	25	30	30	10	10	5	4	15	17	5	10	5	12	5	10	5	5	10	5	5	15	13	3	12	5	5	8	10	10	25	10	5	5	10	5	5	15	25	5	15	8	15	20	5	5	3	5	0	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	497	14	14	18	7	15	24	19	5	17	18	9	10	5	0	15	17	5	10	2	12	5	10	0	1	10	5	1	15	13	3	12	5	3	8	5	10	22	10	2	5	10	1	5	7	25	5	15	8	15	13	0	5	1	5	0	1					
