Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    Воскресенская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №613	УИК №615	УИК №616	УИК №617	УИК №618	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626									
1	Число избирателей, включенных в список избирателей	16766	1291	1118	1722	1168	1078	547	468	363	390	330	155	128	511	294	470	526	375	293	421	354	298	164	482	473	290	187	609	199	665	344	371	142	362	178									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	15750	1200	1000	1600	1100	1000	500	450	350	350	320	140	130	500	250	450	500	350	270	400	350	300	160	450	450	270	180	600	180	600	350	350	130	350	170									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	7688	699	446	909	668	579	268	204	82	151	165	53	77	253	117	113	216	139	102	121	129	130	40	199	194	114	82	335	118	368	176	127	90	140	84									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3109	55	186	77	32	76	130	92	137	104	78	58	20	89	108	182	166	99	110	152	128	102	78	51	105	84	72	93	38	86	52	106	13	118	32									
6	Число погашенных избирательных бюллетеней	4953	446	368	614	400	345	102	154	131	95	77	29	33	158	25	155	118	112	58	127	93	68	42	200	151	72	26	172	24	146	122	117	27	92	54									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3109	55	186	77	32	76	130	92	137	104	78	58	20	89	108	182	166	99	110	152	128	102	78	51	105	84	72	93	38	86	52	106	13	118	32									
8	Число бюллетеней в стационарных ящиках для голосования	7685	699	446	907	668	579	268	203	82	151	165	53	77	253	117	113	216	139	102	121	129	130	40	199	194	114	82	335	118	368	176	127	90	140	84									
9	Число недействительных избирательных бюллетеней	67	8	6	7	5	7	2	4	2	0	0	0	1	5	0	2	3	0	0	0	2	1	0	2	0	0	0	2	0	4	0	2	0	1	1									
