Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Воскресенская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626					
1	"Число избирателей, включенных в списки избирателей"	16945	1290	926	1238	1566	1081	155	554	475	250	378	303	162	142	522	323	201	231	344	157	205	194	320	183	435	157	339	553	325	145	304	212	387	227	209	629	338	385	142	567	391					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16000	1200	800	1150	1500	1000	150	500	400	220	400	300	150	130	500	300	200	230	350	150	200	200	300	170	400	150	350	500	350	150	300	200	400	200	200	600	300	370	130	550	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	9152	758	445	696	901	575	71	293	201	76	228	183	67	91	302	173	81	104	162	81	98	109	172	62	267	99	176	267	200	45	147	105	270	134	151	415	199	169	106	293	180					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3411	56	113	69	63	106	29	84	110	108	115	81	78	26	93	87	86	88	111	52	76	56	86	94	112	47	134	93	71	66	130	77	65	48	33	102	59	141	19	203	144					
6	Число погашенных избирательных бюллетеней	3437	386	242	385	536	319	50	123	89	36	57	36	5	13	105	40	33	38	77	17	26	35	42	14	21	4	40	140	79	39	23	18	65	18	16	83	42	60	5	54	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3411	56	113	69	63	106	29	84	110	108	115	81	78	26	93	87	86	88	111	52	76	56	86	94	112	47	134	93	71	66	130	77	65	48	33	102	59	141	19	203	144					
