Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
"Наименование Избирательной комиссии:    Тула, Привокзальная"																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №1144	УИК №1145	УИК №1146					
1	"Число избирателей, включенных в списки избирателей"	67299	1475	1821	1650	2405	2572	2299	2167	1863	1690	1762	1700	1622	1631	1754	1699	1721	1621	246	1308	1876	1877	1756	2034	1687	1973	1979	1593	2014	1964	1919	2046	142	1354	2231	2037	2173	1522	1614	178	324					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	56330	1300	1500	1450	2000	2100	2000	1800	1550	1450	1500	1400	1400	1300	1500	1500	1300	1300	310	1100	1500	1500	1500	1600	1300	1700	1650	1300	1700	1600	1600	1700	200	1300	1800	1700	1800	1300	1400	120	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	43354	968	1184	1050	1547	1620	1573	1405	1043	1133	1098	1054	1051	1125	1176	1093	1193	1050	246	830	1155	1238	1187	1052	1170	1255	1328	1017	1029	1329	1201	1253	142	809	1524	1386	1490	915	1079	115	241					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3090	82	99	108	168	143	67	51	227	65	109	57	18	28	65	104	23	18	0	84	104	92	48	85	69	52	57	56	68	87	160	251	0	158	53	45	43	83	58	0	5					
6	Число погашенных избирательных бюллетеней	9886	250	217	292	285	337	360	344	280	252	293	289	331	147	259	303	84	232	64	186	241	170	265	463	61	393	265	227	603	184	239	196	58	333	223	269	267	302	263	5	54					
