Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Осинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15389	66	157	802	163	314	537	302	303	388	625	918	1362	1377	506	723	193	525	262	554	135	888	206	263	1236	784	63	616	96	91	780	154									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14714	63	156	796	163	314	537	301	306	392	614	929	1000	1000	503	727	198	531	262	565	133	881	181	269	1296	784	58	619	95	90	793	158									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6654	45	81	245	87	112	192	132	117	157	378	488	682	777	273	254	75	186	122	247	49	332	80	143	513	238	29	233	77	60	204	46									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	532	0	10	15	3	11	10	13	9	22	21	40	41	53	16	25	8	9	16	10	2	18	3	8	33	18	9	23	2	4	50	30									
6	Число погашенных избирательных бюллетеней	7527	18	65	536	73	191	335	155	180	213	215	401	277	170	214	448	115	336	124	308	82	531	98	118	750	528	20	363	16	26	539	82									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	533	0	10	15	3	11	10	14	9	22	21	40	41	53	16	25	8	9	16	10	2	18	3	8	33	18	9	23	2	4	50	30									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6654	45	81	245	87	112	192	132	117	157	378	488	682	777	273	254	75	186	122	247	49	332	80	143	513	238	29	233	77	60	204	46									
9	Число недействительных избирательных бюллетеней	131	0	0	2	1	1	3	4	1	1	20	8	0	17	17	8	2	5	0	4	0	3	3	1	16	6	0	1	0	1	5	1									
10	Число действительных избирательных бюллетеней	7056	45	91	258	89	122	199	142	125	178	379	520	723	813	272	271	81	190	138	253	51	347	80	150	530	250	38	255	79	63	249	75									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	455	5	5	10	5	5	10	5	5	5	10	20	40	30	10	20	5	25	10	15	5	20	5	10	80	30	5	20	5	10	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	125	0	0	2	0	1	0	0	3	0	0	6	5	5	1	1	0	5	0	5	0	2	0	10	58	3	0	2	5	0	4	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	52	1	1	1	0	0	1	2	3	0	1	5	5	2	1	0	0	1	1	2	2	1	1	2	3	5	3	1	2	3	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	330	5	5	8	5	4	10	5	2	5	10	14	35	25	9	19	5	20	10	10	5	18	5	0	22	27	5	18	0	10	11	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
