Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Солнцевского района																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020					
1	"Число избирателей, внесенных в списки избирателей"	13341	1895	1787	258	185	408	194	106	199	238	309	232	164	101	133	95	884	156	293	1020	404	144	396	566	582	525	554	134	436	155	788					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12351	1763	1669	217	173	377	177	93	174	220	284	224	158	96	123	88	830	143	265	933	371	131	384	531	520	506	525	122	405	137	712					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7562	1052	1007	193	134	205	98	62	108	169	173	155	112	71	76	37	484	65	163	562	223	76	240	361	266	252	291	66	264	100	497					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2118	135	98	21	33	59	33	15	34	48	86	55	33	25	29	30	136	48	69	169	99	44	79	115	144	126	101	54	87	27	86					
6	Число погашенных избирательных бюллетеней	2671	576	564	3	6	113	46	16	32	3	25	14	13	0	18	21	210	30	33	202	49	11	65	55	110	128	133	2	54	10	129					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2118	135	98	21	33	59	33	15	34	48	86	55	33	25	29	30	136	48	69	169	99	44	79	115	144	126	101	54	87	27	86					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7562	1052	1007	193	134	205	98	62	108	169	173	155	112	71	76	37	484	65	163	562	223	76	240	361	266	252	291	66	264	100	497					
9	Число недействительных избирательных бюллетеней	85	7	6	0	1	1	1	2	0	4	1	3	1	0	0	0	8	0	2	7	1	4	8	0	1	10	7	0	2	0	8					
10	Число действительных избирательных бюллетеней	9595	1180	1099	214	166	263	130	75	142	213	258	207	144	96	105	67	612	113	230	724	321	116	311	476	409	368	385	120	349	127	575					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	555	72	65	10	9	19	4	4	4	14	5	19	15	6	3	2	51	4	5	41	15	3	36	26	11	41	18	3	20	3	27					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	531	72	65	10	9	16	4	0	0	7	5	19	15	6	3	1	51	4	5	41	13	3	36	26	8	41	18	3	20	3	27					
