Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Беляевская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14354	296	763	299	369	1004	316	678	341	272	837	122	264	628	170	430	557	193	157	198	424	215	439	398	395	342	1314	1437	1496									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14529	305	780	300	370	1020	310	690	354	280	850	130	270	630	175	430	565	200	155	200	430	220	450	410	405	340	1320	1450	1490									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5469	96	287	85	115	392	113	253	138	100	251	46	109	280	74	142	241	73	84	101	191	91	170	187	155	130	435	546	584									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	407	17	19	0	3	41	14	13	7	0	18	9	6	20	1	19	28	15	5	10	23	13	25	10	21	18	18	21	13									
6	Число погашенных избирательных бюллетеней	8653	192	474	215	252	587	183	424	209	180	581	75	155	330	100	269	296	112	66	89	216	116	255	213	229	192	867	883	893									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	407	17	19	0	3	41	14	13	7	0	18	9	6	20	1	19	28	15	5	10	23	13	25	10	21	18	18	21	13									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5469	96	287	85	115	392	113	253	138	100	251	46	109	280	74	142	241	73	84	101	191	91	170	187	155	130	435	546	584									
9	Число недействительных избирательных бюллетеней	173	9	7	1	5	2	6	6	5	5	15	1	1	11	4	6	5	5	5	4	2	2	7	21	6	3	6	10	13									
10	Число действительных избирательных бюллетеней	5703	104	299	84	113	431	121	260	140	95	254	54	114	289	71	155	264	83	84	107	212	102	188	176	170	145	447	557	584									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	93	3	2	2	2	6	2	3	2	3	7	1	2	6	1	4	3	1	1	1	3	2	6	3	3	2	6	9	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	80	3	2	2	0	6	0	3	2	3	6	1	2	6	1	4	2	0	1	1	2	0	6	3	0	2	6	9	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	2	0	2	2	1	6	1	0	2	0	0	1	2	0	5	1	0	0	0	1	0	0	0	1	7	3	8	4									
14	Число погашенных неиспользованных открепительных удостоверений	13	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	0	3	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	44	0	5	3	0	7	1	1	0	0	1	0	1	2	0	2	2	1	1	0	1	2	1	2	2	2	3	0	4									
