Выборы Президента Российской Федерации																																																								
Дата голосования: 02.03.2008																																																								
																																																								
Наименование Избирательной комиссии:    Рыльская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
	Число участковых избирательных комиссий	49																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	49																																																						
																																																								
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949					
1	"Число избирателей, включенных в списки избирателей"	29793	1593	1951	1698	1812	835	887	916	1751	1893	495	227	161	437	211	312	237	279	258	148	1231	408	356	1996	181	639	176	71	852	425	173	462	1088	441	136	600	378	233	95	249	519	415	325	234	267	89	290	739	272	352					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27390	1450	1760	1560	1660	770	800	810	1620	1740	450	210	160	390	200	300	210	250	240	140	1120	390	330	1810	220	600	180	70	780	400	150	430	1010	410	120	540	340	210	100	230	480	380	290	210	250	80	270	670	270	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	18318	970	1248	983	986	529	458	641	949	1059	200	144	102	258	120	204	154	171	163	106	732	234	264	1296	156	435	127	51	524	305	103	358	652	251	51	358	269	159	54	183	302	244	229	161	166	49	193	542	168	257					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2363	77	60	101	64	8	57	39	85	61	173	33	39	87	42	44	36	30	30	20	92	80	6	79	20	41	24	7	48	47	29	38	67	81	54	67	56	24	25	27	31	34	35	23	24	19	58	47	55	39					
6	Число погашенных избирательных бюллетеней	6709	403	452	476	610	233	285	130	586	620	77	33	19	45	38	52	20	49	47	14	296	76	60	435	44	124	29	12	208	48	18	34	291	78	15	115	15	27	21	20	147	102	26	26	60	12	19	81	47	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2363	77	60	101	64	8	57	39	85	61	173	33	39	87	42	44	36	30	30	20	92	80	6	79	20	41	24	7	48	47	29	38	67	81	54	67	56	24	25	27	31	34	35	23	24	19	58	47	55	39					
8	Число бюллетеней в стационарных ящиках для голосования	18316	970	1246	983	986	529	458	641	949	1059	200	144	102	258	120	204	154	171	163	106	732	234	264	1296	156	435	127	51	524	305	103	358	652	251	51	358	269	159	54	183	302	244	229	161	166	49	193	542	168	257					
9	Число недействительных избирательных бюллетеней	236	10	6	11	8	5	9	10	12	10	4	0	0	4	1	1	1	2	1	1	13	4	6	14	3	18	1	1	9	5	2	5	5	8	0	5	0	0	0	3	3	3	2	5	2	1	5	11	4	2					
10	Число действительных избирательных бюллетеней	20443	1037	1300	1073	1042	532	506	670	1022	1110	369	177	141	341	161	247	189	199	192	125	811	310	264	1361	173	458	150	57	563	347	130	391	714	324	105	420	325	183	79	207	330	275	262	179	188	67	246	578	219	294					
11	Число полученных открепительных  удостоверений	574	35	49	32	41	25	25	15	35	30	4	6	4	4	4	4	6	3	3	17	14	6	9	33	18	5	3	10	5	5	3	10	22	3	5	5	3	3	5	5	5	5	3	3	5	3	8	16	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	369	32	49	29	38	20	13	9	31	27	1	6	2	3	0	1	0	0	3	3	9	0	7	24	0	5	0	0	2	4	1	4	8	2	0	0	0	0	0	5	1	3	0	2	4	0	1	13	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	248	11	21	7	14	10	14	8	6	5	1	1	2	5	3	2	3	5	3	3	6	3	2	22	1	7	3	3	9	2	3	3	11	3	1	0	2	2	1	3	3	2	2	7	3	2	4	3	5	6					
14	Число неиспользованных открепительных удостоверений	205	3	0	3	3	5	12	6	4	3	3	0	2	1	4	3	6	3	0	14	5	6	2	9	18	0	3	10	3	1	2	6	14	1	5	5	3	3	5	0	4	2	3	1	1	3	7	3	0	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	21	2	0	1	1	1	0	0	4	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
