Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Лебяжьевская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605					
1	"Число избирателей, внесенных в списки"	15990	78	117	74	383	544	409	1159	916	724	764	595	961	837	387	446	224	615	271	329	712	59	288	116	245	54	536	202	83	357	772	277	86	183	385	339	53	298	176	267	94	76	361	138					
2	"Число бюллетеней, полученных участковыми комиссиями"	15260	83	114	75	380	530	380	1050	860	680	720	550	920	800	360	430	210	600	250	310	700	60	260	116	240	55	540	200	88	320	740	250	88	188	350	320	55	300	168	250	100	80	350	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8872	62	85	54	263	234	252	479	373	340	375	210	387	401	281	252	118	355	140	209	400	44	216	99	174	40	361	130	71	172	475	182	63	171	183	215	25	195	127	179	67	64	235	114					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	783	0	9	5	12	89	11	29	19	18	12	44	12	19	0	50	23	28	57	27	24	6	13	0	18	0	40	8	0	11	31	10	0	0	55	15	5	37	4	15	7	0	20	0					
6	Число погашенных бюллетеней	5603	21	20	16	105	207	117	542	467	322	333	296	521	380	79	128	69	217	53	74	275	10	31	17	48	15	139	62	17	137	234	58	25	17	112	90	25	68	37	56	26	16	95	26					
7	Число бюллетеней в переносных ящиках для голосования	783	0	9	5	12	89	11	29	19	18	12	44	12	19	0	50	23	28	57	27	24	6	13	0	18	0	40	8	0	11	31	10	0	0	55	15	5	37	4	15	7	0	20	0					
8	Число бюллетеней в стационарных ящиках для голосования	8870	62	85	54	263	234	252	479	372	340	375	210	387	401	281	252	118	355	140	209	399	44	216	99	174	40	361	130	71	172	475	182	63	171	183	215	25	195	127	179	67	64	235	114					
9	Число недействительных бюллетеней	123	2	2	2	3	3	1	4	2	8	4	10	11	5	0	2	1	5	5	9	6	0	3	3	0	0	2	1	1	3	6	0	0	1	2	2	0	5	4	2	0	0	2	1					
10	Число действительных бюллетеней	9530	60	92	57	272	320	262	504	389	350	383	244	388	415	281	300	140	378	192	227	417	50	226	96	192	40	399	137	70	180	500	192	63	170	236	228	30	227	127	192	74	64	253	113					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	316	3	4	3	8	10	8	20	16	12	14	12	15	14	6	8	5	10	5	6	12	3	6	4	6	3	10	6	4	6	12	5	3	5	7	6	3	6	5	6	4	4	6	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	57	0	0	0	0	1	2	6	1	1	2	0	0	5	0	3	0	2	1	0	0	0	3	0	6	1	3	0	0	0	2	0	0	3	1	6	0	3	0	2	0	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	1	0	0	0	0	0	2	2	1	0	0	0	1	0	0	1	1	1	0	0	0	1	3	3	0	0	3	0	0	2	0	0	0	0	2	1	0	4	3	0	0	1	3					
14	Число погашенных открепительных удостоверений	259	3	4	3	8	9	6	14	15	11	12	12	15	9	6	5	5	8	4	6	12	3	3	4	0	2	7	6	4	6	10	5	3	2	6	0	3	3	5	4	4	4	5	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	88	2	0	1	4	4	4	2	4	2	0	6	3	2	2	4	0	3	3	2	3	1	0	2	4	0	5	0	0	0	5	2	2	1	0	5	0	4	0	2	0	2	1	1					
		0.91%	3.22%	0.0%	1.69%	1.45%	1.23%	1.52%	0.39%	1.02%	0.55%	0.0%	2.36%	0.75%	0.47%	0.71%	1.32%	0.0%	0.78%	1.52%	0.84%	0.70%	2.0%	0.0%	2.02%	2.08%	0.0%	1.24%	0.0%	0.0%	0.0%	0.98%	1.04%	3.17%	0.58%	0.0%	2.17%	0.0%	1.72%	0.0%	1.03%	0.0%	3.12%	0.39%	0.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	47	0	2	0	2	2	0	5	2	0	2	0	4	3	0	3	1	1	0	0	1	0	2	2	1	1	1	1	0	1	4	1	0	0	0	1	0	4	0	0	0	0	0	0					
