Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Мотыгинская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643					
1	"Число избирателей, внесенных в списки"	13533	983	1603	1174	1137	234	595	356	655	334	634	1176	998	455	2032	345	211	611					
2	"Число бюллетеней, полученных участковыми комиссиями"	13338	950	1624	1084	1100	222	594	358	642	324	638	1135	1049	443	2011	348	214	602					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5676	329	592	414	415	140	391	164	329	153	340	410	376	251	725	230	124	293					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	579	43	51	40	59	13	0	13	58	17	21	7	31	13	92	62	28	31					
6	Число погашенных бюллетеней	7083	578	981	630	626	69	203	181	255	154	277	718	642	179	1194	56	62	278					
7	Число бюллетеней в переносных ящиках для голосования	579	43	51	40	59	13	0	13	58	17	21	7	31	13	92	62	28	31					
8	Число бюллетеней в стационарных ящиках для голосования	5676	329	592	414	415	140	391	164	329	153	340	410	376	251	725	230	124	293					
9	Число недействительных бюллетеней	54	2	7	3	4	3	3	1	3	0	2	4	3	2	8	6	0	3					
10	Число действительных бюллетеней	6201	370	636	451	470	150	388	176	384	170	359	413	404	262	809	286	152	321					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	148	8	25	20	20	4	7	4	7	4	7	8	7	5	8	4	3	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	14	0	4	2	1	0	1	0	0	1	0	1	3	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	134	8	21	18	19	4	6	4	7	3	7	7	4	5	8	3	3	7					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	87	4	8	9	7	4	2	4	5	0	8	10	4	5	9	3	2	3					
		1.39%	1.07%	1.24%	1.98%	1.47%	2.61%	0.51%	2.25%	1.29%	0.0%	2.21%	2.39%	0.98%	1.89%	1.10%	1.02%	1.31%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	80	9	15	2	14	0	1	1	1	1	5	4	1	4	16	1	2	3					
		1.27%	2.41%	2.33%	0.44%	2.95%	0.0%	0.25%	0.56%	0.25%	0.58%	1.38%	0.95%	0.24%	1.51%	1.95%	0.34%	1.31%	0.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	154	6	9	2	9	4	16	8	11	7	7	11	21	8	19	6	4	6					
		2.46%	1.61%	1.39%	0.44%	1.89%	2.61%	4.09%	4.51%	2.84%	4.11%	1.93%	2.63%	5.15%	3.03%	2.32%	2.05%	2.63%	1.85%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	137	9	21	7	14	1	1	5	7	3	9	11	1	4	25	7	2	10					
		2.19%	2.41%	3.26%	1.54%	2.95%	0.65%	0.25%	2.82%	1.80%	1.76%	2.49%	2.63%	0.24%	1.51%	3.05%	2.39%	1.31%	3.08%					
22	"5. ""За Русь Святую"""	20	1	2	2	0	1	1	1	0	0	1	1	0	2	4	1	0	3					
		0.31%	0.26%	0.31%	0.44%	0.0%	0.65%	0.25%	0.56%	0.0%	0.0%	0.27%	0.23%	0.0%	0.75%	0.48%	0.34%	0.0%	0.92%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	1	0	2	0	2	1	0	2	0	2	0	0	6	0	0	1					
		0.27%	0.0%	0.15%	0.0%	0.42%	0.0%	0.51%	0.56%	0.0%	1.17%	0.0%	0.47%	0.0%	0.0%	0.73%	0.0%	0.0%	0.30%					
24	"7. ""Новый курс - Автомобильная Россия"""	20	1	1	2	4	1	1	0	0	0	0	3	2	2	2	0	0	1					
		0.31%	0.26%	0.15%	0.44%	0.84%	0.65%	0.25%	0.0%	0.0%	0.0%	0.0%	0.71%	0.49%	0.75%	0.24%	0.0%	0.0%	0.30%					
25	"8. ""Народно-республиканская партия России"""	10	0	1	0	0	1	0	0	2	0	0	0	1	2	1	2	0	0					
		0.15%	0.0%	0.15%	0.0%	0.0%	0.65%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.24%	0.75%	0.12%	0.68%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	1	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0					
		0.11%	0.26%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	116	8	14	6	10	4	6	7	5	9	4	2	8	4	14	4	4	7					
		1.85%	2.15%	2.17%	1.32%	2.10%	2.61%	1.53%	3.95%	1.29%	5.29%	1.10%	0.47%	1.96%	1.51%	1.71%	1.36%	2.63%	2.16%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	43	3	4	1	3	0	8	0	0	0	5	3	2	1	7	1	2	3					
		0.68%	0.80%	0.62%	0.22%	0.63%	0.0%	2.04%	0.0%	0.0%	0.0%	1.38%	0.71%	0.49%	0.37%	0.85%	0.34%	1.31%	0.92%					
30	"13. ""Демократическая партия России"""	21	3	3	1	0	1	3	0	0	2	0	1	1	1	0	2	0	3					
		0.33%	0.80%	0.46%	0.22%	0.0%	0.65%	0.76%	0.0%	0.0%	1.17%	0.0%	0.23%	0.24%	0.37%	0.0%	0.68%	0.0%	0.92%					
